API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sat Aug  8 06:03:36 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2002-Jun-06 05:00:00.0000 TDB
Stop  time      : A.D. 2002-Jun-10 08:00:00.0000 TDB
Step-size       : 15 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2452432.885416667, A.D. 2002-Jun-07 09:15:00.0000, -3.561865845600551E+07, -1.475880955124744E+08,  1.168351379163563E+03,  2.848077175598744E+01, -7.108454371477028E+00, -7.821645260821519E-04,
2452432.895833333, A.D. 2002-Jun-07 09:30:00.0000, -3.559302520430682E+07, -1.475944908476964E+08,  1.167646628849208E+03,  2.848200964490352E+01, -7.103401635568158E+00, -7.839466501873282E-04,
2452432.906250000, A.D. 2002-Jun-07 09:45:00.0000, -3.556739083891791E+07, -1.476008816353434E+08,  1.166940276354551E+03,  2.848324662307820E+01, -7.098348649325592E+00, -7.857249298535152E-04,
2452432.916666667, A.D. 2002-Jun-07 10:00:00.0000, -3.554175536065854E+07, -1.476072678751901E+08,  1.166232325136662E+03,  2.848448269036514E+01, -7.093295412943476E+00, -7.874993553009801E-04,
2452432.927083333, A.D. 2002-Jun-07 10:15:00.0000, -3.551611877034856E+07, -1.476136495670117E+08,  1.165522778674960E+03,  2.848571784661803E+01, -7.088241926616202E+00, -7.892699167473261E-04,
2452432.937500000, A.D. 2002-Jun-07 10:30:00.0000, -3.549048106880797E+07, -1.476200267105831E+08,  1.164811640448868E+03,  2.848695209169053E+01, -7.083188190538414E+00, -7.910366044181494E-04,
2452432.947916667, A.D. 2002-Jun-07 10:45:00.0000, -3.546484225685691E+07, -1.476263993056798E+08,  1.164098913952708E+03,  2.848818542543629E+01, -7.078134204905011E+00, -7.927994085381584E-04,
2452432.958333333, A.D. 2002-Jun-07 11:00:00.0000, -3.543920233531564E+07, -1.476327673520771E+08,  1.163384602673352E+03,  2.848941784770898E+01, -7.073079969911142E+00, -7.945583193365024E-04,
2452432.968750000, A.D. 2002-Jun-07 11:15:00.0000, -3.541356130500454E+07, -1.476391308495508E+08,  1.162668710142374E+03,  2.849064935836224E+01, -7.068025485752210E+00, -7.963133270409983E-04,
2452432.979166667, A.D. 2002-Jun-07 11:30:00.0000, -3.538791916674411E+07, -1.476454897978768E+08,  1.161951239861548E+03,  2.849187995724973E+01, -7.062970752623867E+00, -7.980644218887889E-04,
2452432.989583333, A.D. 2002-Jun-07 11:45:00.0000, -3.536227592135505E+07, -1.476518441968310E+08,  1.161232195369899E+03,  2.849310964422511E+01, -7.057915770722031E+00, -7.998115941161288E-04,
2452433.000000000, A.D. 2002-Jun-07 12:00:00.0000, -3.533663156965813E+07, -1.476581940461895E+08,  1.160511580184102E+03,  2.849433841914203E+01, -7.052860540242866E+00, -8.015548339601608E-04,
2452433.010416667, A.D. 2002-Jun-07 12:15:00.0000, -3.531098611247426E+07, -1.476645393457289E+08,  1.159789397843182E+03,  2.849556628185412E+01, -7.047805061382793E+00, -8.032941316642450E-04,
2452433.020833333, A.D. 2002-Jun-07 12:30:00.0000, -3.528533955062449E+07, -1.476708800952255E+08,  1.159065651923418E+03,  2.849679323221504E+01, -7.042749334338499E+00, -8.050294774712974E-04,
2452433.031250000, A.D. 2002-Jun-07 12:45:00.0000, -3.525969188493002E+07, -1.476772162944563E+08,  1.158340345971286E+03,  2.849801927007845E+01, -7.037693359306913E+00, -8.067608616300070E-04,
2452433.041666667, A.D. 2002-Jun-07 13:00:00.0000, -3.523404311621214E+07, -1.476835479431980E+08,  1.157613483555615E+03,  2.849924439529798E+01, -7.032637136485236E+00, -8.084882743895072E-04,
2452433.052083333, A.D. 2002-Jun-07 13:15:00.0000, -3.520839324529232E+07, -1.476898750412277E+08,  1.156885068275034E+03,  2.850046860772729E+01, -7.027580666070921E+00, -8.102117060047043E-04,
2452433.062500000, A.D. 2002-Jun-07 13:30:00.0000, -3.518274227299212E+07, -1.476961975883227E+08,  1.156155103690922E+03,  2.850169190722004E+01, -7.022523948261686E+00, -8.119311467322810E-04,
2452433.072916667, A.D. 2002-Jun-07 13:45:00.0000, -3.515709020013325E+07, -1.477025155842604E+08,  1.155423593416810E+03,  2.850291429362987E+01, -7.017466983255501E+00, -8.136465868311404E-04,
2452433.083333333, A.D. 2002-Jun-07 14:00:00.0000, -3.513143702753755E+07, -1.477088290288185E+08,  1.154690541043878E+03,  2.850413576681044E+01, -7.012409771250608E+00, -8.153580165641827E-04,
2452433.093750000, A.D. 2002-Jun-07 14:15:00.0000, -3.510578275602701E+07, -1.477151379217746E+08,  1.153955950185657E+03,  2.850535632661541E+01, -7.007352312445498E+00, -8.170654261983046E-04,
2452433.104166667, A.D. 2002-Jun-07 14:30:00.0000, -3.508012738642369E+07, -1.477214422629068E+08,  1.153219824478030E+03,  2.850657597289846E+01, -7.002294607038938E+00, -8.187688060012910E-04,
2452433.114583333, A.D. 2002-Jun-07 14:45:00.0000, -3.505447091954989E+07, -1.477277420519934E+08,  1.152482167549431E+03,  2.850779470551325E+01, -6.997236655229949E+00, -8.204681462493646E-04,
2452433.125000000, A.D. 2002-Jun-07 15:00:00.0000, -3.502881335622792E+07, -1.477340372888124E+08,  1.151742983035743E+03,  2.850901252431344E+01, -6.992178457217817E+00, -8.221634372156394E-04,
2452433.135416667, A.D. 2002-Jun-07 15:15:00.0000, -3.500315469728031E+07, -1.477403279731426E+08,  1.151002274580300E+03,  2.851022942915272E+01, -6.987120013202095E+00, -8.238546691825555E-04,
2452433.145833333, A.D. 2002-Jun-07 15:30:00.0000, -3.497749494352968E+07, -1.477466141047624E+08,  1.150260045848787E+03,  2.851144541988477E+01, -6.982061323382604E+00, -8.255418324325525E-04,
2452433.156250000, A.D. 2002-Jun-07 15:45:00.0000, -3.495183409579879E+07, -1.477528956834510E+08,  1.149516300506890E+03,  2.851266049636328E+01, -6.977002387959423E+00, -8.272249172520674E-04,
2452433.166666667, A.D. 2002-Jun-07 16:00:00.0000, -3.492617215491055E+07, -1.477591727089871E+08,  1.148771042220294E+03,  2.851387465844196E+01, -6.971943207132904E+00, -8.289039139319776E-04,
2452433.177083333, A.D. 2002-Jun-07 16:15:00.0000, -3.490050912168796E+07, -1.477654451811503E+08,  1.148024274699390E+03,  2.851508790597448E+01, -6.966883781103665E+00, -8.305788127667135E-04,
2452433.187500000, A.D. 2002-Jun-07 16:30:00.0000, -3.487484499695420E+07, -1.477717130997196E+08,  1.147276001594961E+03,  2.851630023881459E+01, -6.961824110072593E+00, -8.322496040564786E-04,
2452433.197916667, A.D. 2002-Jun-07 16:45:00.0000, -3.484917978153254E+07, -1.477779764644749E+08,  1.146526226632297E+03,  2.851751165681600E+01, -6.956764194240838E+00, -8.339162781014764E-04,
2452433.208333333, A.D. 2002-Jun-07 17:00:00.0000, -3.482351347624643E+07, -1.477842352751959E+08,  1.145774953529239E+03,  2.851872215983244E+01, -6.951704033809829E+00, -8.355788252090157E-04,
2452433.218750000, A.D. 2002-Jun-07 17:15:00.0000, -3.479784608191939E+07, -1.477904895316625E+08,  1.145022185988724E+03,  2.851993174771764E+01, -6.946643628981260E+00, -8.372372356890700E-04,
2452433.229166667, A.D. 2002-Jun-07 17:30:00.0000, -3.477217759937512E+07, -1.477967392336548E+08,  1.144267927750945E+03,  2.852114042032535E+01, -6.941582979957093E+00, -8.388914998556096E-04,
2452433.239583333, A.D. 2002-Jun-07 17:45:00.0000, -3.474650802943744E+07, -1.478029843809532E+08,  1.143512182533741E+03,  2.852234817750934E+01, -6.936522086939567E+00, -8.405416080270456E-04,
2452433.250000000, A.D. 2002-Jun-07 18:00:00.0000, -3.472083737293027E+07, -1.478092249733382E+08,  1.142754954114556E+03,  2.852355501912338E+01, -6.931460950131189E+00, -8.421875505271181E-04,
2452433.260416667, A.D. 2002-Jun-07 18:15:00.0000, -3.469516563067772E+07, -1.478154610105904E+08,  1.141996246211231E+03,  2.852476094502126E+01, -6.926399569734744E+00, -8.438293176813438E-04,
2452433.270833333, A.D. 2002-Jun-07 18:30:00.0000, -3.466949280350400E+07, -1.478216924924906E+08,  1.141236062586308E+03,  2.852596595505675E+01, -6.921337945953287E+00, -8.454668998219006E-04,
2452433.281250000, A.D. 2002-Jun-07 18:45:00.0000, -3.464381889223342E+07, -1.478279194188201E+08,  1.140474407054484E+03,  2.852717004908370E+01, -6.916276078990145E+00, -8.471002872840749E-04,
2452433.291666667, A.D. 2002-Jun-07 19:00:00.0000, -3.461814389769049E+07, -1.478341417893599E+08,  1.139711283326149E+03,  2.852837322695590E+01, -6.911213969048925E+00, -8.487294704089265E-04,
2452433.302083333, A.D. 2002-Jun-07 19:15:00.0000, -3.459246782069979E+07, -1.478403596038916E+08,  1.138946695253253E+03,  2.852957548852720E+01, -6.906151616333507E+00, -8.503544395410678E-04,
2452433.312500000, A.D. 2002-Jun-07 19:30:00.0000, -3.456679066208607E+07, -1.478465728621966E+08,  1.138180646613240E+03,  2.853077683365146E+01, -6.901089021048050E+00, -8.519751850286639E-04,
2452433.322916667, A.D. 2002-Jun-07 19:45:00.0000, -3.454111242267419E+07, -1.478527815640567E+08,  1.137413141198456E+03,  2.853197726218253E+01, -6.896026183396987E+00, -8.535916972265412E-04,
2452433.333333333, A.D. 2002-Jun-07 20:00:00.0000, -3.451543310328917E+07, -1.478589857092541E+08,  1.136644182838500E+03,  2.853317677397432E+01, -6.890963103585031E+00, -8.552039664939670E-04,
2452433.343750000, A.D. 2002-Jun-07 20:15:00.0000, -3.448975270475611E+07, -1.478651852975706E+08,  1.135873775340617E+03,  2.853437536888071E+01, -6.885899781817167E+00, -8.568119831946497E-04,
2452433.354166667, A.D. 2002-Jun-07 20:30:00.0000, -3.446407122790028E+07, -1.478713803287888E+08,  1.135101922534406E+03,  2.853557304675561E+01, -6.880836218298669E+00, -8.584157376976265E-04,
2452433.364583333, A.D. 2002-Jun-07 20:45:00.0000, -3.443838867354710E+07, -1.478775708026911E+08,  1.134328628286719E+03,  2.853676980745299E+01, -6.875772413235091E+00, -8.600152203737110E-04,
2452433.375000000, A.D. 2002-Jun-07 21:00:00.0000, -3.441270504252207E+07, -1.478837567190602E+08,  1.133553896412253E+03,  2.853796565082677E+01, -6.870708366832253E+00, -8.616104216048193E-04,
2452433.385416667, A.D. 2002-Jun-07 21:15:00.0000, -3.438702033565086E+07, -1.478899380776790E+08,  1.132777730807662E+03,  2.853916057673096E+01, -6.865644079296272E+00, -8.632013317728671E-04,
2452433.395833333, A.D. 2002-Jun-07 21:30:00.0000, -3.436133455375924E+07, -1.478961148783307E+08,  1.132000135332346E+03,  2.854035458501953E+01, -6.860579550833541E+00, -8.647879412668757E-04,
2452433.406250000, A.D. 2002-Jun-07 21:45:00.0000, -3.433564769767314E+07, -1.479022871207983E+08,  1.131221113815904E+03,  2.854154767554650E+01, -6.855514781650733E+00, -8.663702404811957E-04,
2452433.416666667, A.D. 2002-Jun-07 22:00:00.0000, -3.430995976821863E+07, -1.479084548048655E+08,  1.130440670184791E+03,  2.854273984816590E+01, -6.850449771954807E+00, -8.679482198159505E-04,
2452433.427083333, A.D. 2002-Jun-07 22:15:00.0000, -3.428427076622187E+07, -1.479146179303158E+08,  1.129658808320761E+03,  2.854393110273181E+01, -6.845384521953007E+00, -8.695218696748164E-04,
2452433.437500000, A.D. 2002-Jun-07 22:30:00.0000, -3.425858069250917E+07, -1.479207764969330E+08,  1.128875532113016E+03,  2.854512143909829E+01, -6.840319031852857E+00, -8.710911804699073E-04,
2452433.447916667, A.D. 2002-Jun-07 22:45:00.0000, -3.423288954790699E+07, -1.479269305045011E+08,  1.128090845488012E+03,  2.854631085711945E+01, -6.835253301862172E+00, -8.726561426155577E-04,
2452433.458333333, A.D. 2002-Jun-07 23:00:00.0000, -3.420719733324190E+07, -1.479330799528044E+08,  1.127304752379656E+03,  2.854749935664941E+01, -6.830187332189052E+00, -8.742167465332074E-04,
2452433.468750000, A.D. 2002-Jun-07 23:15:00.0000, -3.418150404934061E+07, -1.479392248416272E+08,  1.126517256654799E+03,  2.854868693754235E+01, -6.825121123041875E+00, -8.757729826509575E-04,
2452433.479166667, A.D. 2002-Jun-07 23:30:00.0000, -3.415580969702996E+07, -1.479453651707541E+08,  1.125728362306952E+03,  2.854987359965243E+01, -6.820054674629317E+00, -8.773248414022383E-04,
2452433.489583333, A.D. 2002-Jun-07 23:45:00.0000, -3.413011427713691E+07, -1.479515009399698E+08,  1.124938073255122E+03,  2.855105934283383E+01, -6.814987987160337E+00, -8.788723132249210E-04,
2452433.500000000, A.D. 2002-Jun-08 00:00:00.0000, -3.410441779048858E+07, -1.479576321490593E+08,  1.124146393455565E+03,  2.855224416694083E+01, -6.809921060844184E+00, -8.804153885630939E-04,
2452433.510416667, A.D. 2002-Jun-08 00:15:00.0000, -3.407872023791219E+07, -1.479637587978078E+08,  1.123353326879442E+03,  2.855342807182765E+01, -6.804853895890394E+00, -8.819540578701712E-04,
2452433.520833333, A.D. 2002-Jun-08 00:30:00.0000, -3.405302162023511E+07, -1.479698808860004E+08,  1.122558877475560E+03,  2.855461105734859E+01, -6.799786492508796E+00, -8.834883116004555E-04,
2452433.531250000, A.D. 2002-Jun-08 00:45:00.0000, -3.402732193828481E+07, -1.479759984134228E+08,  1.121763049252331E+03,  2.855579312335797E+01, -6.794718850909505E+00, -8.850181402184631E-04,
2452433.541666667, A.D. 2002-Jun-08 01:00:00.0000, -3.400162119288896E+07, -1.479821113798606E+08,  1.120965846166015E+03,  2.855697426971013E+01, -6.789650971302932E+00, -8.865435341927075E-04,
2452433.552083333, A.D. 2002-Jun-08 01:15:00.0000, -3.397591938487528E+07, -1.479882197850999E+08,  1.120167272232473E+03,  2.855815449625944E+01, -6.784582853899780E+00, -8.880644839979190E-04,
2452433.562500000, A.D. 2002-Jun-08 01:30:00.0000, -3.395021651507168E+07, -1.479943236289264E+08,  1.119367331430316E+03,  2.855933380286031E+01, -6.779514498911034E+00, -8.895809801199306E-04,
2452433.572916667, A.D. 2002-Jun-08 01:45:00.0000, -3.392451258430617E+07, -1.480004229111266E+08,  1.118566027797759E+03,  2.856051218936717E+01, -6.774445906547991E+00, -8.910930130423544E-04,
2452433.583333333, A.D. 2002-Jun-08 02:00:00.0000, -3.389880759340689E+07, -1.480065176314870E+08,  1.117763365335763E+03,  2.856168965563451E+01, -6.769377077022224E+00, -8.926005732621256E-04,
2452433.593750000, A.D. 2002-Jun-08 02:15:00.0000, -3.387310154320213E+07, -1.480126077897942E+08,  1.116959348112345E+03,  2.856286620151681E+01, -6.764308010545609E+00, -8.941036512823963E-04,
2452433.604166667, A.D. 2002-Jun-08 02:30:00.0000, -3.384739443452031E+07, -1.480186933858350E+08,  1.116153980128467E+03,  2.856404182686860E+01, -6.759238707330318E+00, -8.956022376094275E-04,
2452433.614583333, A.D. 2002-Jun-08 02:45:00.0000, -3.382168626818997E+07, -1.480247744193965E+08,  1.115347265444696E+03,  2.856521653154449E+01, -6.754169167588812E+00, -8.970963227592499E-04,
2452433.625000000, A.D. 2002-Jun-08 03:00:00.0000, -3.379597704503979E+07, -1.480308508902657E+08,  1.114539208084345E+03,  2.856639031539905E+01, -6.749099391533858E+00, -8.985858972527794E-04,
2452433.635416667, A.D. 2002-Jun-08 03:15:00.0000, -3.377026676589854E+07, -1.480369227982303E+08,  1.113729812160134E+03,  2.856756317828695E+01, -6.744029379378512E+00, -9.000709516202576E-04,
2452433.645833333, A.D. 2002-Jun-08 03:30:00.0000, -3.374455543159519E+07, -1.480429901430779E+08,  1.112919081740081E+03,  2.856873512006284E+01, -6.738959131336131E+00, -9.015514763972554E-04,
2452433.656250000, A.D. 2002-Jun-08 03:45:00.0000, -3.371884304295880E+07, -1.480490529245961E+08,  1.112107020884752E+03,  2.856990614058146E+01, -6.733888647620369E+00, -9.030274621255607E-04,
2452433.666666667, A.D. 2002-Jun-08 04:00:00.0000, -3.369312960081857E+07, -1.480551111425730E+08,  1.111293633677065E+03,  2.857107623969755E+01, -6.728817928445178E+00, -9.044988993580638E-04,
2452433.677083333, A.D. 2002-Jun-08 04:15:00.0000, -3.366741510600383E+07, -1.480611647967967E+08,  1.110478924237192E+03,  2.857224541726592E+01, -6.723746974024817E+00, -9.059657786494313E-04,
2452433.687500000, A.D. 2002-Jun-08 04:30:00.0000, -3.364169955934401E+07, -1.480672138870557E+08,  1.109662896640599E+03,  2.857341367314140E+01, -6.718675784573832E+00, -9.074280905663201E-04,
2452433.697916667, A.D. 2002-Jun-08 04:45:00.0000, -3.361598296166871E+07, -1.480732584131385E+08,  1.108845555029809E+03,  2.857458100717885E+01, -6.713604360307082E+00, -9.088858256807164E-04,
2452433.708333333, A.D. 2002-Jun-08 05:00:00.0000, -3.359026531380768E+07, -1.480792983748339E+08,  1.108026903524995E+03,  2.857574741923320E+01, -6.708532701439719E+00, -9.103389745730439E-04,
2452433.718750000, A.D. 2002-Jun-08 05:15:00.0000, -3.356454661659073E+07, -1.480853337719308E+08,  1.107206946253777E+03,  2.857691290915942E+01, -6.703460808187205E+00, -9.117875278299437E-04,
2452433.729166667, A.D. 2002-Jun-08 05:30:00.0000, -3.353882687084787E+07, -1.480913646042183E+08,  1.106385687358677E+03,  2.857807747681249E+01, -6.698388680765296E+00, -9.132314760464944E-04,
2452433.739583333, A.D. 2002-Jun-08 05:45:00.0000, -3.351310607740919E+07, -1.480973908714860E+08,  1.105563130997121E+03,  2.857924112204747E+01, -6.693316319390061E+00, -9.146708098248801E-04,
2452433.750000000, A.D. 2002-Jun-08 06:00:00.0000, -3.348738423710495E+07, -1.481034125735231E+08,  1.104739281289279E+03,  2.858040384471946E+01, -6.688243724277861E+00, -9.161055197783874E-04,
2452433.760416667, A.D. 2002-Jun-08 06:15:00.0000, -3.346166135076551E+07, -1.481094297101196E+08,  1.103914142429829E+03,  2.858156564468357E+01, -6.683170895645374E+00, -9.175355965229670E-04,
2452433.770833333, A.D. 2002-Jun-08 06:30:00.0000, -3.343593741922138E+07, -1.481154422810653E+08,  1.103087718613446E+03,  2.858272652179500E+01, -6.678097833709574E+00, -9.189610306874485E-04,
2452433.781250000, A.D. 2002-Jun-08 06:45:00.0000, -3.341021244330318E+07, -1.481214502861504E+08,  1.102260013990104E+03,  2.858388647590897E+01, -6.673024538687744E+00, -9.203818129059904E-04,
2452433.791666667, A.D. 2002-Jun-08 07:00:00.0000, -3.338448642384169E+07, -1.481274537251651E+08,  1.101431032732129E+03,  2.858504550688077E+01, -6.667951010797474E+00, -9.217979338211890E-04,
2452433.802083333, A.D. 2002-Jun-08 07:15:00.0000, -3.335875936166779E+07, -1.481334525979000E+08,  1.100600779101253E+03,  2.858620361456572E+01, -6.662877250256662E+00, -9.232093840858546E-04,
2452433.812500000, A.D. 2002-Jun-08 07:30:00.0000, -3.333303125761250E+07, -1.481394469041458E+08,  1.099769257247448E+03,  2.858736079881919E+01, -6.657803257283510E+00, -9.246161543576825E-04,
2452433.822916667, A.D. 2002-Jun-08 07:45:00.0000, -3.330730211250698E+07, -1.481454366436934E+08,  1.098936471439898E+03,  2.858851705949662E+01, -6.652729032096529E+00, -9.260182353076907E-04,
2452433.833333333, A.D. 2002-Jun-08 08:00:00.0000, -3.328157192718252E+07, -1.481514218163340E+08,  1.098102425836027E+03,  2.858967239645348E+01, -6.647654574914544E+00, -9.274156176095616E-04,
2452433.843750000, A.D. 2002-Jun-08 08:15:00.0000, -3.325584070247052E+07, -1.481574024218588E+08,  1.097267124734819E+03,  2.859082680954529E+01, -6.642579885956680E+00, -9.288082919520768E-04,
2452433.854166667, A.D. 2002-Jun-08 08:30:00.0000, -3.323010843920254E+07, -1.481633784600593E+08,  1.096430572338402E+03,  2.859198029862765E+01, -6.637504965442383E+00, -9.301962490266824E-04,
2452433.864583333, A.D. 2002-Jun-08 08:45:00.0000, -3.320437513821024E+07, -1.481693499307272E+08,  1.095592772901058E+03,  2.859313286355619E+01, -6.632429813591401E+00, -9.315794795377030E-04,
2452433.875000000, A.D. 2002-Jun-08 09:00:00.0000, -3.317864080032542E+07, -1.481753168336544E+08,  1.094753730691969E+03,  2.859428450418661E+01, -6.627354430623797E+00, -9.329579741965688E-04,
2452433.885416667, A.D. 2002-Jun-08 09:15:00.0000, -3.315290542638003E+07, -1.481812791686330E+08,  1.093913449972868E+03,  2.859543522037464E+01, -6.622278816759943E+00, -9.343317237249238E-04,
2452433.895833333, A.D. 2002-Jun-08 09:30:00.0000, -3.312716901720613E+07, -1.481872369354554E+08,  1.093071935020387E+03,  2.859658501197610E+01, -6.617202972220528E+00, -9.357007188515176E-04,
2452433.906250000, A.D. 2002-Jun-08 09:45:00.0000, -3.310143157363589E+07, -1.481931901339139E+08,  1.092229190118611E+03,  2.859773387884684E+01, -6.612126897226552E+00, -9.370649503162021E-04,
2452433.916666667, A.D. 2002-Jun-08 10:00:00.0000, -3.307569309650166E+07, -1.481991387638013E+08,  1.091385219536722E+03,  2.859888182084277E+01, -6.607050591999322E+00, -9.384244088685989E-04,
2452433.927083333, A.D. 2002-Jun-08 10:15:00.0000, -3.304995358663589E+07, -1.482050828249105E+08,  1.090540027618408E+03,  2.860002883781990E+01, -6.601974056760471E+00, -9.397790852654353E-04,
2452433.937500000, A.D. 2002-Jun-08 10:30:00.0000, -3.302421304487114E+07, -1.482110223170345E+08,  1.089693618617952E+03,  2.860117492963424E+01, -6.596897291731937E+00, -9.411289702749848E-04,
2452433.947916667, A.D. 2002-Jun-08 10:45:00.0000, -3.299847147204014E+07, -1.482169572399667E+08,  1.088845996901393E+03,  2.860232009614190E+01, -6.591820297135977E+00, -9.424740546726262E-04,
2452433.958333333, A.D. 2002-Jun-08 11:00:00.0000, -3.297272886897572E+07, -1.482228875935006E+08,  1.087997166767716E+03,  2.860346433719903E+01, -6.586743073195167E+00, -9.438143292448409E-04,
2452433.968750000, A.D. 2002-Jun-08 11:15:00.0000, -3.294698523651085E+07, -1.482288133774297E+08,  1.087147132553160E+03,  2.860460765266187E+01, -6.581665620132391E+00, -9.451497847914325E-04,
2452433.979166667, A.D. 2002-Jun-08 11:30:00.0000, -3.292124057547865E+07, -1.482347345915481E+08,  1.086295898608863E+03,  2.860575004238670E+01, -6.576587938170859E+00, -9.464804121135373E-04,
2452433.989583333, A.D. 2002-Jun-08 11:45:00.0000, -3.289549488671233E+07, -1.482406512356498E+08,  1.085443469241261E+03,  2.860689150622987E+01, -6.571510027534091E+00, -9.478062020296107E-04,
2452434.000000000, A.D. 2002-Jun-08 12:00:00.0000, -3.286974817104525E+07, -1.482465633095292E+08,  1.084589848898351E+03,  2.860803204404779E+01, -6.566431888445933E+00, -9.491271453665462E-04,
2452434.010416667, A.D. 2002-Jun-08 12:15:00.0000, -3.284400042931089E+07, -1.482524708129805E+08,  1.083735041849315E+03,  2.860917165569695E+01, -6.561353521130541E+00, -9.504432329583423E-04,
2452434.020833333, A.D. 2002-Jun-08 12:30:00.0000, -3.281825166234288E+07, -1.482583737457988E+08,  1.082879052542150E+03,  2.861031034103391E+01, -6.556274925812396E+00, -9.517544556518764E-04,
2452434.031250000, A.D. 2002-Jun-08 12:45:00.0000, -3.279250187097497E+07, -1.482642721077787E+08,  1.082021885298193E+03,  2.861144809991528E+01, -6.551196102716295E+00, -9.530608043055722E-04,
2452434.041666667, A.D. 2002-Jun-08 13:00:00.0000, -3.276675105604101E+07, -1.482701658987154E+08,  1.081163544557989E+03,  2.861258493219774E+01, -6.546117052067359E+00, -9.543622697849585E-04,
2452434.052083333, A.D. 2002-Jun-08 13:15:00.0000, -3.274099921837503E+07, -1.482760551184042E+08,  1.080304034680128E+03,  2.861372083773804E+01, -6.541037774091029E+00, -9.556588429675550E-04,
2452434.062500000, A.D. 2002-Jun-08 13:30:00.0000, -3.271524635881115E+07, -1.482819397666406E+08,  1.079443360090256E+03,  2.861485581639304E+01, -6.535958269013064E+00, -9.569505147428714E-04,
2452434.072916667, A.D. 2002-Jun-08 13:45:00.0000, -3.268949247818363E+07, -1.482878198432204E+08,  1.078581525243819E+03,  2.861598986801962E+01, -6.530878537059551E+00, -9.582372760079672E-04,
2452434.083333333, A.D. 2002-Jun-08 14:00:00.0000, -3.266373757732687E+07, -1.482936953479393E+08,  1.077718534477055E+03,  2.861712299247476E+01, -6.525798578456893E+00, -9.595191176736684E-04,
2452434.093750000, A.D. 2002-Jun-08 14:15:00.0000, -3.263798165707537E+07, -1.482995662805937E+08,  1.076854392305017E+03,  2.861825518961550E+01, -6.520718393431821E+00, -9.607960306592389E-04,
2452434.104166667, A.D. 2002-Jun-08 14:30:00.0000, -3.261222471826380E+07, -1.483054326409797E+08,  1.075989103116095E+03,  2.861938645929896E+01, -6.515637982211384E+00, -9.620680058963771E-04,
2452434.114583333, A.D. 2002-Jun-08 14:45:00.0000, -3.258646676172692E+07, -1.483112944288939E+08,  1.075122671365738E+03,  2.862051680138235E+01, -6.510557345022962E+00, -9.633350343296598E-04,
2452434.125000000, A.D. 2002-Jun-08 15:00:00.0000, -3.256070778829963E+07, -1.483171516441330E+08,  1.074255101539195E+03,  2.862164621572294E+01, -6.505476482094254E+00, -9.645971069098813E-04,
2452434.135416667, A.D. 2002-Jun-08 15:15:00.0000, -3.253494779881698E+07, -1.483230042864940E+08,  1.073386398062110E+03,  2.862277470217808E+01, -6.500395393653287E+00, -9.658542146038229E-04,
2452434.145833333, A.D. 2002-Jun-08 15:30:00.0000, -3.250918679411412E+07, -1.483288523557740E+08,  1.072516565442085E+03,  2.862390226060518E+01, -6.495314079928412E+00, -9.671063483884801E-04,
2452434.156250000, A.D. 2002-Jun-08 15:45:00.0000, -3.248342477502634E+07, -1.483346958517703E+08,  1.071645608127117E+03,  2.862502889086180E+01, -6.490232541148306E+00, -9.683534992488418E-04,
2452434.166666667, A.D. 2002-Jun-08 16:00:00.0000, -3.245766174238906E+07, -1.483405347742806E+08,  1.070773530647159E+03,  2.862615459280549E+01, -6.485150777541976E+00, -9.695956581863285E-04,
2452434.177083333, A.D. 2002-Jun-08 16:15:00.0000, -3.243189769703783E+07, -1.483463691231025E+08,  1.069900337450206E+03,  2.862727936629394E+01, -6.480068789338750E+00, -9.708328162121305E-04,
2452434.187500000, A.D. 2002-Jun-08 16:30:00.0000, -3.240613263980832E+07, -1.483521988980341E+08,  1.069026033073664E+03,  2.862840321118489E+01, -6.474986576768290E+00, -9.720649643480961E-04,
2452434.197916667, A.D. 2002-Jun-08 16:45:00.0000, -3.238036657153632E+07, -1.483580240988735E+08,  1.068150622017682E+03,  2.862952612733620E+01, -6.469904140060581E+00, -9.732920936298406E-04,
2452434.208333333, A.D. 2002-Jun-08 17:00:00.0000, -3.235459949305777E+07, -1.483638447254190E+08,  1.067274108812213E+03,  2.863064811460577E+01, -6.464821479445941E+00, -9.745141951031933E-04,
2452434.218750000, A.D. 2002-Jun-08 17:15:00.0000, -3.232883140520873E+07, -1.483696607774694E+08,  1.066396497972310E+03,  2.863176917285163E+01, -6.459738595155015E+00, -9.757312598277501E-04,
