Z,symbol,step,energy_eV,status,split,source
25,Mn,5,72.4,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,6,95.6,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,7,119.203,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,8,194.5,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,9,221.8,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,10,248.3,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,11,286.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,12,314.4,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,13,343.6,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,14,403.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,15,435.163,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,16,1134.7,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,17,1224.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,18,1317.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,19,1437.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,20,1539.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,21,1644.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,22,1788.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,23,1879.9,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,24,8140.6,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
25,Mn,25,8571.94,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
26,Fe,1,7.9024,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,2,16.1878,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,3,30.652,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,4,54.8,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,5,75.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,6,99.1,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,7,124.98,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,8,151.06,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,9,233.6,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,10,262.1,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,11,290.2,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,12,330.8,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,13,361.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,14,392.2,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,15,457.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,16,489.256,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,17,1266.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,18,1358.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,19,1456.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,20,1582.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,21,1689.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,22,1799.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,23,1950.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,24,2023.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,25,8828.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
26,Fe,26,9277.69,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
27,Co,1,7.881,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,2,17.083,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,3,33.5,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,4,51.3,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,5,79.5,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,6,102.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,7,128.9,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,8,157.8,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,9,186.13,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,10,275.4,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,11,305.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,12,336.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,13,379.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,14,411.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,15,444.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,16,511.96,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,17,546.58,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,18,1397.2,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,19,1504.6,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,20,1603.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,21,1735.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,22,1846.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,23,1962.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,24,2119.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,25,2219.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,26,9544.1,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
27,Co,27,10012.12,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,1,7.6398,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,2,18.16884,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,3,35.19,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,4,54.9,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,5,76.06,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,6,108.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,7,133.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,8,162.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,9,193.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,10,224.6,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,11,321.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,12,352.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,13,384.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,14,430.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,15,464.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,16,499.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,17,571.08,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,18,607.06,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,19,1541.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,20,1648.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,21,1756.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,22,1894.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,23,2011.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,24,2131.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,25,2295.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,26,2399.2,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,27,10288.8,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
28,Ni,28,10775.4,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
29,Cu,1,7.72638,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,2,20.2924,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,3,36.841,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,4,57.38,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,5,79.8,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,6,103.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,7,139.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,8,166.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,9,199.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,10,232.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,11,265.3,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,12,369.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,13,401.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,14,435.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,15,484.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,16,520.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,17,557.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,18,633.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,19,670.588,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,20,1697.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,21,1804.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,22,1916.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,23,2060.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,24,2182.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,25,2308.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,26,2478.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,27,2587.5,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,28,11062.38,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
29,Cu,29,11567.617,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json
30,Zn,1,9.3942,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,2,17.9644,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,3,39.723,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,4,59.4,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,5,82.6,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,6,108.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,7,134.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,8,174.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,9,203.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,10,238.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,11,274.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,12,310.8,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,13,419.7,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,14,454.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,15,490.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,16,542.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,17,579.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,18,619.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,19,698.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,20,738.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,21,1856.0,MEASURED,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,22,,NO_DATA,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,23,,NO_DATA,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,24,,NO_DATA,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,25,,NO_DATA,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,26,,NO_DATA,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,27,,NO_DATA,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,28,,NO_DATA,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,29,,NO_DATA,CALIBRATION,Datasets/nuclear/ionisation_energies.json
30,Zn,30,,NO_DATA,CALIBRATION,Datasets/nuclear/ionisation_energies.json
