CQ35 ROLLING SOLVER RESULTS
============================

Configuration:
  Spation radius (a): 8.0813e-36 m
  Proton radius (R_p): 8.4140e-16 m
  Trefoil surface velocity: 5.4865e+08 m/s (1.8301 c)
  Per-contact lag coefficient k: 1.0
  Per-contact lag formula: λ_i = a/r_i

VELOCITY PROFILE (Equator, θ=0°):
Shell, r_center [m], v_derived [m/s], v_target [m/s], rel_error
27345, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27346, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27347, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27348, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27349, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27350, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27351, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27352, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27353, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27354, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27355, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27356, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27357, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27358, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27359, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27360, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27361, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27362, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27363, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27364, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27365, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27366, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27367, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27368, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27369, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27370, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27371, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27372, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27373, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27374, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27375, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27376, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27377, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27378, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27379, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27380, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27381, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27382, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27383, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27384, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27385, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27386, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27387, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27388, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27389, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27390, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27391, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27392, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27393, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27394, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27395, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27396, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27397, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27398, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27399, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27400, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27401, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27402, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27403, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27404, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27405, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27406, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27407, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27408, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27409, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27410, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27411, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27412, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27413, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27414, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27415, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27416, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27417, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27418, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27419, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27420, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27421, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27422, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27423, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27424, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27425, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27426, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27427, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27428, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27429, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27430, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27431, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27432, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27433, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27434, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27435, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27436, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27437, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27438, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27439, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27440, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27441, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27442, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27443, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27444, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27445, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27446, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27447, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27448, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27449, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27450, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27451, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27452, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27453, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27454, 8.414000e-16, 5.486502e+08, 5.486502e+08, 2.172774e-16
27455, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27456, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27457, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27458, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27459, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27460, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27461, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27462, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27463, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27464, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27465, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27466, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27467, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27468, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27469, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27470, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27471, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27472, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27473, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27474, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27475, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27476, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27477, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27478, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27479, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27480, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27481, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27482, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27483, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27484, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27485, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27486, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27487, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27488, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27489, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27490, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27491, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27492, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27493, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27494, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27495, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27496, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27497, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27498, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27499, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27500, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27501, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27502, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27503, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27504, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27505, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27506, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27507, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27508, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27509, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27510, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27511, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27512, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27513, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27514, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27515, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27516, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27517, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27518, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27519, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27520, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27521, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27522, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27523, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27524, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27525, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27526, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27527, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27528, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27529, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27530, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27531, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27532, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27533, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27534, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27535, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27536, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27537, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27538, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27539, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27540, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27541, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27542, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27543, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27544, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27545, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27546, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27547, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27548, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27549, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27550, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27551, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27552, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27553, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27554, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27555, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27556, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27557, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27558, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27559, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27560, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27561, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27562, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27563, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27564, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27565, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27566, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27567, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27568, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27569, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27570, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27571, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27572, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27573, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27574, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27575, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27576, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27577, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27578, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27579, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27580, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27581, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27582, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27583, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27584, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27585, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27586, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27587, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27588, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27589, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27590, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27591, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27592, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27593, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27594, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27595, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27596, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27597, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27598, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27599, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27600, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27601, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27602, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27603, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27604, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27605, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27606, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27607, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27608, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27609, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27610, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27611, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27612, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27613, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27614, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27615, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27616, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27617, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27618, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27619, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27620, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27621, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27622, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27623, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27624, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27625, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27626, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27627, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27628, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27629, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27630, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27631, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27632, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27633, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27634, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27635, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27636, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27637, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27638, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27639, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27640, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27641, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27642, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27643, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27644, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27645, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27646, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27647, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27648, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27649, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27650, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27651, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27652, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27653, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27654, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27655, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27656, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27657, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27658, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27659, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27660, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27661, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27662, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27663, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27664, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27665, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27666, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27667, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27668, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27669, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27670, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27671, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27672, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27673, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27674, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27675, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27676, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27677, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27678, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27679, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27680, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27681, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27682, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27683, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27684, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27685, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27686, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27687, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27688, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27689, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27690, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27691, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27692, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27693, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27694, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27695, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27696, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
27697, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
