Z,symbol,step,energy_eV,status,split,source,pred_eV,rel,r_outer_m,z_outer,koppa_outer_m,q_outer,force_residual,relaxation_eV,physical,converged,tag
18,Ar,15,854.77,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,1050.9532125088108,0.2295157908078323,2.228615905325842e-12,0.02251265813200952,5.017206798415957e-14,17.804517546941604,1.2712068695754023e-09,0.0,True,True,COMPUTED
18,Ar,16,918.03,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,1065.8119008468523,0.16097720210325622,2.227219154041488e-12,0.022540903618306747,5.020353228809587e-14,17.81568325674877,1.2394144765683683e-09,0.0,True,True,COMPUTED
18,Ar,17,4120.8857,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,5748.378993299168,0.39493774197599507,2.2292971910698116e-12,0.02249890024500867,5.015673511835772e-14,17.799076386367958,1.693404045780539e-09,0.0,True,True,COMPUTED
18,Ar,18,4426.2296,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,5878.89183995462,0.32819405481238945,2.20441283287595e-12,0.023009721734165187,5.07229258716984e-14,18.0,6.098994397034243e-10,0.0,True,True,COMPUTED
19,K,1,4.34066,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,39.31812874497505,8.05809917039691,2.110382044049107e-12,0.025105857625527347,5.298295113336626e-14,18.802013172759818,8.650791641850416e-10,0.0,True,True,COMPUTED
19,K,2,31.63,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,159.0690593466734,4.029056571187905,2.1104117207759144e-12,0.02510515155056373,5.298220608416532e-14,18.801748777806516,9.629202801276445e-10,0.0,True,True,COMPUTED
19,K,3,45.806,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,168.6900775257139,2.6827070149262955,2.1104570525918584e-12,0.0251040730639057,5.2981068046501087e-14,18.80134492338362,8.367070931635408e-10,0.0,True,True,COMPUTED
19,K,4,60.91,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,187.49016464885787,2.0781507904918386,2.1104098086321935e-12,0.025105197043793954,5.298225408886671e-14,18.801765813192592,1.0426558198430753e-09,0.0,True,True,COMPUTED
19,K,5,82.66,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,187.9525181377228,1.273802542193598,2.1104684666462956e-12,0.02510380152373704,5.2980781508794247e-14,18.801243240000126,1.3888396785202816e-09,0.0,True,True,COMPUTED
19,K,6,99.4,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,197.32596588790125,0.9851706829768736,2.1104667592733604e-12,0.02510384214183107,5.298082437038023e-14,18.801258450253364,1.3317865082803163e-09,0.0,True,True,COMPUTED
19,K,7,117.56,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,209.17389145414725,0.7792947554793063,2.110429814313998e-12,0.02510472107989334,5.298175184704401e-14,18.801587583079623,1.3980295041132321e-09,0.0,True,True,COMPUTED
19,K,8,154.88,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,233.22146574570863,0.5058204141639245,2.110593173428841e-12,0.02510083503841987,5.297765107945244e-14,18.80013234729857,1.5040520990091663e-09,0.0,True,True,COMPUTED
19,K,9,175.8174,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,248.42919919975014,0.41299552376357607,2.1101943894417827e-12,0.02511032303341308,5.298766278217905e-14,18.803685191421458,1.4078855830584434e-09,0.0,True,True,COMPUTED
