kind,formula,families,pred,obs,rel,origin
path_Δr/a0,He II 3→2 + H I 4→2,H I+He II,13.256705479859285,1.3163461168401311,9.070835709746161,COMPUTED
path_Δr/a0,|He II 3→2 − H I 4→2|,H I+He II,10.756365328656347,1.3163461168401311,7.171380756967505,COMPUTED
lambda_nm,He II 3→2 + H I 4→2,H I+He II,650.3241693117841,670.776,0.030489806862821368,COMPUTED
lambda_nm,|He II 3→2 − H I 4→2|,H I+He II,322.22339562610205,670.776,0.5196259323140631,COMPUTED
energy,He II 3→2 + He II 4→2,He II,17.76057173197305,1.8483696261225844,8.608777097917516,COMPUTED
energy,|He II 3→2 − He II 4→2|,He II,2.645191534549178,1.8483696261225844,0.43109446139197055,COMPUTED
path_Δr/a0,He II 3→2 + He II 4→2,He II,4.250578257044991,1.3163461168401311,2.2290734197237114,COMPUTED
path_Δr/a0,|He II 3→2 − He II 4→2|,He II,1.7502381058420546,1.3163461168401311,0.3296184669450574,COMPUTED
lambda_nm,He II 3→2 + He II 4→2,He II,285.56919191161217,670.776,0.5742704093294748,COMPUTED
lambda_nm,|He II 3→2 − He II 4→2|,He II,42.53158177406989,670.776,0.9365934652192835,COMPUTED
energy,He II 3→2 + H I 4→3,H I+He II,8.218717951836991,1.8483696261225844,3.4464688424240117,COMPUTED
energy,|He II 3→2 − H I 4→3|,H I+He II,6.896662245586882,1.8483696261225844,2.7312137941015338,COMPUTED
path_Δr/a0,He II 3→2 + H I 4→3,H I+He II,8.253982394751862,1.3163461168401311,5.2703739458474805,COMPUTED
path_Δr/a0,|He II 3→2 − H I 4→3|,H I+He II,5.753642243548925,1.3163461168401311,3.3709189930688264,COMPUTED
lambda_nm,He II 3→2 + H I 4→3,H I+He II,2039.6778335087638,670.776,2.0407734228844863,COMPUTED
lambda_nm,|He II 3→2 − H I 4→3|,H I+He II,1711.577059823082,670.776,1.5516372974332449,COMPUTED
energy,He II 3→2 + He II 4→3,He II,10.202881633261114,1.8483696261225844,4.519935779654743,COMPUTED
energy,|He II 3→2 − He II 4→3|,He II,4.9124985641627585,1.8483696261225844,1.6577468568708023,COMPUTED
path_Δr/a0,He II 3→2 + He II 4→3,He II,3.0004081814435226,1.3163461168401311,1.2793459433343846,COMPUTED
path_Δr/a0,|He II 3→2 − He II 4→3|,He II,0.5000680302405867,1.3163461168401311,0.6201090094442696,COMPUTED
lambda_nm,He II 3→2 + He II 4→3,He II,632.7657778223868,670.776,0.05666604377260542,COMPUTED
lambda_nm,|He II 3→2 − He II 4→3|,He II,304.66500413670474,670.776,0.5458021692238471,COMPUTED
energy,He II 3→2 + He I 2¹P→1s²,He I+He II,28.775871337600964,1.8483696261225844,14.568245079835856,COMPUTED;MEASURED
energy,|He II 3→2 − He I 2¹P→1s²|,He I+He II,13.66049114017709,1.8483696261225844,6.3905624433103085,COMPUTED;MEASURED
path_Δr/a0,He II 3→2 + He I 2¹P→1s²,He I+He II,4.735067024803101,1.3163461168401311,2.597129177673694,COMPUTED;MEASURED
path_Δr/a0,|He II 3→2 − He I 2¹P→1s²|,He I+He II,2.2347268736001653,1.3163461168401311,0.6976742248950399,COMPUTED;MEASURED
lambda_nm,He II 3→2 + He I 2¹P→1s²,He I+He II,222.483386842841,670.776,0.6683193989605457,COMPUTED;MEASURED
lambda_nm,|He II 3→2 − He I 2¹P→1s²|,He I+He II,105.61738684284103,670.776,0.8425444755882127,COMPUTED;MEASURED
energy,He II 3→2 + He I 3¹P→1s²,He I+He II,30.642897121961767,1.8483696261225844,15.578338384754177,COMPUTED
energy,|He II 3→2 − He I 3¹P→1s²|,He I+He II,15.527516924537892,1.8483696261225844,7.40065574822863,COMPUTED
path_Δr/a0,He II 3→2 + He I 3¹P→1s²,He I+He II,9.754150394940147,1.3163461168401311,6.410019500308048,COMPUTED
path_Δr/a0,|He II 3→2 − He I 3¹P→1s²|,He I+He II,7.2538102437372105,1.3163461168401311,4.510564547529393,COMPUTED
lambda_nm,He II 3→2 + He I 3¹P→1s²,He I+He II,217.75759350047764,670.776,0.6753646619728827,COMPUTED
lambda_nm,|He II 3→2 − He I 3¹P→1s²|,He I+He II,110.34318018520442,670.776,0.8354992125758756,COMPUTED
energy,He II 3→2 + He I 4¹P→1s²,He I+He II,31.29875672210094,1.8483696261225844,15.933169794484169,COMPUTED
energy,|He II 3→2 − He I 4¹P→1s²|,He I+He II,16.183376524677065,1.8483696261225844,7.755487157958621,COMPUTED
path_Δr/a0,He II 3→2 + He I 4¹P→1s²,He I+He II,16.77323376507719,1.3163461168401311,11.742267060688478,COMPUTED
path_Δr/a0,|He II 3→2 − He I 4¹P→1s²|,He I+He II,14.272893613874256,1.3163461168401311,9.842812107909825,COMPUTED
lambda_nm,He II 3→2 + He I 4¹P→1s²,He I+He II,216.27390333432615,670.776,0.6775765630637856,COMPUTED
lambda_nm,|He II 3→2 − He I 4¹P→1s²|,He I+He II,111.8268703513559,670.776,0.8332873114849728,COMPUTED
energy,He II 3→2 + He I 3¹P→2¹P,He I+He II,9.42471588307274,1.8483696261225844,4.098934623181094,COMPUTED
energy,|He II 3→2 − He I 3¹P→2¹P|,He I+He II,5.690664314351134,1.8483696261225844,2.0787480133444523,COMPUTED
path_Δr/a0,He II 3→2 + He I 3¹P→2¹P,He I+He II,6.269253445738514,1.3163461168401311,3.7626177990236798,COMPUTED
path_Δr/a0,|He II 3→2 − He I 3¹P→2¹P|,He I+He II,3.7689132945355777,1.3163461168401311,1.8631628462450263,COMPUTED
lambda_nm,He II 3→2 + He I 3¹P→2¹P,He I+He II,828.1236924809186,670.776,0.23457561463278156,COMPUTED
lambda_nm,|He II 3→2 − He I 3¹P→2¹P|,He I+He II,500.0229187952366,670.776,0.2545605108184601,COMPUTED
energy,He II 3→2 + He I 4¹P→2¹P,He I+He II,10.080575483211913,1.8483696261225844,4.453766032911085,COMPUTED
energy,|He II 3→2 − He I 4¹P→2¹P|,He I+He II,5.034804714211961,1.8483696261225844,1.7239166036144609,COMPUTED
path_Δr/a0,He II 3→2 + He I 4¹P→2¹P,He I+He II,13.288336815875557,1.3163461168401311,9.09486535940411,COMPUTED
path_Δr/a0,|He II 3→2 − He I 4¹P→2¹P|,He I+He II,10.787996664672622,1.3163461168401311,7.1954104066254585,COMPUTED
lambda_nm,He II 3→2 + He I 4¹P→2¹P,He I+He II,655.4884806814692,670.776,0.02279079650812002,COMPUTED
lambda_nm,|He II 3→2 − He I 4¹P→2¹P|,He I+He II,327.3877069957872,670.776,0.5119269219593616,COMPUTED
energy,He II 3→2 + He I 4¹P→3¹P,He I+He II,8.21354969885111,1.8483696261225844,3.443672727992764,COMPUTED
energy,|He II 3→2 − He I 4¹P→3¹P|,He I+He II,6.901830498572763,1.8483696261225844,2.734009908532782,COMPUTED
path_Δr/a0,He II 3→2 + He I 4¹P→3¹P,He I+He II,8.269253445738514,1.3163461168401311,5.28197503676976,COMPUTED
path_Δr/a0,|He II 3→2 − He I 4¹P→3¹P|,He I+He II,5.768913294535577,1.3163461168401311,3.3825200839911056,COMPUTED
lambda_nm,He II 3→2 + He I 4¹P→3¹P,He I+He II,2054.458004675847,670.776,2.0628078593686228,COMPUTED
lambda_nm,|He II 3→2 − He I 4¹P→3¹P|,He I+He II,1726.3572309901647,670.776,1.5736717339173807,COMPUTED
energy,H I 4→1 + He II 4→1,H I+He II,63.76280247657448,1.8483696261225844,33.49678114995475,COMPUTED
energy,|H I 4→1 − He II 4→1|,H I+He II,38.266013856036665,1.8483696261225844,19.702576646592686,COMPUTED
path_Δr/a0,H I 4→1 + He II 4→1,H I+He II,18.758679482126674,1.3163461168401311,13.250567720864023,COMPUTED
path_Δr/a0,|H I 4→1 − He II 4→1|,H I+He II,11.257659028517867,1.3163461168401311,7.552202862528061,COMPUTED
lambda_nm,H I 4→1 + He II 4→1,H I+He II,121.55851750754283,670.776,0.8187792683287075,COMPUTED
lambda_nm,|H I 4→1 − He II 4→1|,H I+He II,72.95099548003438,670.776,0.8912438795066693,COMPUTED
energy,H I 4→1 + H I 4→2,H I,15.298073172322686,1.8483696261225844,7.276522702017239,COMPUTED
energy,|H I 4→1 − H I 4→2|,H I,10.198715448215124,1.8483696261225844,4.517681801344826,COMPUTED
path_Δr/a0,H I 4→1 + H I 4→2,H I,27.014704659580087,1.3163461168401311,19.522493525052877,COMPUTED
path_Δr/a0,|H I 4→1 − H I 4→2|,H I,3.0016338510644545,1.3163461168401311,1.2802770583392087,COMPUTED
lambda_nm,H I 4→1 + H I 4→2,H I,583.5285389627317,670.776,0.13006944350613067,COMPUTED
lambda_nm,|H I 4→1 − H I 4→2|,H I,389.0190259751545,670.776,0.42004629567075374,COMPUTED
energy,H I 4→1 + He II 4→2,H I+He II,22.95127594353002,1.8483696261225844,11.417038031335778,COMPUTED
energy,|H I 4→1 − He II 4→2|,H I+He II,2.5455126770077907,1.8483696261225844,0.3771664720262892,COMPUTED
path_Δr/a0,H I 4→1 + He II 4→2,H I+He II,18.008577436765794,1.3163461168401311,12.680731235030429,COMPUTED
path_Δr/a0,|H I 4→1 − He II 4→2|,H I+He II,12.007761073878747,1.3163461168401311,8.122039348361657,COMPUTED
lambda_nm,H I 4→1 + He II 4→2,H I+He II,218.77356156255973,670.776,0.6738500459727841,COMPUTED
lambda_nm,|H I 4→1 − He II 4→2|,H I+He II,24.264048574982525,670.776,0.9638268981374072,COMPUTED
energy,H I 4→1 + H I 4→3,H I,13.409422163393959,1.8483696261225844,6.254729775842271,COMPUTED
energy,|H I 4→1 − H I 4→3|,H I,12.087366457143851,1.8483696261225844,5.539474727519794,COMPUTED
path_Δr/a0,H I 4→1 + H I 4→3,H I,22.011981574472664,1.3163461168401311,15.722031761154195,COMPUTED
path_Δr/a0,|H I 4→1 − H I 4→3|,H I,8.004356936171877,1.3163461168401311,5.080738822237889,COMPUTED
lambda_nm,H I 4→1 + H I 4→3,H I,1972.8822031597115,670.776,1.941193786241177,COMPUTED
lambda_nm,|H I 4→1 − H I 4→3|,H I,1778.3726901721343,670.776,1.651216934076554,COMPUTED
energy,H I 4→1 + He II 4→3,H I+He II,15.393585844818084,1.8483696261225844,7.3281967130730035,COMPUTED
energy,|H I 4→1 − He II 4→3|,H I+He II,10.103202775719726,1.8483696261225844,4.466007790289061,COMPUTED
path_Δr/a0,H I 4→1 + He II 4→3,H I+He II,16.758407361164323,1.3163461168401311,11.731003758641098,COMPUTED
path_Δr/a0,|H I 4→1 − He II 4→3|,H I+He II,13.257931149480216,1.3163461168401311,9.071766824750984,COMPUTED
lambda_nm,H I 4→1 + He II 4→3,H I+He II,565.9701474733344,670.776,0.15624568041591472,COMPUTED
lambda_nm,|H I 4→1 − He II 4→3|,H I+He II,371.46063448575717,670.776,0.4462225325805378,COMPUTED
energy,H I 4→1 + He I 2¹P→1s²,H I+He I,33.96657554915793,1.8483696261225844,17.376506013254115,COMPUTED;MEASURED
energy,|H I 4→1 − He I 2¹P→1s²|,H I+He I,8.469786928620122,1.8483696261225844,3.5823015098920497,COMPUTED;MEASURED
path_Δr/a0,H I 4→1 + He I 2¹P→1s²,H I+He I,18.493066204523902,1.3163461168401311,13.048786992980409,COMPUTED;MEASURED
path_Δr/a0,|H I 4→1 − He I 2¹P→1s²|,H I+He I,11.523272306120637,1.3163461168401311,7.753983590411674,COMPUTED;MEASURED
lambda_nm,H I 4→1 + He I 2¹P→1s²,H I+He I,155.6877564937886,670.776,0.767899035603855,COMPUTED;MEASURED
lambda_nm,|H I 4→1 − He I 2¹P→1s²|,H I+He I,38.821756493788605,670.776,0.942124112231522,COMPUTED;MEASURED
energy,H I 4→1 + He I 3¹P→1s²,H I+He I,35.833601333518736,1.8483696261225844,18.386599318172436,COMPUTED
energy,|H I 4→1 − He I 3¹P→1s²|,H I+He I,10.336812712980924,1.8483696261225844,4.59239481481037,COMPUTED
path_Δr/a0,H I 4→1 + He I 3¹P→1s²,H I+He I,23.51214957466095,1.3163461168401311,16.861677315614763,COMPUTED
path_Δr/a0,|H I 4→1 − He I 3¹P→1s²|,H I+He I,6.504188935983592,1.3163461168401311,3.9410932677773216,COMPUTED
lambda_nm,H I 4→1 + He I 3¹P→1s²,H I+He I,150.9619631514252,670.776,0.7749442986161919,COMPUTED
lambda_nm,|H I 4→1 − He I 3¹P→1s²|,H I+He I,43.547549836152,670.776,0.9350788492191849,COMPUTED
energy,H I 4→1 + He I 4¹P→1s²,H I+He I,36.48946093365791,1.8483696261225844,18.74143072790243,COMPUTED
energy,|H I 4→1 − He I 4¹P→1s²|,H I+He I,10.992672313120098,1.8483696261225844,4.947226224540362,COMPUTED
path_Δr/a0,H I 4→1 + He I 4¹P→1s²,H I+He I,30.531232944797992,1.3163461168401311,22.193924875995194,COMPUTED
path_Δr/a0,|H I 4→1 − He I 4¹P→1s²|,H I+He I,0.5148944341534527,1.3163461168401311,0.6088457073968897,COMPUTED
lambda_nm,H I 4→1 + He I 4¹P→1s²,H I+He I,149.47827298527372,670.776,0.7771561997070948,COMPUTED
lambda_nm,|H I 4→1 − He I 4¹P→1s²|,H I+He I,45.031240002303484,670.776,0.9328669481282821,COMPUTED
energy,H I 4→1 + He I 3¹P→2¹P,H I+He I,14.615420094629707,1.8483696261225844,6.907195556599353,COMPUTED
energy,|H I 4→1 − He I 3¹P→2¹P|,H I+He I,10.881368525908103,1.8483696261225844,4.887008946762712,COMPUTED
path_Δr/a0,H I 4→1 + He I 3¹P→2¹P,H I+He I,20.027252625459315,1.3163461168401311,14.214275614330395,COMPUTED
path_Δr/a0,|H I 4→1 − He I 3¹P→2¹P|,H I+He I,9.989085885185226,1.3163461168401311,6.5884949690616885,COMPUTED
lambda_nm,H I 4→1 + He I 3¹P→2¹P,H I+He I,761.3280621318662,670.776,0.13499597798947227,COMPUTED
lambda_nm,|H I 4→1 − He I 3¹P→2¹P|,H I+He I,566.818549144289,670.776,0.15498087417515077,COMPUTED
energy,H I 4→1 + He I 4¹P→2¹P,H I+He I,15.27127969476888,1.8483696261225844,7.262026966329344,COMPUTED
energy,|H I 4→1 − He I 4¹P→2¹P|,H I+He I,10.22550892576893,1.8483696261225844,4.53217753703272,COMPUTED
path_Δr/a0,H I 4→1 + He I 4¹P→2¹P,H I+He I,27.04633599559636,1.3163461168401311,19.546523174710828,COMPUTED
path_Δr/a0,|H I 4→1 − He I 4¹P→2¹P|,H I+He I,2.970002515048181,1.3163461168401311,1.256247408681257,COMPUTED
lambda_nm,H I 4→1 + He I 4¹P→2¹P,H I+He I,588.6928503324168,670.776,0.12237043315142931,COMPUTED
lambda_nm,|H I 4→1 − He I 4¹P→2¹P|,H I+He I,394.18333734483963,670.776,0.41234728531605236,COMPUTED
energy,H I 4→1 + He I 4¹P→3¹P,H I+He I,13.404253910408078,1.8483696261225844,6.251933661411024,COMPUTED
energy,|H I 4→1 − He I 4¹P→3¹P|,H I+He I,12.092534710129732,1.8483696261225844,5.542270841951041,COMPUTED
path_Δr/a0,H I 4→1 + He I 4¹P→3¹P,H I+He I,22.027252625459315,1.3163461168401311,15.733632852076475,COMPUTED
path_Δr/a0,|H I 4→1 − He I 4¹P→3¹P|,H I+He I,7.989085885185226,1.3163461168401311,5.069137731315609,COMPUTED
lambda_nm,H I 4→1 + He I 4¹P→3¹P,H I+He I,1987.6623743267944,670.776,1.9632282227253128,COMPUTED
lambda_nm,|H I 4→1 − He I 4¹P→3¹P|,H I+He I,1793.1528613392172,670.776,1.6732513705606897,COMPUTED
energy,He II 4→1 + H I 4→2,H I+He II,53.56408702835935,1.8483696261225844,27.979099348609925,COMPUTED
energy,|He II 4→1 − H I 4→2|,H I+He II,48.46472930425179,1.8483696261225844,25.22025844793751,COMPUTED
path_Δr/a0,He II 4→1 + H I 4→2,H I+He II,15.75704563106222,1.3163461168401311,10.970290662524814,COMPUTED
path_Δr/a0,|He II 4→1 − H I 4→2|,H I+He II,8.256025177453413,1.3163461168401311,5.271925804188853,COMPUTED
lambda_nm,He II 4→1 + H I 4→2,H I+He II,510.5775434826973,670.776,0.2388255639994613,COMPUTED
lambda_nm,|He II 4→1 − H I 4→2|,H I+He II,461.9700214551888,670.776,0.3112901751774231,COMPUTED
energy,He II 4→1 + He II 4→2,He II,61.217289799566686,1.8483696261225844,32.11961467792846,COMPUTED
energy,|He II 4→1 − He II 4→2|,He II,40.81152653304446,1.8483696261225844,21.079743118618975,COMPUTED
path_Δr/a0,He II 4→1 + He II 4→2,He II,6.750918408247926,1.3163461168401311,4.128528372502365,COMPUTED
path_Δr/a0,|He II 4→1 − He II 4→2|,He II,0.7501020453608804,1.3163461168401311,0.430163514166404,COMPUTED
lambda_nm,He II 4→1 + He II 4→2,He II,145.82256608252536,670.776,0.7826061664661149,COMPUTED
lambda_nm,|He II 4→1 − He II 4→2|,He II,97.2150440550169,670.776,0.8550707776440767,COMPUTED
energy,He II 4→1 + H I 4→3,H I+He II,51.67543601943063,1.8483696261225844,26.957306422434957,COMPUTED
energy,|He II 4→1 − H I 4→3|,H I+He II,50.353380313180516,1.8483696261225844,26.242051374112478,COMPUTED
path_Δr/a0,He II 4→1 + H I 4→3,H I+He II,10.754322545954796,1.3163461168401311,7.169828898626133,COMPUTED
path_Δr/a0,|He II 4→1 − H I 4→3|,H I+He II,3.25330209234599,1.3163461168401311,1.4714640402901726,COMPUTED
lambda_nm,He II 4→1 + H I 4→3,H I+He II,1899.931207679677,670.776,1.8324376657478458,COMPUTED
lambda_nm,|He II 4→1 − H I 4→3|,H I+He II,1851.3236856521687,670.776,1.7599730545698844,COMPUTED
energy,He II 4→1 + He II 4→3,He II,53.65959970085475,1.8483696261225844,28.030773359665687,COMPUTED
energy,|He II 4→1 − He II 4→3|,He II,48.369216631756395,1.8483696261225844,25.168584436881748,COMPUTED
path_Δr/a0,He II 4→1 + He II 4→3,He II,5.500748332646458,1.3163461168401311,3.1788008961130374,COMPUTED
path_Δr/a0,|He II 4→1 − He II 4→3|,He II,2.0002721209623484,1.3163461168401311,0.519563962222923,COMPUTED
lambda_nm,He II 4→1 + He II 4→3,He II,493.0191519933,670.776,0.26500180090924536,COMPUTED
lambda_nm,|He II 4→1 − He II 4→3|,He II,444.4116299657915,670.776,0.3374664120872071,COMPUTED
energy,He II 4→1 + He I 2¹P→1s²,He I+He II,72.2325894051946,1.8483696261225844,38.0790826598468,COMPUTED;MEASURED
energy,|He II 4→1 − He I 2¹P→1s²|,He I+He II,29.796226927416544,1.8483696261225844,15.120275136700634,COMPUTED;MEASURED
path_Δr/a0,He II 4→1 + He I 2¹P→1s²,He I+He II,7.235407176006037,1.3163461168401311,4.496584130452347,COMPUTED;MEASURED
path_Δr/a0,|He II 4→1 − He I 2¹P→1s²|,He I+He II,0.26561327760276976,1.3163461168401311,0.7982192721163865,COMPUTED;MEASURED
lambda_nm,He II 4→1 + He I 2¹P→1s²,He I+He II,82.73676101375423,670.776,0.8766551560971855,COMPUTED;MEASURED
lambda_nm,|He II 4→1 − He I 2¹P→1s²|,He I+He II,34.129238986245774,670.776,0.9491197672751472,COMPUTED;MEASURED
energy,He II 4→1 + He I 3¹P→1s²,He I+He II,74.09961518955541,1.8483696261225844,39.08917596476512,COMPUTED
energy,|He II 4→1 − He I 3¹P→1s²|,He I+He II,27.929201143055742,1.8483696261225844,14.110181831782315,COMPUTED
path_Δr/a0,He II 4→1 + He I 3¹P→1s²,He I+He II,12.254490546143082,1.3163461168401311,8.3094744530867,COMPUTED
path_Δr/a0,|He II 4→1 − He I 3¹P→1s²|,He I+He II,4.753470092534275,1.3163461168401311,2.6111095947507392,COMPUTED
lambda_nm,He II 4→1 + He I 3¹P→1s²,He I+He II,78.01096767139083,670.776,0.8837004191095226,COMPUTED
lambda_nm,|He II 4→1 − He I 3¹P→1s²|,He I+He II,29.403445643882378,670.776,0.9561650302874843,COMPUTED
energy,He II 4→1 + He I 4¹P→1s²,He I+He II,74.75547478969457,1.8483696261225844,39.44400737449511,COMPUTED
energy,|He II 4→1 − He I 4¹P→1s²|,He I+He II,27.27334154291657,1.8483696261225844,13.755350422052324,COMPUTED
path_Δr/a0,He II 4→1 + He I 4¹P→1s²,He I+He II,19.273573916280128,1.3163461168401311,13.641722013467135,COMPUTED
path_Δr/a0,|He II 4→1 − He I 4¹P→1s²|,He I+He II,11.77255346267132,1.3163461168401311,7.943357155131172,COMPUTED
lambda_nm,He II 4→1 + He I 4¹P→1s²,He I+He II,76.52727750523934,670.776,0.8859123202004255,COMPUTED
lambda_nm,|He II 4→1 − He I 4¹P→1s²|,He I+He II,27.919755477730895,670.776,0.9583769313783873,COMPUTED
energy,He II 4→1 + He I 3¹P→2¹P,He I+He II,52.88143395066638,1.8483696261225844,27.60977220319204,COMPUTED
energy,|He II 4→1 − He I 3¹P→2¹P|,He I+He II,49.147382381944766,1.8483696261225844,25.589585593355395,COMPUTED
path_Δr/a0,He II 4→1 + He I 3¹P→2¹P,He I+He II,8.769593596941448,1.3163461168401311,5.662072751802333,COMPUTED
path_Δr/a0,|He II 4→1 − He I 3¹P→2¹P|,He I+He II,1.2685731433326426,1.3163461168401311,0.03629210653362722,COMPUTED
lambda_nm,He II 4→1 + He I 3¹P→2¹P,He I+He II,688.3770666518318,670.776,0.02623985749614155,COMPUTED
lambda_nm,|He II 4→1 − He I 3¹P→2¹P|,He I+He II,639.7695446243234,670.776,0.04622475368182005,COMPUTED
energy,He II 4→1 + He I 4¹P→2¹P,He I+He II,53.53729355080554,1.8483696261225844,27.964603612922026,COMPUTED
energy,|He II 4→1 − He I 4¹P→2¹P|,He I+He II,48.4915227818056,1.8483696261225844,25.23475418362541,COMPUTED
path_Δr/a0,He II 4→1 + He I 4¹P→2¹P,He I+He II,15.788676967078493,1.3163461168401311,10.994320312182765,COMPUTED
path_Δr/a0,|He II 4→1 − He I 4¹P→2¹P|,He I+He II,8.287656513469686,1.3163461168401311,5.295955453846804,COMPUTED
lambda_nm,He II 4→1 + He I 4¹P→2¹P,He I+He II,515.7418548523824,670.776,0.23112655364476004,COMPUTED
lambda_nm,|He II 4→1 − He I 4¹P→2¹P|,He I+He II,467.134332824874,670.776,0.30359116482272175,COMPUTED
energy,He II 4→1 + He I 4¹P→3¹P,He I+He II,51.670267766444745,1.8483696261225844,26.95451030800371,COMPUTED
energy,|He II 4→1 − He I 4¹P→3¹P|,He I+He II,50.3585485661664,1.8483696261225844,26.244847488543726,COMPUTED
path_Δr/a0,He II 4→1 + He I 4¹P→3¹P,He I+He II,10.769593596941448,1.3163461168401311,7.181429989548413,COMPUTED
path_Δr/a0,|He II 4→1 − He I 4¹P→3¹P|,He I+He II,3.2685731433326417,1.3163461168401311,1.4830651312124519,COMPUTED
lambda_nm,He II 4→1 + He I 4¹P→3¹P,He I+He II,1914.71137884676,670.776,1.8544721022319823,COMPUTED
lambda_nm,|He II 4→1 − He I 4¹P→3¹P|,He I+He II,1866.1038568192516,670.776,1.782007491054021,COMPUTED
energy,H I 4→2 + He II 4→2,H I+He II,12.752560495314896,1.8483696261225844,5.89935622999095,COMPUTED
energy,|H I 4→2 − He II 4→2|,H I+He II,7.653202771207333,1.8483696261225844,3.1405153293185366,COMPUTED
path_Δr/a0,H I 4→2 + He II 4→2,H I+He II,15.00694358570134,1.3163461168401311,10.400454176691218,COMPUTED
path_Δr/a0,|H I 4→2 − He II 4→2|,H I+He II,9.006127222814293,1.3163461168401311,5.841762290022448,COMPUTED
lambda_nm,H I 4→2 + He II 4→2,H I+He II,607.7925875377142,670.776,0.09389634164353786,COMPUTED
lambda_nm,|H I 4→2 − He II 4→2|,H I+He II,364.7549774001719,670.776,0.4562193975333465,COMPUTED
energy,H I 4→2 + H I 4→3,H I,3.2107067151788353,1.8483696261225844,0.7370479744974452,COMPUTED
energy,|H I 4→2 − H I 4→3|,H I,1.8886510089287265,1.8483696261225844,0.0217929261749677,COMPUTED
path_Δr/a0,H I 4→2 + H I 4→3,H I,19.01034772340821,1.3163461168401311,13.441754702814988,COMPUTED
path_Δr/a0,|H I 4→2 − H I 4→3|,H I,5.002723085107423,1.3163461168401311,2.80046176389868,COMPUTED
lambda_nm,H I 4→2 + H I 4→3,H I,2361.901229134866,670.776,2.521147490570423,COMPUTED
lambda_nm,|H I 4→2 − H I 4→3|,H I,1389.35366419698,670.776,1.0712632297473077,COMPUTED
energy,H I 4→2 + He II 4→3,H I+He II,5.194870396602958,1.8483696261225844,1.8105149117281767,COMPUTED
energy,|H I 4→2 − He II 4→3|,H I+He II,0.09551267249539697,1.8483696261225844,0.9483259889442359,COMPUTED
path_Δr/a0,H I 4→2 + He II 4→3,H I+He II,13.75677351009987,1.3163461168401311,9.45072670030189,COMPUTED
path_Δr/a0,|H I 4→2 − He II 4→3|,H I+He II,10.256297298415761,1.3163461168401311,6.791489766411775,COMPUTED
lambda_nm,H I 4→2 + He II 4→3,H I+He II,954.9891734484888,670.776,0.42370802391333157,COMPUTED
lambda_nm,|H I 4→2 − He II 4→3|,H I+He II,17.55839148939731,670.776,0.9738237630902159,COMPUTED
energy,H I 4→2 + He I 2¹P→1s²,H I+He I,23.76786010094281,1.8483696261225844,11.85882421190929,COMPUTED;MEASURED
energy,|H I 4→2 − He I 2¹P→1s²|,H I+He I,18.668502376835246,1.8483696261225844,9.099983311236876,COMPUTED;MEASURED
path_Δr/a0,H I 4→2 + He I 2¹P→1s²,H I+He I,15.49143235345945,1.3163461168401311,10.7685099346412,COMPUTED;MEASURED
path_Δr/a0,|H I 4→2 − He I 2¹P→1s²|,H I+He I,8.521638455056182,1.3163461168401311,5.473706532072465,COMPUTED;MEASURED
lambda_nm,H I 4→2 + He I 2¹P→1s²,H I+He I,544.7067824689431,670.776,0.18794533127460866,COMPUTED;MEASURED
lambda_nm,|H I 4→2 − He I 2¹P→1s²|,H I+He I,427.8407824689431,670.776,0.3621704079022757,COMPUTED;MEASURED
energy,H I 4→2 + He I 3¹P→1s²,H I+He I,25.63488588530361,1.8483696261225844,12.86891751682761,COMPUTED
energy,|H I 4→2 − He I 3¹P→1s²|,H I+He I,20.535528161196048,1.8483696261225844,10.110076616155197,COMPUTED
path_Δr/a0,H I 4→2 + He I 3¹P→1s²,H I+He I,20.510515723596495,1.3163461168401311,14.581400257275554,COMPUTED
path_Δr/a0,|H I 4→2 − He I 3¹P→1s²|,H I+He I,3.5025550849191376,1.3163461168401311,1.6608162094381134,COMPUTED
lambda_nm,H I 4→2 + He I 3¹P→1s²,H I+He I,539.9809891265796,670.776,0.19499059428694576,COMPUTED
lambda_nm,|H I 4→2 − He I 3¹P→1s²|,H I+He I,432.56657581130645,670.776,0.3551251448899387,COMPUTED
energy,H I 4→2 + He I 4¹P→1s²,H I+He I,26.290745485442784,1.8483696261225844,13.223748926557603,COMPUTED
energy,|H I 4→2 − He I 4¹P→1s²|,H I+He I,21.19138776133522,1.8483696261225844,10.464908025885189,COMPUTED
path_Δr/a0,H I 4→2 + He I 4¹P→1s²,H I+He I,27.529599093733538,1.3163461168401311,19.913647817655985,COMPUTED
path_Δr/a0,|H I 4→2 − He I 4¹P→1s²|,H I+He I,3.516528285217907,1.3163461168401311,1.6714313509423189,COMPUTED
lambda_nm,H I 4→2 + He I 4¹P→1s²,H I+He I,538.4972989604282,670.776,0.19720249537784854,COMPUTED
lambda_nm,|H I 4→2 − He I 4¹P→1s²|,H I+He I,434.05026597745797,670.776,0.35291324379903577,COMPUTED
energy,H I 4→2 + He I 3¹P→2¹P,H I+He I,4.416704646414583,1.8483696261225844,1.3895137552545274,COMPUTED
energy,|H I 4→2 − He I 3¹P→2¹P|,H I+He I,0.6826530776929789,1.8483696261225844,0.6306728545821142,COMPUTED
path_Δr/a0,H I 4→2 + He I 3¹P→2¹P,H I+He I,17.02561877439486,1.3163461168401311,11.933998555991185,COMPUTED
