nuclide,Z,A,start_level_keV,end_level_keV,gamma_energy_keV,relative_intensity,multipolarity,tot_conv_coeff,gamma_fraction_from_icc,radius_fm_measured,source,extraction_date
40ca,20,40,8982.5,0,8981.4,100.0,[E2],,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,8994.5,7113.1,1880.7,0.44,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,8994.5,6908.7,2085.7,0.62,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,8994.5,6750.41,2244.0,0.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,8994.5,6582.47,2411.9,0.44,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,8994.5,6285.15,2709.3,0.64,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,8994.5,6025.47,2968.9,1.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,8994.5,5629.41,3364.9,8.7,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,8994.5,5211.56,3782.6,8.2,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,8994.5,3904.38,5089.8,8.3,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,8994.5,3736.69,5257.4,2.4,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,8994.5,3352.62,5641.5,2.1,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,8994.5,0,8993.4,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9031.9,7694.08,1337.7,25.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9031.9,6285.15,2746.6,25.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9031.9,5613.52,3418.2,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9031.9,5278.8,3752.9,30.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9031.9,4491.43,4540.2,70.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,7694.08,1397.5,3.7,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,7623.11,1468.6,1.31,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,7466.35,1625.3,0.71,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,7277.82,1813.8,2.17,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,7239.07,1852.6,1.26,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,7113.73,1977.9,0.95,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,6750.41,2341.2,0.98,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,6582.47,2509.1,1.79,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,6285.15,2806.4,8.8,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,6029.71,3061.9,4.3,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,6025.47,3066.1,5.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,5902.63,3188.9,2.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,5278.8,3812.7,14.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,5248.79,3842.7,7.7,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,3904.38,5187.0,16.2,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9091.7,3736.69,5354.6,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,8424.81,710.8,1.72,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,7872.18,1263.5,0.55,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,7694.08,1441.5,8.9,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,7532.26,1603.4,6.3,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,7277.82,1857.8,0.43,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,7113.73,2021.9,3.13,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,6950.48,2185.1,0.78,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,6750.41,2385.2,1.06,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,6582.47,2553.0,3.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,6285.15,2850.4,23.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,6025.47,3110.1,0.43,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,5902.63,3232.9,5.1,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,5613.52,3522.0,0.51,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,5248.79,3886.7,0.8,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,3904.38,5230.9,13.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9135.66,3736.69,5398.6,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9209.77,8484.02,725.7,1.53,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9209.77,8424.81,785.0,5.4,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9209.77,7694.08,1515.6,7.3,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9209.77,7113.73,2096.0,2.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9209.77,6950.48,2259.2,4.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9209.77,6750.41,2459.3,3.2,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9209.77,6582.47,2627.1,3.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9209.77,6285.15,2924.5,6.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9209.77,6025.47,3184.2,2.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9209.77,5902.63,3307.0,17.4,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9209.77,5629.41,3580.2,3.4,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9209.77,3904.38,5305.0,4.7,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9209.77,3736.69,5472.7,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9226.69,7532.26,1694.4,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9226.69,6950.48,2276.1,15.9,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9226.69,6750.41,2476.2,24.1,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9226.69,6285.15,2941.4,27.8,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9226.69,5902.63,3323.9,3.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9226.69,5248.79,3977.7,14.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9226.69,3904.38,5321.9,3.1,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9226.69,3736.69,5489.6,39.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9226.69,0,9225.6,97.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9227.43,6025.47,3201.8,35.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9227.43,5902.63,3324.7,1.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9227.43,5248.79,3978.4,4.7,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9227.43,3904.38,5322.7,1.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9227.43,3352.62,5874.4,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9227.43,0,9226.3,33.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9362.54,8424.81,937.7,4.4,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9362.54,7694.08,1668.4,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9362.54,7658.23,1704.3,26.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9362.54,7623.11,1739.4,3.9,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9362.54,6950.48,2412.0,3.2,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9362.54,6750.41,2612.0,3.7,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9362.54,6582.47,2779.9,6.3,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9362.54,6285.15,3077.3,9.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9362.54,5613.52,3748.8,29.8,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9362.54,5248.79,4113.5,10.7,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9362.54,3904.38,5457.8,14.4,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9362.54,3736.69,5625.4,8.3,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9388.2,7694.08,1694.0,7.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9388.2,7300.67,2087.4,2.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9388.2,6542.8,2845.3,28.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9388.2,6507.87,2880.3,9.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9388.2,6285.15,3102.9,3.2,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9388.2,6025.47,3362.6,6.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9388.2,5629.41,3758.6,19.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9388.2,5278.8,4109.2,15.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9388.2,5248.79,4139.2,8.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9388.2,5211.56,4176.3,28.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9388.2,3904.38,5483.4,8.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9388.2,3736.69,5651.1,17.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9388.2,0,9387.0,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9404.85,7532.26,1872.5,43.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9404.85,7277.82,2127.0,2.2,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9404.85,7113.73,2291.1,20.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9404.85,6950.48,2454.3,4.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9404.85,6908.7,2496.1,8.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9404.85,6582.47,2822.2,10.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9404.85,6285.15,3119.6,100.0,M1,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9404.85,5902.63,3502.1,20.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9404.85,3904.38,5500.1,7.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9404.85,3736.69,5667.7,49.0,M1+E2,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9404.85,0,9403.7,7.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9418.8,7694.08,1724.6,10.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9418.8,7658.23,1760.5,7.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9418.8,7623.11,1795.6,4.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9418.8,7532.26,1886.5,5.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9418.8,7113.73,2305.0,62.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9418.8,6750.41,2668.3,6.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9418.8,6285.15,3133.5,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9418.8,6025.47,3393.2,5.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9418.8,5902.63,3516.0,12.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9418.8,5613.52,3805.1,5.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9418.8,5248.79,4169.8,4.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9418.8,3736.69,5681.7,18.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9429.11,7694.08,1734.9,21.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9429.11,7658.23,1770.8,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9429.11,7623.11,1806.0,3.3,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9429.11,7113.73,2315.3,3.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9429.11,6582.47,2846.5,26.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9429.11,6285.15,3143.8,9.4,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9429.11,4491.43,4937.3,81.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9429.11,3736.69,5692.0,33.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9432.46,7532.26,1900.2,2.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9432.46,6950.48,2481.9,0.8,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9432.46,6750.41,2681.9,1.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9432.46,6025.47,3406.8,2.3,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9432.46,3904.38,5527.7,1.1,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9432.46,0,9431.3,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9453.95,8424.81,1029.1,4.9,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9453.95,7694.08,1759.8,73.2,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9453.95,7658.23,1795.7,23.4,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9453.95,7623.11,1830.8,5.9,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9453.95,7532.26,1921.6,3.3,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9453.95,7446.23,2007.7,2.3,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9453.95,7113.73,2340.2,34.7,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9453.95,6750.41,2703.4,6.9,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9453.95,6285.15,3168.7,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9453.95,6025.47,3428.3,5.9,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9453.95,5629.41,3824.3,8.3,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9453.95,5613.52,3840.2,33.7,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9453.95,5278.8,4174.9,5.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9453.95,3904.38,5549.2,16.2,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9453.95,3736.69,5716.8,11.2,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9603,7113.73,2489.2,61.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9603,6285.15,3317.7,100.0,M1+E2,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9603,3736.69,5865.8,24.0,M1+E2,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9604.6,7532.26,2072.3,6.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9604.6,6950.48,2654.0,1.3,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9604.6,6750.41,2854.1,2.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9604.6,6025.47,3579.0,5.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9604.6,3904.38,5699.8,1.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9604.6,3352.62,6251.4,1.4,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9604.6,0,9603.4,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9640.89,7466.35,2174.5,16.7,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9640.89,6950.48,2690.3,0.32,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9640.89,6908.7,2732.1,1.06,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9640.89,6285.15,3355.6,0.99,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9640.89,5629.41,4011.2,9.94,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9640.89,3904.38,5736.1,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9640.89,3736.69,5903.7,82.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9640.89,0,9639.6,3.2,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9668.71,7694.08,1974.5,1.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9668.71,7532.26,2136.4,4.1,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9668.71,7446.23,2222.4,1.53,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9668.71,7113.73,2554.9,60.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9668.71,6908.7,2759.9,1.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9668.71,6750.41,2918.2,4.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9668.71,6285.15,3383.4,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9668.71,6025.47,3643.1,6.8,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9668.71,4491.43,5176.9,6.76,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9668.71,3904.38,5763.9,8.1,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9668.71,3736.69,5931.6,29.7,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,8748.22,1031.3,17.1,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,8678.29,1101.2,16.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,8578.8,1200.7,25.1,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,8134.77,1644.7,13.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,7928.42,1851.0,26.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,7872.18,1907.3,28.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,7561.17,2218.2,95.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,7466.35,2313.1,15.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,6908.7,2870.7,21.1,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,6582.47,3196.8,7.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,6542.8,3236.6,6.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,6507.87,3271.5,3.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,6029.71,3749.6,6.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,5629.41,4149.8,10.1,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,5613.52,4165.7,100.0,D+Q,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,5278.8,4500.4,27.1,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,5248.79,4530.4,3.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,3904.38,5874.7,73.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9779.47,3736.69,6042.3,27.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9785.3,7300.67,2484.5,2.6,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9785.3,6908.7,2876.5,0.8,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9785.3,3904.38,5880.5,2.9,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9785.3,3352.62,6432.1,11.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9785.3,0,9784.0,100.0,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9865.15,8439,1426.1,0.25,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9865.15,8091.61,1773.5,1.02,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9865.15,7872.18,1992.9,0.29,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9865.15,7701.8,2163.3,0.74,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9865.15,7466.35,2398.7,0.57,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9865.15,7300.67,2564.3,4.5,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9865.15,7277.82,2587.2,0.28,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9865.15,6950.48,2914.6,0.45,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9865.15,6908.7,2956.3,1.54,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9865.15,6750.41,3114.6,0.29,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9865.15,5902.63,3962.3,0.48,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9865.15,5629.41,4235.5,0.57,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
40ca,20,40,9865.15,5248.79,4616.1,0.35,,,,3.4776,IAEA LiveChart ENSDF adopted gammas,2026-08-13
