obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
""	"6849.041140"	"2.304e+01"	AA	"[24.0282256244]"	"[24.209249793955]"	"1s.5p"	"3P*"	"1"	"1s.6d"	"1D"	"2"	3	5		
""	"6852.273711"	"1.0169e+04"	AAA	"[24.0282250640]"	"[24.209163835045]"	"1s.5p"	"3P*"	"2"	"1s.6d"	"3D"	"1"	5	3		
""	"6852.294936"	"1.5253e+05"	AAA	"[24.0282256244]"	"[24.209163835045]"	"1s.5p"	"3P*"	"1"	"1s.6d"	"3D"	"1"	3	3		
""	"6852.299377"	"9.1512e+04"	AAA	"[24.0282250640]"	"[24.209163157329]"	"1s.5p"	"3P*"	"2"	"1s.6d"	"3D"	"2"	5	5		
""	"6852.301152"	"3.6608e+05"	AAA	"[24.0282250640]"	"[24.209163110443]"	"1s.5p"	"3P*"	"2"	"1s.6d"	"3D"	"3"	5	7		
""	"6852.320602"	"2.7454e+05"	AAA	"[24.0282256244]"	"[24.209163157329]"	"1s.5p"	"3P*"	"1"	"1s.6d"	"3D"	"2"	3	5		
""	"6852.555290"	"2.0338e+05"	AAA	"[24.0282324989]"	"[24.209163835045]"	"1s.5p"	"3P*"	"0"	"1s.6d"	"3D"	"1"	1	3		
""	"7129.458452"	"2.047e+00"	AA	"[24.20081545451]"	"[24.374719544511]"	"1s.6p"	"3P*"	"2"	"1s.8d"	"1D"	"2"	5	5		
""	"7129.471590"	"5.685e+00"	AA	"[24.20081577498]"	"[24.374719544511]"	"1s.6p"	"3P*"	"1"	"1s.8d"	"1D"	"2"	3	5		
""	"7131.031374"	"2.8002e+03"	AAA	"[24.20081545451]"	"[24.374681185743]"	"1s.6p"	"3P*"	"2"	"1s.8d"	"3D"	"1"	5	3		
""	"7131.043085"	"2.5200e+04"	AAA	"[24.20081545451]"	"[24.374680900214]"	"1s.6p"	"3P*"	"2"	"1s.8d"	"3D"	"2"	5	5		
""	"7131.043911"	"1.0081e+05"	AAA	"[24.20081545451]"	"[24.374680880069]"	"1s.6p"	"3P*"	"2"	"1s.8d"	"3D"	"3"	5	7		
""	"7131.044518"	"4.2004e+04"	AAA	"[24.20081577498]"	"[24.374681185743]"	"1s.6p"	"3P*"	"1"	"1s.8d"	"3D"	"1"	3	3		
""	"7131.056229"	"7.5601e+04"	AAA	"[24.20081577498]"	"[24.374680900214]"	"1s.6p"	"3P*"	"1"	"1s.8d"	"3D"	"2"	3	5		
""	"7131.205836"	"5.6005e+04"	AAA	"[24.20081970804]"	"[24.374681185743]"	"1s.6p"	"3P*"	"0"	"1s.8d"	"3D"	"1"	1	3		
""	"7365.090680"	"8.075e+00"	AA	"[24.042662321526]"	"[24.21100267716]"	"1s.5d"	"3D"	"2"	"1s.6p"	"1P*"	"1"	5	3		
""	"7371.268739"	"8.3990e+04"	AAA	"[24.042803412125]"	"[24.21100267716]"	"1s.5d"	"1D"	"2"	"1s.6p"	"1P*"	"1"	5	3		
""	"7433.3940363"	"2.153e+04"	AA	"[24.042662242088]"	"[24.2094557657828]"	"1s.5d"	"3D"	"3"	"1s.6f"	"1F*"	"3"	7	7		
""	"7433.3975766"	"1.662e+05"	AA	"[24.042662321526]"	"[24.2094557657828]"	"1s.5d"	"3D"	"2"	"1s.6f"	"1F*"	"3"	5	7		
""	"7433.4128860"	"3.2085e+03"	AAA	"[24.042662242088]"	"[24.209455342828]"	"1s.5d"	"3D"	"3"	"1s.6f"	"3F*"	"2"	7	5		
""	"7433.4164263"	"1.1229e+05"	AAA	"[24.042662321526]"	"[24.209455342828]"	"1s.5d"	"3D"	"2"	"1s.6f"	"3F*"	"2"	5	5		
""	"7433.4269846"	"7.2192e+05"	AAA	"[24.042662242088]"	"[24.2094550264796]"	"1s.5d"	"3D"	"3"	"1s.6f"	"3F*"	"4"	7	9		
""	"7433.4358512"	"5.8684e+04"	AAA	"[24.042662242088]"	"[24.209454827529]"	"1s.5d"	"3D"	"3"	"1s.6f"	"3F*"	"3"	7	7		
""	"7433.4393915"	"4.7555e+05"	AAA	"[24.042662321526]"	"[24.209454827529]"	"1s.5d"	"3D"	"2"	"1s.6f"	"3F*"	"3"	5	7		
""	"7433.4686873"	"6.0641e+05"	AAA	"[24.042663494166]"	"[24.209455342828]"	"1s.5d"	"3D"	"1"	"1s.6f"	"3F*"	"2"	3	5		
""	"7437.51215"	"2.5165e+05"	AAA	"[22.920317359]"	"[23.08701852960]"	"1s.3s"	"1S"	"0"	"1s.3p"	"1P*"	"1"	1	3		
""	"7439.6908121"	"5.3465e+05"	AAA	"[24.042803412125]"	"[24.2094557657828]"	"1s.5d"	"1D"	"2"	"1s.6f"	"1F*"	"3"	5	7		
""	"7439.7096937"	"1.146e+01"	AA	"[24.042803412125]"	"[24.209455342828]"	"1s.5d"	"1D"	"2"	"1s.6f"	"3F*"	"2"	5	5		
""	"7439.7326979"	"1.879e+05"	AA	"[24.042803412125]"	"[24.209454827529]"	"1s.5d"	"1D"	"2"	"1s.6f"	"3F*"	"3"	5	7		
""	"7453.73729900"	"2.984e+04"	AA	"[24.043154084167]"	"[24.2094923832773]"	"1s.5f"	"3F*"	"3"	"1s.6g"	"1G"	"4"	7	9		
""	"7453.74275798"	"6.2021e+04"	AAA	"[24.043154084167]"	"[24.2094922614541]"	"1s.5f"	"3F*"	"3"	"1s.6g"	"3G"	"3"	7	7		
""	"7453.75440185"	"3.323e+04"	AA	"[24.043154465835]"	"[24.2094923832773]"	"1s.5f"	"3F*"	"4"	"1s.6g"	"1G"	"4"	9	9		
""	"7453.75975550"	"1.0284e+06"	AAA	"[24.043154084167]"	"[24.2094918821374]"	"1s.5f"	"3F*"	"3"	"1s.6g"	"3G"	"4"	7	9		
""	"7453.75986086"	"1.4113e+03"	AAA	"[24.043154465835]"	"[24.2094922614541]"	"1s.5f"	"3F*"	"4"	"1s.6g"	"3G"	"3"	9	7		
""	"7453.76795875"	"1.1064e+06"	AAA	"[24.043154465835]"	"[24.2094920807421]"	"1s.5f"	"3F*"	"4"	"1s.6g"	"3G"	"5"	9	11		
""	"7453.77685846"	"3.5923e+04"	AAA	"[24.043154465835]"	"[24.2094918821374]"	"1s.5f"	"3F*"	"4"	"1s.6g"	"3G"	"4"	9	9		
""	"7453.78436421"	"1.0161e+06"	AAA	"[24.043155012649]"	"[24.2094922614541]"	"1s.5f"	"3F*"	"2"	"1s.6g"	"3G"	"3"	5	7		
""	"7453.80739593"	"1.0434e+06"	AAA	"[24.043155648442]"	"[24.2094923832773]"	"1s.5f"	"1F*"	"3"	"1s.6g"	"1G"	"4"	7	9		
""	"7453.81285501"	"2.689e+04"	AA	"[24.043155648442]"	"[24.2094922614541]"	"1s.5f"	"1F*"	"3"	"1s.6g"	"3G"	"3"	7	7		
""	"7453.82985285"	"4.216e+04"	AA	"[24.043155648442]"	"[24.2094918821374]"	"1s.5f"	"1F*"	"3"	"1s.6g"	"3G"	"4"	7	9		
""	"7455.295204"	"2.306e+00"	AA	"[24.209163157329]"	"[24.375466697350]"	"1s.6d"	"3D"	"2"	"1s.8p"	"1P*"	"1"	5	3		
""	"7456.11627465"	"6.517e+01"	AA	"[24.0432156651818]"	"[24.20950089178800]"	"1s.5g"	"3G"	"4"	"1s.6h"	"1H*"	"5"	9	11		
""	"7456.12020621"	"4.1770e+04"	AAA	"[24.0432156651818]"	"[24.2095008041069]"	"1s.5g"	"3G"	"4"	"1s.6h"	"3H*"	"4"	9	9		
""	"7456.13128015"	"1.6117e+06"	AAA	"[24.0432156651818]"	"[24.2095005571382]"	"1s.5g"	"3G"	"4"	"1s.6h"	"3H*"	"5"	9	11		
""	"7456.13167702"	"3.191e+04"	AA	"[24.0432160086825]"	"[24.20950089178800]"	"1s.5g"	"3G"	"5"	"1s.6h"	"1H*"	"5"	11	11		
""	"7456.13560860"	"8.1279e+02"	AAA	"[24.0432160086825]"	"[24.2095008041069]"	"1s.5g"	"3G"	"5"	"1s.6h"	"3H*"	"4"	11	9		
""	"7456.14087759"	"1.6459e+06"	AAA	"[24.0432160086825]"	"[24.20950068659936]"	"1s.5g"	"3G"	"5"	"1s.6h"	"3H*"	"6"	11	13		
""	"7456.14668258"	"3.3922e+04"	AAA	"[24.0432160086825]"	"[24.2095005571382]"	"1s.5g"	"3G"	"5"	"1s.6h"	"3H*"	"5"	11	11		
""	"7456.14961209"	"1.5646e+06"	AAA	"[24.0432163209841]"	"[24.2095008041069]"	"1s.5g"	"3G"	"3"	"1s.6h"	"3H*"	"4"	7	9		
""	"7456.15510348"	"1.6139e+06"	AAA	"[24.0432165311324]"	"[24.20950089178800]"	"1s.5g"	"1G"	"4"	"1s.6h"	"1H*"	"5"	9	11		
""	"7456.15903509"	"3.870e+04"	AA	"[24.0432165311324]"	"[24.2095008041069]"	"1s.5g"	"1G"	"4"	"1s.6h"	"3H*"	"4"	9	9		
""	"7456.17010914"	"3.180e+02"	AA	"[24.0432165311324]"	"[24.2095005571382]"	"1s.5g"	"1G"	"4"	"1s.6h"	"3H*"	"5"	9	11		
""	"7458.14024324"	"6.134e+02"	AA	"[24.0432156651818]"	"[24.2094557657828]"	"1s.5g"	"3G"	"4"	"1s.6f"	"1F*"	"3"	9	7		
""	"7458.16966505"	"1.916e+02"	AA	"[24.0432163209841]"	"[24.2094557657828]"	"1s.5g"	"3G"	"3"	"1s.6f"	"1F*"	"3"	7	7		
""	"7458.17341124"	"2.8825e+02"	AAA	"[24.0432156651818]"	"[24.2094550264796]"	"1s.5g"	"3G"	"4"	"1s.6f"	"3F*"	"4"	9	9		
""	"7458.17909316"	"1.0618e+04"	AAA	"[24.0432165311324]"	"[24.2094557657828]"	"1s.5g"	"1G"	"4"	"1s.6f"	"1F*"	"3"	9	7		
""	"7458.18233698"	"1.0439e+04"	AAA	"[24.0432156651818]"	"[24.209454827529]"	"1s.5g"	"3G"	"4"	"1s.6f"	"3F*"	"3"	9	7		
""	"7458.18864053"	"1.1423e+04"	AAA	"[24.0432163209841]"	"[24.209455342828]"	"1s.5g"	"3G"	"3"	"1s.6f"	"3F*"	"2"	7	5		
""	"7458.18882211"	"1.0859e+04"	AAA	"[24.0432160086825]"	"[24.2094550264796]"	"1s.5g"	"3G"	"5"	"1s.6f"	"3F*"	"4"	11	9		
""	"7458.20283331"	"8.8141e+00"	AAA	"[24.0432163209841]"	"[24.2094550264796]"	"1s.5g"	"3G"	"3"	"1s.6f"	"3F*"	"4"	7	9		
""	"7458.21175912"	"5.2232e+02"	AAA	"[24.0432163209841]"	"[24.209454827529]"	"1s.5g"	"3G"	"3"	"1s.6f"	"3F*"	"3"	7	7		
