obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
""	"2688.75"	"8.35e-07"	E	"3.1427212"	"3.603844"	"3s2.4s"	"2S"	"1/2"	"3s.3p2"	"4P"	"3/2"	2	4	M1	
""	"2722.83"	"3.24e-07"	E	"3.1427212"	"3.598072"	"3s2.4s"	"2S"	"1/2"	"3s.3p2"	"4P"	"1/2"	2	2	M1	
""	"3005.80"	"4.39e+04"	D	"5.3728582"	"[5.785342]"	"3s2.6p"	"2P*"	"1/2"	"3s2.10s"	"2S"	"1/2"	2	2		
""	"3008.39"	"8.76e+04"	C	"5.3732134"	"[5.785342]"	"3s2.6p"	"2P*"	"3/2"	"3s2.10s"	"2S"	"1/2"	4	2		
""	"3069.09"	"1.49e+04"	C	"5.3728582"	"5.776835"	"3s2.6p"	"2P*"	"1/2"	"3s2.8d"	"2D"	"3/2"	2	4		
""	"3071.20"	"1.78e+04"	C+	"5.3732134"	"5.776914"	"3s2.6p"	"2P*"	"3/2"	"3s2.8d"	"2D"	"5/2"	4	6		
""	"3071.79"	"2.96e+03"	D	"5.3732134"	"5.776835"	"3s2.6p"	"2P*"	"3/2"	"3s2.8d"	"2D"	"3/2"	4	4		
""	"3326.27"	"4.94e+04"	C+	"5.4759355"	"[5.848678]"	"3s2.5d"	"2D"	"3/2"	"3s2.10f"	"2F*"	"5/2"	4	6		
""	"3328.98"	"3.51e+03"	E	"5.4762391"	"[5.848678]"	"3s2.5d"	"2D"	"5/2"	"3s2.10f"	"2F*"	"5/2"	6	6		
""	"3328.98"	"5.28e+04"	C+	"5.4762391"	"[5.848678]"	"3s2.5d"	"2D"	"5/2"	"3s2.10f"	"2F*"	"7/2"	6	8		
"3377.31"	"3377.307"	"2.90e+05"	A	"5.2363166"	"5.6034263"	"3s2.4d"	"2D"	"3/2"	"3s2.6f"	"2F*"	"5/2"	4	6		
"3381.92"	"3381.923"	"3.09e+05"	A	"5.2368177"	"5.6034263"	"3s2.4d"	"2D"	"5/2"	"3s2.6f"	"2F*"	"7/2"	6	8		
