obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
""	"1293.246"	"2.28e+04"	A	"3.878608"	"4.837313"	"1s2.3d"	"2D"	"3/2"	"1s2.5p"	"2P*"	"3/2"	4	4		
""	"1293.246"	"2.28e+05"	A	"3.878608"	"4.837313"	"1s2.3d"	"2D"	"3/2"	"1s2.5p"	"2P*"	"1/2"	4	2		
""	"1293.253"	"2.05e+05"	A	"3.878613"	"4.837313"	"1s2.3d"	"2D"	"5/2"	"1s2.5p"	"2P*"	"3/2"	6	4		
"1357.0"	"1356.09"	"1.89e+06"	A	"3.834258"	"4.748533"	"1s2.3p"	"2P*"	"3/2"	"1s2.5s"	"2S"	"1/2"	4	2		
"1357.0"	"1356.09"	"9.41e+05"	A	"3.834258"	"4.748533"	"1s2.3p"	"2P*"	"1/2"	"1s2.5s"	"2S"	"1/2"	2	2		
""	"1483.77"	"4.40e+03"	B	"4.340942"	"5.176542"	"1s2.4s"	"2S"	"1/2"	"1s2.8p"	"2P*"	"1/2"	2	2		
""	"1483.77"	"4.40e+03"	B	"4.340942"	"5.176542"	"1s2.4s"	"2S"	"1/2"	"1s2.8p"	"2P*"	"3/2"	2	4		
""	"1611.53"	"4.16e+03"	B	"4.340942"	"5.110300"	"1s2.4s"	"2S"	"1/2"	"1s2.7p"	"2P*"	"1/2"	2	2		
""	"1611.53"	"4.15e+03"	B	"4.340942"	"5.110300"	"1s2.4s"	"2S"	"1/2"	"1s2.7p"	"2P*"	"3/2"	2	4		
"1755.7"	"1755.00"	"6.783e+06"	AA	"3.834258"	"4.540723"	"1s2.3p"	"2P*"	"3/2"	"1s2.4d"	"2D"	"5/2"	4	6		
"1755.7"	"1755.00"	"5.652e+06"	AA	"3.834258"	"4.540720"	"1s2.3p"	"2P*"	"1/2"	"1s2.4d"	"2D"	"3/2"	2	4		
"1755.7"	"1755.00"	"1.131e+06"	AA	"3.834258"	"4.540720"	"1s2.3p"	"2P*"	"3/2"	"1s2.4d"	"2D"	"3/2"	4	4		
""	"1859.16"	"1.88e+03"	B	"4.340942"	"5.007826"	"1s2.4s"	"2S"	"1/2"	"1s2.6p"	"2P*"	"1/2"	2	2		
