obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
"361.30986"	"361.309857"	"1.11e+07"	B	"2.83252676"	"6.26404671"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"5"	"3d6.(5D).4s (6D).4d"	"e 5G"	"6"	11	13		
"361.41750"	"361.417562"	"3.39e+06"	C	"2.87550352"	"6.30600086"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d6.(5D).4s (6D).4d"	"e 7P"	"2"	5	5		
"361.4474"	"361.447216"	"7.0e+06"	E	"3.25148176"	"6.68169765"	"3d7.(2D2).4s"	"a 3D"	"3"	"3d6.(3D).4s.4p.(3P*)"	"5D*"	"3"	7	7		
"361.58030"	"361.580274"	"2.67e+06"	C+	"2.99804479"	"6.42699840"	"3d6.(5D).4s.4p.(3P*)"	"z 7P*"	"3"	"3d6.(5D).4s (6D).4d"	"e 5P"	"3"	7	7		
"361.62219"	"361.622194"	"6.1e+06"	D	"3.28302483"	"6.71158094"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"1"	"3d7.(4F).4d"	"h 5D"	"1"	3	3		
""	"361.669343"	"1.12e+05"	E	"1.48486439"	"4.91297355"	"3d7.(4F).4s"	"a 3F"	"4"	"3d6.(5D).4s.4p.(1P*)"	"x 5D*"	"4"	9	9		
"361.73510"	"361.735189"	"6.86e+05"	C+	"2.42419831"	"5.85168345"	"3d6.4s2"	"a 3P2"	"1"	"3d6.(3F2).4s.4p.(3P*)"	"x 3F*"	"2"	3	5		
"361.88175"	"361.881763"	"7.09e+07"	B	"3.01725044"	"6.44334733"	"3d7.(2P).4s"	"c 3P"	"2"	"3d7.(2P).4p"	"u 3D*"	"3"	5	7		
"361.93305"	"361.933054"	"4.89e+06"	C+	"2.83252676"	"6.25813812"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"5"	"3d6.(5D).4s (6D).4d"	"e 7P"	"4"	11	9		
"361.9418"	"361.941765"	"8.88e+06"	B+	"2.72754450"	"6.15307342"	"3d7.(2G).4s"	"a 3G"	"4"	"3d7.(2G).4p"	"v 3G*"	"4"	9	9		
"361.97996"	"361.979943"	"7.22e+07"	B+	"0.99011115"	"4.41527878"	"3d7.(4F).4s"	"a 5F"	"2"	"3d7.(4F).4p"	"z 5G*"	"3"	5	7		
"362.08007"	"362.080038"	"2.81e+05"	C+	"2.40407444"	"5.82829520"	"3d6.4s2"	"a 3H"	"6"	"3d6.(3H).4s.4p.(3P*)"	"z 3H*"	"5"	13	11		
"362.1272"	"362.127451"	"1.3e+06"	E	"2.85122419"	"6.27499663"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d6.(5D).4s (6D).4d"	"e 7P"	"3"	9	7		
