obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
""	"228.32769"	"1.99e+01"	D+	"1.9086586"	"7.3387576"	"3s2.3p2"	"1S"	"0"	"3s2.3p.(2P*<3/2>).4f"	"2[3/2]"	"2"	1	5	E2	
""	"228.74647"	"1.83e+01"	D+	"1.9086586"	"7.3288166"	"3s2.3p2"	"1S"	"0"	"3s2.3p.(2P*<3/2>).4f"	"2[5/2]"	"2"	1	5	E2	
"230.377"	"230.37674"	"3.48e+08"	C+	"1.9086586"	"7.2904604"	"3s2.3p2"	"1S"	"0"	"3s2.3p.4d"	"1P*"	"1"	1	3		
"243.589"	"243.58931"	"4.43e+07"	B	"0.7809579"	"5.8708445"	"3s2.3p2"	"1D"	"2"	"3s2.3p.3d"	"1D*"	"2"	5	5		
"243.951"	"243.95073"	"7.91e+05"	D	"0.0000000"	"5.0823459"	"3s2.3p2"	"3P"	"0"	"3s2.3p.4s"	"1P*"	"1"	1	3		
"244.410"	"244.41052"	"6.28e+05"	C+	"0.0095610"	"5.0823459"	"3s2.3p2"	"3P"	"1"	"3s2.3p.4s"	"1P*"	"1"	3	3		
"245.286"	"245.28605"	"5.81e+05"	D	"0.0276679"	"5.0823459"	"3s2.3p2"	"3P"	"2"	"3s2.3p.4s"	"1P*"	"1"	5	3		
"250.766"	"250.76522"	"5.47e+07"	B	"0.0095610"	"4.9537952"	"3s2.3p2"	"3P"	"1"	"3s2.3p.4s"	"3P*"	"2"	3	5		
"251.508"	"251.50725"	"7.39e+07"	B	"0.0000000"	"4.9296471"	"3s2.3p2"	"3P"	"0"	"3s2.3p.4s"	"3P*"	"1"	1	3		
"251.6870"	"251.68696"	"1.68e+08"	B	"0.0276679"	"4.9537952"	"3s2.3p2"	"3P"	"2"	"3s2.3p.4s"	"3P*"	"2"	5	5		
"251.9960"	"251.99600"	"5.49e+07"	B	"0.0095610"	"4.9296471"	"3s2.3p2"	"3P"	"1"	"3s2.3p.4s"	"3P*"	"1"	3	3		
"252.4867"	"252.48669"	"2.22e+08"	B	"0.0095610"	"4.9200852"	"3s2.3p2"	"3P"	"1"	"3s2.3p.4s"	"3P*"	"0"	3	1		
"252.9269"	"252.92682"	"9.04e+07"	B	"0.0276679"	"4.9296471"	"3s2.3p2"	"3P"	"2"	"3s2.3p.4s"	"3P*"	"1"	5	3		
"253.3142"	"253.31423"	"2.45e+07"	C	"1.9086586"	"6.8031408"	"3s2.3p2"	"1S"	"0"	"3s2.3p.5s"	"1P*"	"1"	1	3		
""	"256.25914"	"4.62e-03"	D	"0.7809579"	"5.6191930"	"3s2.3p2"	"1D"	"2"	"3s.3p3"	"3D*"	"3"	5	7	M2	
"256.4448"	"256.44459"	"4.20e-03"	D	"0.7809579"	"5.6156943"	"3s2.3p2"	"1D"	"2"	"3s.3p3"	"3D*"	"2"	5	5	M2	
""	"256.55934"	"1.78e-03"	E	"0.7809579"	"5.6135319"	"3s2.3p2"	"1D"	"2"	"3s.3p3"	"3D*"	"1"	5	3	M2	
"256.9411"	"256.94095"	"4.24e+06"	D	"1.9086586"	"6.7340552"	"3s2.3p2"	"1S"	"0"	"3s2.3p.5s"	"3P*"	"1"	1	3		
"263.2067"	"263.20663"	"1.06e+08"	B	"1.9086586"	"6.6191858"	"3s2.3p2"	"1S"	"0"	"3s2.3p.3d"	"1P*"	"1"	1	3		
"288.2424"	"288.24230"	"2.17e+08"	B	"0.7809579"	"5.0823459"	"3s2.3p2"	"1D"	"2"	"3s2.3p.4s"	"1P*"	"1"	5	3		
"297.1222"	"297.12205"	"6.00e+04"	E	"0.7809579"	"4.9537952"	"3s2.3p2"	"1D"	"2"	"3s2.3p.4s"	"3P*"	"2"	5	5		
"298.8517"	"298.85150"	"2.66e+06"	D+	"0.7809579"	"4.9296471"	"3s2.3p2"	"1D"	"2"	"3s2.3p.4s"	"3P*"	"1"	5	3		
""	"300.06554"	"6.57e-04"	D	"0.0000000"	"4.1319040"	"3s2.3p2"	"3P"	"0"	"3s.3p3"	"5S*"	"2"	1	5	M2	
"300.7615"	"300.76149"	"1.1e+03"	E	"0.0095610"	"4.1319040"	"3s2.3p2"	"3P"	"1"	"3s.3p3"	"5S*"	"2"	3	5		
""	"300.76149"	"1.45e-03"	D	"0.0095610"	"4.1319040"	"3s2.3p2"	"3P"	"1"	"3s.3p3"	"5S*"	"2"	3	5	M2	
"302.0884"	"302.08837"	"3.3e+03"	E	"0.0276679"	"4.1319040"	"3s2.3p2"	"3P"	"2"	"3s.3p3"	"5S*"	"2"	5	5		
""	"302.08837"	"1.09e-03"	D	"0.0276679"	"4.1319040"	"3s2.3p2"	"3P"	"2"	"3s.3p3"	"5S*"	"2"	5	5	M2	
"390.6629"	"390.66294"	"1.33e+07"	B	"1.9086586"	"5.0823459"	"3s2.3p2"	"1S"	"0"	"3s2.3p.4s"	"1P*"	"1"	1	3		
"410.4094"	"410.40938"	"6.09e+04"	E	"1.9086586"	"4.9296471"	"3s2.3p2"	"1S"	"0"	"3s2.3p.4s"	"3P*"	"1"	1	3		
""	"472.2892"	"3.4e+05"	D	"4.9200852"	"7.5452605"	"3s2.3p.4s"	"3P*"	"0"	"3s2.3p.(2P*<3/2>).6p<1/2>"	"(3/2,1/2)"	"1"	1	3		
""	"474.0158"	"1.0e+06"	D	"4.9296471"	"7.5452605"	"3s2.3p.4s"	"3P*"	"1"	"3s2.3p.(2P*<3/2>).6p<1/2>"	"(3/2,1/2)"	"1"	3	3		
""	"474.9321"	"5.7e+05"	D	"4.9296471"	"7.5402137"	"3s2.3p.4s"	"3P*"	"1"	"3s2.3p.(2P*<3/2>).6p<1/2>"	"(3/2,1/2)"	"2"	3	5		
""	"475.6606"	"7.5e+05"	D	"4.9200852"	"7.5266539"	"3s2.3p.4s"	"3P*"	"0"	"3s2.3p.(2P*<3/2>).6p<3/2>"	"(3/2,3/2)"	"1"	1	3		
""	"477.4119"	"5.7e+05"	D	"4.9296471"	"7.5266539"	"3s2.3p.4s"	"3P*"	"1"	"3s2.3p.(2P*<3/2>).6p<3/2>"	"(3/2,3/2)"	"1"	3	3		
"478.4328"	"478.4328"	"1.7e+06"	D	"4.9537952"	"7.5452605"	"3s2.3p.4s"	"3P*"	"2"	"3s2.3p.(2P*<3/2>).6p<1/2>"	"(3/2,1/2)"	"1"	5	3		
"479.3552"	"479.3552"	"2.2e+06"	D	"4.9296471"	"7.516125"	"3s2.3p.4s"	"3P*"	"1"	"3s2.3p.(2P*<1/2>).6p<1/2>"	"(1/2,1/2)"	"0"	3	1		
"479.3664"	"479.3663"	"1.7e+06"	D	"4.9537952"	"7.5402137"	"3s2.3p.4s"	"3P*"	"2"	"3s2.3p.(2P*<3/2>).6p<1/2>"	"(3/2,1/2)"	"2"	5	5		
""	"480.6782"	"6.0e+05"	D	"4.9200852"	"7.4994450"	"3s2.3p.4s"	"3P*"	"0"	"3s2.3p.(2P*<1/2>).6p<3/2>"	"(1/2,3/2)"	"1"	1	3		
""	"481.8928"	"9.1e+05"	D	"4.9537952"	"7.5266539"	"3s2.3p.4s"	"3P*"	"2"	"3s2.3p.(2P*<3/2>).6p<3/2>"	"(3/2,3/2)"	"1"	5	3		
