obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
"757.5469"	"757.547+"	"1.32e+07"	C	"12.750582"	"14.387235"	"2s2.2p4.(3P).3s"	"4P"	"1/2"	"2s2.2p4.(3P).3p"	"4P*"	"3/2"	2	4		
"760.9264"	"760.927+"	"9.0e+06"	C+	"12.984995"	"14.614380"	"2s2.2p4.(3P).3s"	"2P"	"3/2"	"2s2.2p4.(3P).3p"	"2D*"	"3/2"	4	4		
"775.6830"	"775.683+"	"3.23e+07"	C+	"12.984995"	"14.583383"	"2s2.2p4.(3P).3s"	"2P"	"3/2"	"2s2.2p4.(3P).3p"	"2D*"	"5/2"	4	6		
"780.236631"	"780.236+"	"2.52e+07"	C+	"13.025319"	"14.614380"	"2s2.2p4.(3P).3s"	"2P"	"1/2"	"2s2.2p4.(3P).3p"	"2D*"	"3/2"	2	4		
"782.474"	"782.474+"	"1.92e+06"	C+	"14.371989"	"15.956505"	"2s2.2p4.(3P).3p"	"4P*"	"5/2"	"2s2.2p4.(3P).3d"	"2F"	"5/2"	6	6		
"788.135"	"788.135+"	"3.56e+06"	C+	"14.371989"	"15.945123"	"2s2.2p4.(3P).3p"	"4P*"	"5/2"	"2s2.2p4.(3P).3d"	"4P"	"5/2"	6	6		
"790.0761"	"790.076+"	"1.22e+07"	C	"14.387235"	"15.956505"	"2s2.2p4.(3P).3p"	"4P*"	"3/2"	"2s2.2p4.(3P).3d"	"2F"	"5/2"	4	6		
"793.311"	"793.313+"	"2.90e+06"	C+	"14.371989"	"15.934856"	"2s2.2p4.(3P).3p"	"4P*"	"5/2"	"2s2.2p4.(3P).3d"	"4P"	"3/2"	6	4		
"793.8497"	"793.850+"	"2.76e+06"	C+	"14.371989"	"15.933798"	"2s2.2p4.(3P).3p"	"4P*"	"5/2"	"2s2.2p4.(3P).3d"	"4F"	"7/2"	6	8		
"795.628"	"795.626+"	"2.20e+06"	C+	"14.399969"	"15.958291"	"2s2.2p4.(3P).3p"	"4P*"	"1/2"	"2s2.2p4.(3P).3d"	"2P"	"3/2"	2	4		
"795.851"	"795.848+"	"3.29e+06"	C+	"14.387235"	"15.945123"	"2s2.2p4.(3P).3p"	"4P*"	"3/2"	"2s2.2p4.(3P).3d"	"4P"	"5/2"	4	6		
"804.3142"	"804.314+"	"1.43e+06"	C+	"12.984995"	"14.526486"	"2s2.2p4.(3P).3s"	"2P"	"3/2"	"2s2.2p4.(3P).3p"	"4D*"	"5/2"	4	6		
"807.7740"	"807.774+"	"1.41e+07"	C+	"14.399969"	"15.934856"	"2s2.2p4.(3P).3p"	"4P*"	"1/2"	"2s2.2p4.(3P).3d"	"4P"	"3/2"	2	4		
"807.9742"	"807.974+"	"1.14e+07"	C+	"14.399969"	"15.934476"	"2s2.2p4.(3P).3p"	"4P*"	"1/2"	"2s2.2p4.(3P).3d"	"2P"	"1/2"	2	2		
