API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API

*******************************************************************************
Revised: April 12, 2021         Earth Barycenter                              3
 
 Dynamical point:
 ---------------
 The common point about which the Earth and Moon revolve (center of mass). This
 is approximately 4671 km from the center of the Earth, or about 3/4 of the way 
 to the surface. See 399 for Earth center, or 301 for Moon center ephemeris.
*******************************************************************************


*******************************************************************************
Ephemeris / API_USER Fri Aug  7 01:02:28 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth-Moon Barycenter (3)       {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2025-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2026-Jan-01 00:00:00.0000 TDB
Step-size       : 20160 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2460676.500000000, A.D. 2025-Jan-01 00:00:00.0000, -2.672881477388588E+07,  1.446543290236136E+08, -8.016176034003496E+03, -2.977793032187591E+01, -5.524039729779720E+00,  4.752550310205272E-04,
2460690.500000000, A.D. 2025-Jan-15 00:00:00.0000, -6.157210816823271E+07,  1.336509514939651E+08, -7.204663719177246E+03, -2.754064739713564E+01, -1.257566158968267E+01,  8.598069266856356E-04,
2460704.500000000, A.D. 2025-Jan-29 00:00:00.0000, -9.268389293615599E+07,  1.145459055279893E+08, -5.957089899249375E+03, -2.364235031093898E+01, -1.884893763980623E+01,  1.192596971875126E-03,
2460718.500000000, A.D. 2025-Feb-12 00:00:00.0000, -1.182009771259060E+08,  8.852358528216071E+07, -4.348190185640007E+03, -1.834154756207504E+01, -2.395455177356155E+01,  1.454599475142260E-03,
