API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sat Aug  8 06:03:35 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Cassini (spacecraft) (-82)      {source: cassini_merge}
Center body name: Sun (10)                        {source: cassini_merge}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2002-Jun-06 05:00:00.0000 TDB
Stop  time      : A.D. 2002-Jun-10 08:00:00.0000 TDB
Step-size       : 15 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2452432.822916667, A.D. 2002-Jun-07 07:45:00.0000,  8.544434926188685E+06,  1.103063691066490E+09, -9.660364777651727E+06, -6.371654487769076E+00,  5.901879381150095E+00,  2.182436673996468E-02,
2452432.833333333, A.D. 2002-Jun-07 08:00:00.0000,  8.538700436820704E+06,  1.103069002713615E+09, -9.660345135339141E+06, -6.371655218764495E+00,  5.901780895240633E+00,  2.182521691798200E-02,
2452432.843750000, A.D. 2002-Jun-07 08:15:00.0000,  8.532965946795071E+06,  1.103074314272102E+09, -9.660325492261231E+06, -6.371655949219148E+00,  5.901682410291591E+00,  2.182606708096868E-02,
2452432.854166667, A.D. 2002-Jun-07 08:30:00.0000,  8.527231456112271E+06,  1.103079625741953E+09, -9.660305848418355E+06, -6.371656679133056E+00,  5.901583926302946E+00,  2.182691722892516E-02,
2452432.864583333, A.D. 2002-Jun-07 08:45:00.0000,  8.521496964772793E+06,  1.103084937123170E+09, -9.660286203810275E+06, -6.371657408506236E+00,  5.901485443274678E+00,  2.182776736185099E-02,
2452432.875000000, A.D. 2002-Jun-07 09:00:00.0000,  8.515762472777123E+06,  1.103090248415752E+09, -9.660266558437109E+06, -6.371658137338706E+00,  5.901386961206762E+00,  2.182861747974840E-02,
2452432.885416667, A.D. 2002-Jun-07 09:15:00.0000,  8.510027980125746E+06,  1.103095559619700E+09, -9.660246912298799E+06, -6.371658865630484E+00,  5.901288480099177E+00,  2.182946758261695E-02,
2452432.895833333, A.D. 2002-Jun-07 09:30:00.0000,  8.504293486819148E+06,  1.103100870735016E+09, -9.660227265395522E+06, -6.371659593381589E+00,  5.901189999951903E+00,  2.183031767045707E-02,
2452432.906250000, A.D. 2002-Jun-07 09:45:00.0000,  8.498558992857821E+06,  1.103106181761700E+09, -9.660207617726982E+06, -6.371660320592039E+00,  5.901091520764914E+00,  2.183116774326965E-02,
2452432.916666667, A.D. 2002-Jun-07 10:00:00.0000,  8.492824498242246E+06,  1.103111492699754E+09, -9.660187969293475E+06, -6.371661047261853E+00,  5.900993042538190E+00,  2.183201780105559E-02,
2452432.927083333, A.D. 2002-Jun-07 10:15:00.0000,  8.487090002972912E+06,  1.103116803549177E+09, -9.660168320094943E+06, -6.371661773391048E+00,  5.900894565271710E+00,  2.183286784381444E-02,
2452432.937500000, A.D. 2002-Jun-07 10:30:00.0000,  8.481355507050304E+06,  1.103122114309972E+09, -9.660148670131385E+06, -6.371662498979642E+00,  5.900796088965452E+00,  2.183371787154709E-02,
2452432.947916667, A.D. 2002-Jun-07 10:45:00.0000,  8.475621010474909E+06,  1.103127424982138E+09, -9.660129019402802E+06, -6.371663224027654E+00,  5.900697613619391E+00,  2.183456788425486E-02,
2452432.958333333, A.D. 2002-Jun-07 11:00:00.0000,  8.469886513247216E+06,  1.103132735565676E+09, -9.660109367909193E+06, -6.371663948535103E+00,  5.900599139233507E+00,  2.183541788193732E-02,
2452432.968750000, A.D. 2002-Jun-07 11:15:00.0000,  8.464152015367709E+06,  1.103138046060589E+09, -9.660089715650618E+06, -6.371664672502006E+00,  5.900500665807776E+00,  2.183626786459625E-02,
2452432.979166667, A.D. 2002-Jun-07 11:30:00.0000,  8.458417516836874E+06,  1.103143356466875E+09, -9.660070062627077E+06, -6.371665395928382E+00,  5.900402193342179E+00,  2.183711783223030E-02,
2452432.989583333, A.D. 2002-Jun-07 11:45:00.0000,  8.452683017655201E+06,  1.103148666784537E+09, -9.660050408838511E+06, -6.371666118814248E+00,  5.900303721836692E+00,  2.183796778484126E-02,
2452433.000000000, A.D. 2002-Jun-07 12:00:00.0000,  8.446948517823171E+06,  1.103153977013575E+09, -9.660030754284978E+06, -6.371666841159625E+00,  5.900205251291292E+00,  2.183881772243002E-02,
2452433.010416667, A.D. 2002-Jun-07 12:15:00.0000,  8.441214017341275E+06,  1.103159287153990E+09, -9.660011098966658E+06, -6.371667562964528E+00,  5.900106781705960E+00,  2.183966764499568E-02,
2452433.020833333, A.D. 2002-Jun-07 12:30:00.0000,  8.435479516209997E+06,  1.103164597205782E+09, -9.659991442883253E+06, -6.371668284228977E+00,  5.900008313080670E+00,  2.184051755254002E-02,
2452433.031250000, A.D. 2002-Jun-07 12:45:00.0000,  8.429745014429826E+06,  1.103169907168953E+09, -9.659971786035061E+06, -6.371669004952991E+00,  5.899909845415402E+00,  2.184136744506349E-02,
2452433.041666667, A.D. 2002-Jun-07 13:00:00.0000,  8.424010512001244E+06,  1.103175217043504E+09, -9.659952128421903E+06, -6.371669725136586E+00,  5.899811378710135E+00,  2.184221732256608E-02,
2452433.052083333, A.D. 2002-Jun-07 13:15:00.0000,  8.418276008924741E+06,  1.103180526829435E+09, -9.659932470043838E+06, -6.371670444779782E+00,  5.899712912964844E+00,  2.184306718504869E-02,
2452433.062500000, A.D. 2002-Jun-07 13:30:00.0000,  8.412541505200803E+06,  1.103185836526748E+09, -9.659912810900986E+06, -6.371671163882596E+00,  5.899614448179509E+00,  2.184391703251221E-02,
2452433.072916667, A.D. 2002-Jun-07 13:45:00.0000,  8.406807000829916E+06,  1.103191146135442E+09, -9.659893150993168E+06, -6.371671882445047E+00,  5.899515984354107E+00,  2.184476686495618E-02,
2452433.083333333, A.D. 2002-Jun-07 14:00:00.0000,  8.401072495812565E+06,  1.103196455655520E+09, -9.659873490320623E+06, -6.371672600467154E+00,  5.899417521488617E+00,  2.184561668238150E-02,
2452433.093750000, A.D. 2002-Jun-07 14:15:00.0000,  8.395337990149237E+06,  1.103201765086981E+09, -9.659853828883231E+06, -6.371673317948933E+00,  5.899319059583015E+00,  2.184646648478994E-02,
2452433.104166667, A.D. 2002-Jun-07 14:30:00.0000,  8.389603483840417E+06,  1.103207074429827E+09, -9.659834166680932E+06, -6.371674034890406E+00,  5.899220598637281E+00,  2.184731627218062E-02,
2452433.114583333, A.D. 2002-Jun-07 14:45:00.0000,  8.383868976886596E+06,  1.103212383684059E+09, -9.659814503713906E+06, -6.371674751291587E+00,  5.899122138651392E+00,  2.184816604455397E-02,
2452433.125000000, A.D. 2002-Jun-07 15:00:00.0000,  8.378134469288256E+06,  1.103217692849677E+09, -9.659794839982033E+06, -6.371675467152497E+00,  5.899023679625325E+00,  2.184901580191134E-02,
2452433.135416667, A.D. 2002-Jun-07 15:15:00.0000,  8.372399961045884E+06,  1.103223001926683E+09, -9.659775175485492E+06, -6.371676182473153E+00,  5.898925221559058E+00,  2.184986554425361E-02,
2452433.145833333, A.D. 2002-Jun-07 15:30:00.0000,  8.366665452159966E+06,  1.103228310915076E+09, -9.659755510224104E+06, -6.371676897253574E+00,  5.898826764452570E+00,  2.185071527157989E-02,
2452433.156250000, A.D. 2002-Jun-07 15:45:00.0000,  8.360930942630989E+06,  1.103233619814859E+09, -9.659735844197989E+06, -6.371677611493777E+00,  5.898728308305840E+00,  2.185156498389196E-02,
2452433.166666667, A.D. 2002-Jun-07 16:00:00.0000,  8.355196432459439E+06,  1.103238928626032E+09, -9.659716177407146E+06, -6.371678325193782E+00,  5.898629853118843E+00,  2.185241468118981E-02,
2452433.177083333, A.D. 2002-Jun-07 16:15:00.0000,  8.349461921645802E+06,  1.103244237348595E+09, -9.659696509851515E+06, -6.371679038353607E+00,  5.898531398891557E+00,  2.185326436347390E-02,
2452433.187500000, A.D. 2002-Jun-07 16:30:00.0000,  8.343727410190565E+06,  1.103249545982550E+09, -9.659676841531277E+06, -6.371679750973269E+00,  5.898432945623964E+00,  2.185411403074466E-02,
2452433.197916667, A.D. 2002-Jun-07 16:45:00.0000,  8.337992898094213E+06,  1.103254854527897E+09, -9.659657172446311E+06, -6.371680463052787E+00,  5.898334493316037E+00,  2.185496368300388E-02,
2452433.208333333, A.D. 2002-Jun-07 17:00:00.0000,  8.332258385357232E+06,  1.103260162984638E+09, -9.659637502596676E+06, -6.371681174592179E+00,  5.898236041967755E+00,  2.185581332025111E-02,
2452433.218750000, A.D. 2002-Jun-07 17:15:00.0000,  8.326523871980108E+06,  1.103265471352773E+09, -9.659617831982374E+06, -6.371681885591464E+00,  5.898137591579099E+00,  2.185666294248678E-02,
2452433.229166667, A.D. 2002-Jun-07 17:30:00.0000,  8.320789357963329E+06,  1.103270779632303E+09, -9.659598160603344E+06, -6.371682596050658E+00,  5.898039142150042E+00,  2.185751254971180E-02,
2452433.239583333, A.D. 2002-Jun-07 17:45:00.0000,  8.315054843307379E+06,  1.103276087823229E+09, -9.659578488459766E+06, -6.371683305969783E+00,  5.897940693680566E+00,  2.185836214192660E-02,
2452433.250000000, A.D. 2002-Jun-07 18:00:00.0000,  8.309320328012745E+06,  1.103281395925552E+09, -9.659558815551519E+06, -6.371684015348854E+00,  5.897842246170646E+00,  2.185921171913074E-02,
2452433.260416667, A.D. 2002-Jun-07 18:15:00.0000,  8.303585812079914E+06,  1.103286703939273E+09, -9.659539141878724E+06, -6.371684724187890E+00,  5.897743799620263E+00,  2.186006128132645E-02,
2452433.270833333, A.D. 2002-Jun-07 18:30:00.0000,  8.297851295509369E+06,  1.103292011864392E+09, -9.659519467441201E+06, -6.371685432486911E+00,  5.897645354029392E+00,  2.186091082851327E-02,
2452433.281250000, A.D. 2002-Jun-07 18:45:00.0000,  8.292116778301599E+06,  1.103297319700910E+09, -9.659499792239130E+06, -6.371686140245933E+00,  5.897546909398012E+00,  2.186176036069254E-02,
2452433.291666667, A.D. 2002-Jun-07 19:00:00.0000,  8.286382260457089E+06,  1.103302627448829E+09, -9.659480116272569E+06, -6.371686847464975E+00,  5.897448465726100E+00,  2.186260987786381E-02,
2452433.302083333, A.D. 2002-Jun-07 19:15:00.0000,  8.280647741976324E+06,  1.103307935108149E+09, -9.659460439541399E+06, -6.371687554144056E+00,  5.897350023013636E+00,  2.186345938002754E-02,
2452433.312500000, A.D. 2002-Jun-07 19:30:00.0000,  8.274913222859791E+06,  1.103313242678871E+09, -9.659440762045681E+06, -6.371688260283193E+00,  5.897251581260597E+00,  2.186430886718549E-02,
2452433.322916667, A.D. 2002-Jun-07 19:45:00.0000,  8.269178703107976E+06,  1.103318550160995E+09, -9.659421083785474E+06, -6.371688965882405E+00,  5.897153140466958E+00,  2.186515833933766E-02,
2452433.333333333, A.D. 2002-Jun-07 20:00:00.0000,  8.263444182721365E+06,  1.103323857554524E+09, -9.659401404760659E+06, -6.371689670941710E+00,  5.897054700632702E+00,  2.186600779648407E-02,
2452433.343750000, A.D. 2002-Jun-07 20:15:00.0000,  8.257709661700443E+06,  1.103329164859457E+09, -9.659381724971354E+06, -6.371690375461127E+00,  5.896956261757802E+00,  2.186685723862558E-02,
2452433.354166667, A.D. 2002-Jun-07 20:30:00.0000,  8.251975140045697E+06,  1.103334472075795E+09, -9.659362044417620E+06, -6.371691079440674E+00,  5.896857823842240E+00,  2.186770666576310E-02,
2452433.364583333, A.D. 2002-Jun-07 20:45:00.0000,  8.246240617757612E+06,  1.103339779203540E+09, -9.659342363099396E+06, -6.371691782880368E+00,  5.896759386885990E+00,  2.186855607789706E-02,
2452433.375000000, A.D. 2002-Jun-07 21:00:00.0000,  8.240506094836674E+06,  1.103345086242692E+09, -9.659322681016743E+06, -6.371692485780228E+00,  5.896660950889033E+00,  2.186940547502703E-02,
2452433.385416667, A.D. 2002-Jun-07 21:15:00.0000,  8.234771571283369E+06,  1.103350393193252E+09, -9.659302998169541E+06, -6.371693188140273E+00,  5.896562515851347E+00,  2.187025485715521E-02,
2452433.395833333, A.D. 2002-Jun-07 21:30:00.0000,  8.229037047098183E+06,  1.103355700055221E+09, -9.659283314557970E+06, -6.371693889960520E+00,  5.896464081772907E+00,  2.187110422428029E-02,
2452433.406250000, A.D. 2002-Jun-07 21:45:00.0000,  8.223302522281602E+06,  1.103361006828599E+09, -9.659263630182028E+06, -6.371694591240987E+00,  5.896365648653691E+00,  2.187195357640537E-02,
2452433.416666667, A.D. 2002-Jun-07 22:00:00.0000,  8.217567996834111E+06,  1.103366313513389E+09, -9.659243945041478E+06, -6.371695291981695E+00,  5.896267216493681E+00,  2.187280291352733E-02,
2452433.427083333, A.D. 2002-Jun-07 22:15:00.0000,  8.211833470756197E+06,  1.103371620109590E+09, -9.659224259136736E+06, -6.371695992182659E+00,  5.896168785292851E+00,  2.187365223565063E-02,
2452433.437500000, A.D. 2002-Jun-07 22:30:00.0000,  8.206098944048345E+06,  1.103376926617203E+09, -9.659204572467506E+06, -6.371696691843900E+00,  5.896070355051179E+00,  2.187450154277304E-02,
2452433.447916667, A.D. 2002-Jun-07 22:45:00.0000,  8.200364416711040E+06,  1.103382233036229E+09, -9.659184885033965E+06, -6.371697390965434E+00,  5.895971925768646E+00,  2.187535083489589E-02,
2452433.458333333, A.D. 2002-Jun-07 23:00:00.0000,  8.194629888744769E+06,  1.103387539366669E+09, -9.659165196836054E+06, -6.371698089547279E+00,  5.895873497445226E+00,  2.187620011202096E-02,
2452433.468750000, A.D. 2002-Jun-07 23:15:00.0000,  8.188895360150017E+06,  1.103392845608525E+09, -9.659145507873774E+06, -6.371698787589456E+00,  5.895775070080899E+00,  2.187704937414736E-02,
2452433.479166667, A.D. 2002-Jun-07 23:30:00.0000,  8.183160830927270E+06,  1.103398151761796E+09, -9.659125818147123E+06, -6.371699485091981E+00,  5.895676643675642E+00,  2.187789862127554E-02,
2452433.489583333, A.D. 2002-Jun-07 23:45:00.0000,  8.177426301077013E+06,  1.103403457826483E+09, -9.659106127656221E+06, -6.371700182054873E+00,  5.895578218229435E+00,  2.187874785340682E-02,
2452433.500000000, A.D. 2002-Jun-08 00:00:00.0000,  8.171691770599733E+06,  1.103408763802589E+09, -9.659086436401069E+06, -6.371700878478149E+00,  5.895479793742252E+00,  2.187959707054166E-02,
2452433.510416667, A.D. 2002-Jun-08 00:15:00.0000,  8.165957239495914E+06,  1.103414069690112E+09, -9.659066744381607E+06, -6.371701574361830E+00,  5.895381370214075E+00,  2.188044627268004E-02,
2452433.520833333, A.D. 2002-Jun-08 00:30:00.0000,  8.160222707766043E+06,  1.103419375489055E+09, -9.659047051597714E+06, -6.371702269705931E+00,  5.895282947644880E+00,  2.188129545982287E-02,
2452433.531250000, A.D. 2002-Jun-08 00:45:00.0000,  8.154488175410606E+06,  1.103424681199419E+09, -9.659027358049691E+06, -6.371702964510473E+00,  5.895184526034644E+00,  2.188214463197102E-02,
2452433.541666667, A.D. 2002-Jun-08 01:00:00.0000,  8.148753642430087E+06,  1.103429986821203E+09, -9.659007663737416E+06, -6.371703658775473E+00,  5.895086105383346E+00,  2.188299378912495E-02,
2452433.552083333, A.D. 2002-Jun-08 01:15:00.0000,  8.143019108824971E+06,  1.103435292354409E+09, -9.658987968660891E+06, -6.371704352500949E+00,  5.894987685690963E+00,  2.188384293128376E-02,
2452433.562500000, A.D. 2002-Jun-08 01:30:00.0000,  8.137284574595747E+06,  1.103440597799037E+09, -9.658968272820175E+06, -6.371705045686920E+00,  5.894889266957474E+00,  2.188469205845012E-02,
2452433.572916667, A.D. 2002-Jun-08 01:45:00.0000,  8.131550039742897E+06,  1.103445903155089E+09, -9.658948576215208E+06, -6.371705738333403E+00,  5.894790849182855E+00,  2.188554117062358E-02,
2452433.583333333, A.D. 2002-Jun-08 02:00:00.0000,  8.125815504266908E+06,  1.103451208422566E+09, -9.658928878845990E+06, -6.371706430440417E+00,  5.894692432367087E+00,  2.188639026780459E-02,
2452433.593750000, A.D. 2002-Jun-08 02:15:00.0000,  8.120080968168266E+06,  1.103456513601468E+09, -9.658909180712700E+06, -6.371707122007981E+00,  5.894594016510145E+00,  2.188723934999404E-02,
2452433.604166667, A.D. 2002-Jun-08 02:30:00.0000,  8.114346431447456E+06,  1.103461818691796E+09, -9.658889481815219E+06, -6.371707813036112E+00,  5.894495601612007E+00,  2.188808841719236E-02,
2452433.614583333, A.D. 2002-Jun-08 02:45:00.0000,  8.108611894104963E+06,  1.103467123693551E+09, -9.658869782153606E+06, -6.371708503524830E+00,  5.894397187672652E+00,  2.188893746940002E-02,
2452433.625000000, A.D. 2002-Jun-08 03:00:00.0000,  8.102877356141273E+06,  1.103472428606734E+09, -9.658850081727743E+06, -6.371709193474151E+00,  5.894298774692059E+00,  2.188978650661744E-02,
2452433.635416667, A.D. 2002-Jun-08 03:15:00.0000,  8.097142817556871E+06,  1.103477733431346E+09, -9.658830380537808E+06, -6.371709882884094E+00,  5.894200362670204E+00,  2.189063552884551E-02,
2452433.645833333, A.D. 2002-Jun-08 03:30:00.0000,  8.091408278352243E+06,  1.103483038167387E+09, -9.658810678583801E+06, -6.371710571754678E+00,  5.894101951607064E+00,  2.189148453608469E-02,
2452433.656250000, A.D. 2002-Jun-08 03:45:00.0000,  8.085673738527874E+06,  1.103488342814859E+09, -9.658790975865722E+06, -6.371711260085920E+00,  5.894003541502620E+00,  2.189233352833497E-02,
2452433.666666667, A.D. 2002-Jun-08 04:00:00.0000,  8.079939198084250E+06,  1.103493647373762E+09, -9.658771272383451E+06, -6.371711947877840E+00,  5.893905132356847E+00,  2.189318250559813E-02,
2452433.677083333, A.D. 2002-Jun-08 04:15:00.0000,  8.074204657021857E+06,  1.103498951844098E+09, -9.658751568137228E+06, -6.371712635130455E+00,  5.893806724169724E+00,  2.189403146787283E-02,
2452433.687500000, A.D. 2002-Jun-08 04:30:00.0000,  8.068470115341177E+06,  1.103504256225866E+09, -9.658731863126874E+06, -6.371713321843783E+00,  5.893708316941228E+00,  2.189488041516174E-02,
2452433.697916667, A.D. 2002-Jun-08 04:45:00.0000,  8.062735573042699E+06,  1.103509560519068E+09, -9.658712157352448E+06, -6.371714008017844E+00,  5.893609910671339E+00,  2.189572934746398E-02,
2452433.708333333, A.D. 2002-Jun-08 05:00:00.0000,  8.057001030126907E+06,  1.103514864723705E+09, -9.658692450814009E+06, -6.371714693652654E+00,  5.893511505360032E+00,  2.189657826478042E-02,
2452433.718750000, A.D. 2002-Jun-08 05:15:00.0000,  8.051266486594286E+06,  1.103520168839778E+09, -9.658672743511617E+06, -6.371715378748233E+00,  5.893413101007287E+00,  2.189742716711196E-02,
2452433.729166667, A.D. 2002-Jun-08 05:30:00.0000,  8.045531942445322E+06,  1.103525472867287E+09, -9.658653035445094E+06, -6.371716063304597E+00,  5.893314697613081E+00,  2.189827605445904E-02,
2452433.739583333, A.D. 2002-Jun-08 05:45:00.0000,  8.039797397680500E+06,  1.103530776806234E+09, -9.658633326614738E+06, -6.371716747321767E+00,  5.893216295177392E+00,  2.189912492682167E-02,
2452433.750000000, A.D. 2002-Jun-08 06:00:00.0000,  8.034062852300305E+06,  1.103536080656619E+09, -9.658613617020190E+06, -6.371717430799760E+00,  5.893117893700198E+00,  2.189997378420117E-02,
2452433.760416667, A.D. 2002-Jun-08 06:15:00.0000,  8.028328306305221E+06,  1.103541384418443E+09, -9.658593906661868E+06, -6.371718113738594E+00,  5.893019493181475E+00,  2.190082262659709E-02,
2452433.770833333, A.D. 2002-Jun-08 06:30:00.0000,  8.022593759695737E+06,  1.103546688091707E+09, -9.658574195539534E+06, -6.371718796138287E+00,  5.892921093621204E+00,  2.190167145401123E-02,
2452433.781250000, A.D. 2002-Jun-08 06:45:00.0000,  8.016859212472335E+06,  1.103551991676412E+09, -9.658554483653307E+06, -6.371719477998859E+00,  5.892822695019363E+00,  2.190252026644357E-02,
2452433.791666667, A.D. 2002-Jun-08 07:00:00.0000,  8.011124664635501E+06,  1.103557295172558E+09, -9.658534771003067E+06, -6.371720159320327E+00,  5.892724297375926E+00,  2.190336906389456E-02,
2452433.802083333, A.D. 2002-Jun-08 07:15:00.0000,  8.005390116185720E+06,  1.103562598580148E+09, -9.658515057588875E+06, -6.371720840102707E+00,  5.892625900690874E+00,  2.190421784636420E-02,
2452433.812500000, A.D. 2002-Jun-08 07:30:00.0000,  7.999655567123477E+06,  1.103567901899180E+09, -9.658495343410909E+06, -6.371721520346021E+00,  5.892527504964183E+00,  2.190506661385427E-02,
2452433.822916667, A.D. 2002-Jun-08 07:45:00.0000,  7.993921017449259E+06,  1.103573205129657E+09, -9.658475628469050E+06, -6.371722200050286E+00,  5.892429110195833E+00,  2.190591536636477E-02,
2452433.833333333, A.D. 2002-Jun-08 08:00:00.0000,  7.988186467163549E+06,  1.103578508271579E+09, -9.658455912763238E+06, -6.371722879215520E+00,  5.892330716385798E+00,  2.190676410389614E-02,
2452433.843750000, A.D. 2002-Jun-08 08:15:00.0000,  7.982451916266833E+06,  1.103583811324946E+09, -9.658436196293652E+06, -6.371723557841741E+00,  5.892232323534062E+00,  2.190761282644837E-02,
2452433.854166667, A.D. 2002-Jun-08 08:30:00.0000,  7.976717364759595E+06,  1.103589114289761E+09, -9.658416479060173E+06, -6.371724235928967E+00,  5.892133931640598E+00,  2.190846153402282E-02,
2452433.864583333, A.D. 2002-Jun-08 08:45:00.0000,  7.970982812642322E+06,  1.103594417166024E+09, -9.658396761062920E+06, -6.371724913477217E+00,  5.892035540705383E+00,  2.190931022662035E-02,
2452433.875000000, A.D. 2002-Jun-08 09:00:00.0000,  7.965248259915498E+06,  1.103599719953735E+09, -9.658377042301834E+06, -6.371725590486509E+00,  5.891937150728400E+00,  2.191015890424008E-02,
2452433.885416667, A.D. 2002-Jun-08 09:15:00.0000,  7.959513706579608E+06,  1.103605022652895E+09, -9.658357322776914E+06, -6.371726266956861E+00,  5.891838761709622E+00,  2.191100756688424E-02,
2452433.895833333, A.D. 2002-Jun-08 09:30:00.0000,  7.953779152635137E+06,  1.103610325263506E+09, -9.658337602488160E+06, -6.371726942888292E+00,  5.891740373649029E+00,  2.191185621455238E-02,
2452433.906250000, A.D. 2002-Jun-08 09:45:00.0000,  7.948044598082571E+06,  1.103615627785568E+09, -9.658317881435752E+06, -6.371727618280818E+00,  5.891641986546600E+00,  2.191270484724583E-02,
2452433.916666667, A.D. 2002-Jun-08 10:00:00.0000,  7.942310042922393E+06,  1.103620930219082E+09, -9.658298159619510E+06, -6.371728293134461E+00,  5.891543600402311E+00,  2.191355346496326E-02,
2452433.927083333, A.D. 2002-Jun-08 10:15:00.0000,  7.936575487155091E+06,  1.103626232564049E+09, -9.658278437039495E+06, -6.371728967449236E+00,  5.891445215216138E+00,  2.191440206770778E-02,
2452433.937500000, A.D. 2002-Jun-08 10:30:00.0000,  7.930840930781147E+06,  1.103631534820470E+09, -9.658258713695765E+06, -6.371729641225163E+00,  5.891346830988064E+00,  2.191525065547806E-02,
2452433.947916667, A.D. 2002-Jun-08 10:45:00.0000,  7.925106373801047E+06,  1.103636836988345E+09, -9.658238989588320E+06, -6.371730314462260E+00,  5.891248447718062E+00,  2.191609922827498E-02,
2452433.958333333, A.D. 2002-Jun-08 11:00:00.0000,  7.919371816215276E+06,  1.103642139067676E+09, -9.658219264717162E+06, -6.371730987160544E+00,  5.891150065406111E+00,  2.191694778610032E-02,
2452433.968750000, A.D. 2002-Jun-08 11:15:00.0000,  7.913637258024320E+06,  1.103647441058463E+09, -9.658199539082289E+06, -6.371731659320035E+00,  5.891051684052193E+00,  2.191779632895363E-02,
2452433.979166667, A.D. 2002-Jun-08 11:30:00.0000,  7.907902699228661E+06,  1.103652742960708E+09, -9.658179812683761E+06, -6.371732330940749E+00,  5.890953303656279E+00,  2.191864485683492E-02,
2452433.989583333, A.D. 2002-Jun-08 11:45:00.0000,  7.902168139828788E+06,  1.103658044774410E+09, -9.658160085521519E+06, -6.371733002022707E+00,  5.890854924218352E+00,  2.191949336974552E-02,
2452434.000000000, A.D. 2002-Jun-08 12:00:00.0000,  7.896433579825182E+06,  1.103663346499572E+09, -9.658140357595682E+06, -6.371733672565925E+00,  5.890756545738387E+00,  2.192034186768588E-02,
2452434.010416667, A.D. 2002-Jun-08 12:15:00.0000,  7.890699019218331E+06,  1.103668648136193E+09, -9.658120628906190E+06, -6.371734342570424E+00,  5.890658168216365E+00,  2.192119035065643E-02,
2452434.020833333, A.D. 2002-Jun-08 12:30:00.0000,  7.884964458008717E+06,  1.103673949684275E+09, -9.658100899453104E+06, -6.371735012036218E+00,  5.890559791652260E+00,  2.192203881865806E-02,
2452434.031250000, A.D. 2002-Jun-08 12:45:00.0000,  7.879229896196827E+06,  1.103679251143818E+09, -9.658081169236362E+06, -6.371735680963329E+00,  5.890461416046051E+00,  2.192288727169167E-02,
2452434.041666667, A.D. 2002-Jun-08 13:00:00.0000,  7.873495333783145E+06,  1.103684552514824E+09, -9.658061438255966E+06, -6.371736349351774E+00,  5.890363041397718E+00,  2.192373570975636E-02,
2452434.052083333, A.D. 2002-Jun-08 13:15:00.0000,  7.867760770768155E+06,  1.103689853797293E+09, -9.658041706512094E+06, -6.371737017201570E+00,  5.890264667707236E+00,  2.192458413285348E-02,
2452434.062500000, A.D. 2002-Jun-08 13:30:00.0000,  7.862026207152344E+06,  1.103695154991226E+09, -9.658021974004567E+06, -6.371737684512738E+00,  5.890166294974585E+00,  2.192543254098389E-02,
2452434.072916667, A.D. 2002-Jun-08 13:45:00.0000,  7.856291642936194E+06,  1.103700456096624E+09, -9.658002240733445E+06, -6.371738351285293E+00,  5.890067923199743E+00,  2.192628093414806E-02,
2452434.083333333, A.D. 2002-Jun-08 14:00:00.0000,  7.850557078120192E+06,  1.103705757113488E+09, -9.657982506698906E+06, -6.371739017519256E+00,  5.889969552382684E+00,  2.192712931234642E-02,
2452434.093750000, A.D. 2002-Jun-08 14:15:00.0000,  7.844822512704821E+06,  1.103711058041819E+09, -9.657962771900713E+06, -6.371739683214644E+00,  5.889871182523390E+00,  2.192797767557941E-02,
2452434.104166667, A.D. 2002-Jun-08 14:30:00.0000,  7.839087946690567E+06,  1.103716358881617E+09, -9.657943036339045E+06, -6.371740348371475E+00,  5.889772813621839E+00,  2.192882602384705E-02,
2452434.114583333, A.D. 2002-Jun-08 14:45:00.0000,  7.833353380077914E+06,  1.103721659632884E+09, -9.657923300013900E+06, -6.371741012989767E+00,  5.889674445678005E+00,  2.192967435715065E-02,
2452434.125000000, A.D. 2002-Jun-08 15:00:00.0000,  7.827618812867347E+06,  1.103726960295619E+09, -9.657903562925220E+06, -6.371741677069539E+00,  5.889576078691869E+00,  2.193052267549156E-02,
2452434.135416667, A.D. 2002-Jun-08 15:15:00.0000,  7.821884245059351E+06,  1.103732260869825E+09, -9.657883825073123E+06, -6.371742340610810E+00,  5.889477712663409E+00,  2.193137097886844E-02,
2452434.145833333, A.D. 2002-Jun-08 15:30:00.0000,  7.816149676654409E+06,  1.103737561355502E+09, -9.657864086457491E+06, -6.371743003613597E+00,  5.889379347592600E+00,  2.193221926728350E-02,
2452434.156250000, A.D. 2002-Jun-08 15:45:00.0000,  7.810415107653008E+06,  1.103742861752651E+09, -9.657844347078383E+06, -6.371743666077919E+00,  5.889280983479423E+00,  2.193306754073543E-02,
