line_index,Z,symbol,transition,level,seat_i,seat_j,static_distance_m,static_radial_projection_m,lane_cosine,swept_mean_inverse_distance_m-1,swept_min_distance_m,swept_max_distance_m,swept_distance_variance_m2
14,17,Cl,3p⁵→3p⁴4s,lower,1,13,5.250292957924116e-11,3.1360684495035417e-12,0.0,19072097690.416893,4.942908222855955e-11,5.550036016112792e-11,2.4555679777320212e-24
14,17,Cl,3p⁵→3p⁴4s,lower,1,14,5.443213295615485e-11,3.1360684495035417e-12,0.0,18394418451.50766,5.123940245390787e-11,5.740333669338961e-11,2.455788939111532e-24
14,17,Cl,3p⁵→3p⁴4s,lower,1,15,5.362407880412085e-11,3.1360684495035417e-12,0.0,18672309424.485035,5.0564470615906425e-11,5.652443028895868e-11,2.4556993007389283e-24
14,17,Cl,3p⁵→3p⁴4s,lower,1,16,5.362407880412085e-11,3.1360684495035417e-12,0.0,18672309424.47249,5.061124973597705e-11,5.663267787124596e-11,2.4556993005107498e-24
14,17,Cl,3p⁵→3p⁴4s,lower,2,3,2.9412764532480986e-11,2.9412764532480986e-11,-1.0,159909978380.96506,5.435156803809015e-13,2.940774231640967e-11,8.248319395162982e-23
14,17,Cl,3p⁵→3p⁴4s,lower,2,4,2.1218966102552582e-11,1.4706382266240496e-11,0.0,45653012011.04365,1.718123366120392e-11,2.7233833811573448e-11,1.2709669550773717e-23
14,17,Cl,3p⁵→3p⁴4s,lower,2,5,2.121896610255258e-11,1.4706382266240496e-11,0.0,77802183647.0149,6.155094937407834e-12,2.2080958304342385e-11,2.973765138802609e-23
14,17,Cl,3p⁵→3p⁴4s,lower,2,6,2.119538281300579e-11,1.4706382266240496e-11,0.0,39412073552.067505,2.1217026332608737e-11,2.992232250367219e-11,9.584374554351472e-24
14,17,Cl,3p⁵→3p⁴4s,lower,2,7,2.1181253780515365e-11,1.4706382266240496e-11,0.0,41613485149.247925,1.9633529840198147e-11,2.8873799328135187e-11,1.0606393974494664e-23
14,17,Cl,3p⁵→3p⁴4s,lower,2,8,2.1181253780515365e-11,1.4706382266240496e-11,0.0,51822581684.209854,1.4105800062108956e-11,2.5361774701949403e-11,1.590280002616333e-23
14,17,Cl,3p⁵→3p⁴4s,lower,2,9,2.128082517796338e-11,1.4706382266240496e-11,0.0,61216260698.34846,1.0373997828349428e-11,2.3663475749932692e-11,2.1436692303102814e-23
14,17,Cl,3p⁵→3p⁴4s,lower,2,10,3.371273526540549e-11,-3.371273526540549e-11,1.0,21155743526.637047,3.371328070457741e-11,6.31252084982113e-11,1.0623863532384978e-22
14,17,Cl,3p⁵→3p⁴4s,lower,2,11,6.312549979788648e-11,6.312549979788648e-11,-1.0,21155743526.637062,3.371301355238655e-11,6.312535117545788e-11,1.062386353238498e-22
14,17,Cl,3p⁵→3p⁴4s,lower,2,12,5.443344898537642e-11,1.4706382266240496e-11,0.0,18898791560.18076,3.774878118802342e-11,6.70897179581632e-11,5.2544684033235867e-23
14,17,Cl,3p⁵→3p⁴4s,lower,2,13,5.443344898537642e-11,1.4706382266240496e-11,0.0,18898791560.14075,3.786825799092261e-11,6.702235279084197e-11,5.254468403292734e-23
14,17,Cl,3p⁵→3p⁴4s,lower,2,14,5.629653499281586e-11,1.4706382266240496e-11,0.0,18238593998.424866,3.969500592180512e-11,6.901381172825145e-11,5.2650857229611006e-23
14,17,Cl,3p⁵→3p⁴4s,lower,2,15,5.551562466217403e-11,1.4706382266240496e-11,0.0,18509461550.2255,3.8868964596798934e-11,6.82141682822239e-11,5.260777943430281e-23
14,17,Cl,3p⁵→3p⁴4s,lower,2,16,5.551562466217402e-11,1.4706382266240496e-11,0.0,18509461550.201843,3.9084937355520537e-11,6.80906515990103e-11,5.2607779434107956e-23
14,17,Cl,3p⁵→3p⁴4s,lower,3,4,2.121896610255258e-11,1.4706382266240493e-11,0.0,117866845659.64871,1.7653517004281543e-12,2.1279097550784598e-11,4.0267310862997034e-23
14,17,Cl,3p⁵→3p⁴4s,lower,3,5,2.1218966102552576e-11,1.4706382266240493e-11,0.0,45653012011.04484,1.7152570717110306e-11,2.7251895566947564e-11,1.2709669550774435e-23
14,17,Cl,3p⁵→3p⁴4s,lower,3,6,2.119538281300579e-11,1.4706382266240493e-11,0.0,40156553601.036446,2.067818545140744e-11,2.954268997870624e-11,9.934337795820292e-24
14,17,Cl,3p⁵→3p⁴4s,lower,3,7,2.118125378051536e-11,1.4706382266240493e-11,0.0,42868381696.82682,1.8869206154883352e-11,2.8289449650987144e-11,1.1220710584663043e-23
14,17,Cl,3p⁵→3p⁴4s,lower,3,8,2.118125378051536e-11,1.4706382266240493e-11,0.0,41613485149.247925,1.965300409639377e-11,2.886054766657249e-11,1.0606393974494614e-23
14,17,Cl,3p⁵→3p⁴4s,lower,3,9,2.1280825177963377e-11,1.4706382266240493e-11,0.0,74544332353.37509,6.8044672410042586e-12,2.232508240063644e-11,2.847415311932066e-23
14,17,Cl,3p⁵→3p⁴4s,lower,3,10,6.312549979788648e-11,6.312549979788648e-11,-1.0,21155743526.63705,3.371301355238655e-11,6.312535117545788e-11,1.062386353238498e-22
14,17,Cl,3p⁵→3p⁴4s,lower,3,11,3.371273526540549e-11,-3.371273526540549e-11,1.0,21155743526.63705,3.371328070457742e-11,6.31252084982113e-11,1.0623863532384973e-22
14,17,Cl,3p⁵→3p⁴4s,lower,3,12,5.443344898537642e-11,1.4706382266240493e-11,0.0,18898791560.162292,3.780675198363704e-11,6.705706704990092e-11,5.254468403309357e-23
14,17,Cl,3p⁵→3p⁴4s,lower,3,13,5.443344898537642e-11,1.4706382266240493e-11,0.0,18898791560.133595,3.7956268235528385e-11,6.69725498881428e-11,5.254468403287212e-23
14,17,Cl,3p⁵→3p⁴4s,lower,3,14,5.629653499281586e-11,1.4706382266240493e-11,0.0,18238593998.42487,3.969749038366041e-11,6.901238266886508e-11,5.2650857229611036e-23
14,17,Cl,3p⁵→3p⁴4s,lower,3,15,5.551562466217403e-11,1.4706382266240493e-11,0.0,18509461550.23207,3.888139755415642e-11,6.820708238517761e-11,5.260777943435698e-23
14,17,Cl,3p⁵→3p⁴4s,lower,3,16,5.551562466217402e-11,1.4706382266240493e-11,0.0,18509461550.210693,3.8927252409678955e-11,6.818092242772835e-11,5.260777943418083e-23
14,17,Cl,3p⁵→3p⁴4s,lower,4,5,2.64934053926906e-11,2.2943962102829704e-11,-0.49999999999999983,86697382529.04933,3.291189143102976e-12,2.658698671594139e-11,6.099291598256413e-23
14,17,Cl,3p⁵→3p⁴4s,lower,4,6,2.646506355171752e-11,2.292759601167654e-11,-0.5000000000000004,70554274996.22583,5.605684563363846e-12,2.7016838266398842e-11,5.27135767958233e-23
14,17,Cl,3p⁵→3p⁴4s,lower,4,7,3.053959085324782e-11,3.053959085324782e-11,-1.0,239363044156.13828,2.8699719323565e-13,3.0538287173966505e-11,8.936538171133251e-23
14,17,Cl,3p⁵→3p⁴4s,lower,4,8,1.5269862751169054e-11,7.674166676205798e-12,0.49999999999999983,48674171276.92188,1.7820228652413565e-11,2.3464170087750656e-11,3.973271125214765e-24
14,17,Cl,3p⁵→3p⁴4s,lower,4,9,1.533900303241755e-11,7.60513861529358e-12,0.5000000000000004,42337720581.51268,2.121334159279792e-11,2.6158743823761188e-11,3.077299086479073e-24
14,17,Cl,3p⁵→3p⁴4s,lower,4,10,5.077772922890339e-11,1.5295974735219804e-11,0.0,20405618837.855907,3.318681386378532e-11,6.368195157859193e-11,5.64031129045965e-23
14,17,Cl,3p⁵→3p⁴4s,lower,4,11,5.077772922890339e-11,1.5295974735219804e-11,0.0,20405618837.855907,3.317366818854188e-11,6.368880050844248e-11,5.640311290459647e-23
14,17,Cl,3p⁵→3p⁴4s,lower,4,12,3.7113210424280485e-11,-3.711321042428048e-11,1.0,19507649371.91535,3.711376821834043e-11,6.770485413175216e-11,1.1508772743357189e-22
14,17,Cl,3p⁵→3p⁴4s,lower,4,13,6.150072442074515e-11,4.1500567314969933e-11,-0.49999999999999983,19024572578.2571,3.717958058286376e-11,6.766873614933914e-11,7.072681418466696e-23
14,17,Cl,3p⁵→3p⁴4s,lower,4,14,6.33892620362361e-11,4.2466833080313315e-11,-0.5000000000000004,18352095130.758156,3.913954550216142e-11,6.958501282430216e-11,7.089229468178834e-23
14,17,Cl,3p⁵→3p⁴4s,lower,4,15,6.882827248406104e-11,6.882827248406104e-11,-1.0,19080163339.264446,3.825437397193629e-11,6.881824149713062e-11,1.1516755501017778e-22
14,17,Cl,3p⁵→3p⁴4s,lower,4,16,4.775819376281451e-11,-1.1470174139200804e-11,0.49999999999999983,18627905341.10353,3.829854108594489e-11,6.879367152166211e-11,7.082513985993155e-23
14,17,Cl,3p⁵→3p⁴4s,lower,5,6,2.646506355171751e-11,2.2927596011676527e-11,-0.4999999999999997,87522619579.81404,2.8184380118898375e-12,2.6612450422716197e-11,6.091451499334202e-23
14,17,Cl,3p⁵→3p⁴4s,lower,5,7,1.526986275116905e-11,7.674166676205793e-12,0.49999999999999983,74355458785.37946,9.558437000293524e-12,1.8010287242883297e-11,8.782285843847823e-24
14,17,Cl,3p⁵→3p⁴4s,lower,5,8,3.0539590853247815e-11,3.0539590853247815e-11,-0.9999999999999999,102824225192.61559,1.4113933694608208e-12,3.050700443611622e-11,8.795259271668474e-23
14,17,Cl,3p⁵→3p⁴4s,lower,5,9,1.533900303241756e-11,7.605138615293584e-12,0.4999999999999997,48454976828.21226,1.7934438172275607e-11,2.354474976626178e-11,4.009212464575612e-24
14,17,Cl,3p⁵→3p⁴4s,lower,5,10,5.077772922890339e-11,1.52959747352198e-11,0.0,20405618837.420033,3.3395402354373956e-11,6.357281394493354e-11,5.64031129019907e-23
14,17,Cl,3p⁵→3p⁴4s,lower,5,11,5.077772922890339e-11,1.52959747352198e-11,0.0,20405618837.40466,3.341581504128631e-11,6.356208678460928e-11,5.640311290189884e-23
14,17,Cl,3p⁵→3p⁴4s,lower,5,12,6.150072442074516e-11,4.150056731496994e-11,-0.49999999999999983,19024572577.901855,3.7385635454456363e-11,6.755511324861373e-11,7.07268141818828e-23
14,17,Cl,3p⁵→3p⁴4s,lower,5,13,3.7113210424280485e-11,-3.711321042428048e-11,0.9999999999999999,19507649371.91535,3.7113768218340435e-11,6.770485413175216e-11,1.1508772743357193e-22
14,17,Cl,3p⁵→3p⁴4s,lower,5,14,6.338926203623608e-11,4.2466833080313276e-11,-0.4999999999999997,18352095130.674374,3.9196875055590844e-11,6.955273551594113e-11,7.089229468105347e-23
14,17,Cl,3p⁵→3p⁴4s,lower,5,15,4.775819376281451e-11,-1.147017413920081e-11,0.49999999999999983,18627905341.103565,3.828262045517531e-11,6.880253237946362e-11,7.082513985993175e-23
14,17,Cl,3p⁵→3p⁴4s,lower,5,16,6.882827248406104e-11,6.882827248406104e-11,-0.9999999999999999,19080163339.264442,3.8236605164411084e-11,6.88281157394497e-11,1.1516755501017778e-22
14,17,Cl,3p⁵→3p⁴4s,lower,6,7,1.5253438805394307e-11,7.641434493899449e-12,0.5000000000000004,104099773926.07144,4.905493874717896e-12,1.5991821781786284e-11,1.4670569149079196e-23
14,17,Cl,3p⁵→3p⁴4s,lower,6,8,1.5253438805394313e-11,7.64143449389946e-12,0.4999999999999997,74435705783.15504,9.610172683465827e-12,1.795785082722042e-11,8.763607932654388e-24
14,17,Cl,3p⁵→3p⁴4s,lower,6,9,3.06449147927659e-11,3.06449147927659e-11,-1.0,97681991078.18152,1.7021921060126547e-12,3.0597832770980035e-11,8.835399194862568e-23
14,17,Cl,3p⁵→3p⁴4s,lower,6,10,5.0767878779523725e-11,1.5263242552913463e-11,0.0,20406635114.700283,3.3176632170246155e-11,6.367154866488657e-11,5.617082656569364e-23
14,17,Cl,3p⁵→3p⁴4s,lower,6,11,5.0767878779523725e-11,1.5263242552913463e-11,0.0,20406635114.72933,3.3163485349337754e-11,6.367839720838685e-11,5.617082656586727e-23
14,17,Cl,3p⁵→3p⁴4s,lower,6,12,6.147864155462334e-11,4.1467835132663625e-11,-0.5000000000000004,19024833095.726837,3.715007339233802e-11,6.767016012665852e-11,7.04345163791485e-23
14,17,Cl,3p⁵→3p⁴4s,lower,6,13,6.147864155462332e-11,4.1467835132663586e-11,-0.4999999999999997,19024833095.697258,3.7159602758570434e-11,6.766492775026771e-11,7.043451637891675e-23
14,17,Cl,3p⁵→3p⁴4s,lower,6,14,3.9078474137273525e-11,-3.9078474137273525e-11,1.0,18782052695.28221,3.907902223831063e-11,6.960465151862233e-11,1.1473698274154453e-22
14,17,Cl,3p⁵→3p⁴4s,lower,6,15,4.7766065679981564e-11,-1.1502906321507174e-11,0.5000000000000004,18628148281.866573,3.830336897818149e-11,6.877644128566557e-11,7.053201014408524e-23
14,17,Cl,3p⁵→3p⁴4s,lower,6,16,4.7766065679981564e-11,-1.1502906321507138e-11,0.4999999999999997,18628148281.866558,3.8331664739253184e-11,6.876067502080543e-11,7.053201014408511e-23
14,17,Cl,3p⁵→3p⁴4s,lower,7,8,2.6402717607500375e-11,2.2865424177042018e-11,-0.49999999999999983,87094156923.02226,3.1600711085570947e-12,2.651053996672396e-11,6.05832401173587e-23
14,17,Cl,3p⁵→3p⁴4s,lower,7,9,2.652236754374861e-11,2.2934452237954242e-11,-0.5000000000000004,70397280135.59502,5.581846791403832e-12,2.7083079722762743e-11,5.293601694107324e-23
14,17,Cl,3p⁵→3p⁴4s,lower,7,10,5.0761981589543475e-11,1.5243616118028014e-11,0.0,20407243597.553646,3.3348012869847716e-11,6.357253799736779e-11,5.603174855609297e-23
14,17,Cl,3p⁵→3p⁴4s,lower,7,11,5.0761981589543475e-11,1.5243616118028014e-11,0.0,20407243597.512333,3.339812396406892e-11,6.354622620954755e-11,5.603174855584587e-23
14,17,Cl,3p⁵→3p⁴4s,lower,7,12,6.76528012775283e-11,6.76528012775283e-11,-1.0,19504581540.12584,3.718368805780717e-11,6.764284430220882e-11,1.14314234817287e-22
14,17,Cl,3p⁵→3p⁴4s,lower,7,13,4.669245144353116e-11,-1.0960976461722119e-11,0.49999999999999983,19024988956.145214,3.728197320833273e-11,6.758872329439534e-11,7.025951189996382e-23
14,17,Cl,3p⁵→3p⁴4s,lower,7,14,4.8549209435072205e-11,-1.1927242227065504e-11,0.5000000000000004,18352464727.391968,3.918467894676464e-11,6.953661586689189e-11,7.042275676907784e-23
14,17,Cl,3p⁵→3p⁴4s,lower,7,15,3.8288681630813214e-11,-3.8288681630813214e-11,1.0,19077296953.241352,3.828923199664221e-11,6.877560746628197e-11,1.143929591258977e-22
14,17,Cl,3p⁵→3p⁴4s,lower,7,16,6.256277272806654e-11,4.200976499244862e-11,-0.49999999999999983,18628293628.83107,3.841486302770505e-11,6.870551482822505e-11,7.03565093648653e-23
14,17,Cl,3p⁵→3p⁴4s,lower,8,9,2.65223675437486e-11,2.293445223795423e-11,-0.4999999999999997,87333687289.56921,2.8170473137143695e-12,2.6671195627504627e-11,6.116991493837321e-23
14,17,Cl,3p⁵→3p⁴4s,lower,8,10,5.0761981589543475e-11,1.5243616118028014e-11,0.0,20407243597.840237,3.320096095478135e-11,6.364945986788408e-11,5.603174855780726e-23
14,17,Cl,3p⁵→3p⁴4s,lower,8,11,5.0761981589543475e-11,1.5243616118028014e-11,0.0,20407243597.89311,3.318784346848986e-11,6.365630051852932e-11,5.603174855812348e-23
14,17,Cl,3p⁵→3p⁴4s,lower,8,12,4.6692451443531164e-11,-1.0960976461722122e-11,0.49999999999999983,19024988956.145462,3.717448306402577e-11,6.764790352845856e-11,7.025951189996545e-23
14,17,Cl,3p⁵→3p⁴4s,lower,8,13,6.76528012775283e-11,6.76528012775283e-11,-0.9999999999999999,19504581540.125843,3.7165852258213374e-11,6.765264568953555e-11,1.1431423481728696e-22
14,17,Cl,3p⁵→3p⁴4s,lower,8,14,4.854920943507222e-11,-1.1927242227065466e-11,0.4999999999999997,18352464727.392075,3.9138561566418325e-11,6.956258339719981e-11,7.042275676907854e-23
14,17,Cl,3p⁵→3p⁴4s,lower,8,15,6.256277272806654e-11,4.200976499244862e-11,-0.49999999999999983,18628293628.93224,3.832121304340633e-11,6.875779301381521e-11,7.035650936571231e-23
14,17,Cl,3p⁵→3p⁴4s,lower,8,16,3.828868163081322e-11,-3.8288681630813214e-11,0.9999999999999999,19077296953.24135,3.828923199664222e-11,6.877560746628199e-11,1.1439295912589773e-22
14,17,Cl,3p⁵→3p⁴4s,lower,9,10,5.0803609944939884e-11,1.538167223985244e-11,0.0,20402949370.24022,3.31598409376215e-11,6.373726159686209e-11,5.701326762377678e-23
14,17,Cl,3p⁵→3p⁴4s,lower,9,11,5.0803609944939884e-11,1.538167223985244e-11,0.0,20402949370.166218,3.321081159228942e-11,6.371071778167817e-11,5.701326762333495e-23
14,17,Cl,3p⁵→3p⁴4s,lower,9,12,4.6660235977712967e-11,-1.0822920339897721e-11,0.5000000000000004,19023887070.15757,3.7210880242981045e-11,6.769037931269544e-11,7.149464809741769e-23
14,17,Cl,3p⁵→3p⁴4s,lower,9,13,4.666023597771297e-11,-1.0822920339897689e-11,0.4999999999999997,19023887070.157578,3.7192774064836525e-11,6.770032952147341e-11,7.149464809741763e-23
14,17,Cl,3p⁵→3p⁴4s,lower,9,14,6.972338893003943e-11,6.972338893003943e-11,-1.0,18788258034.22252,3.8973891477600294e-11,6.971564968178825e-11,1.1649639863076996e-22
14,17,Cl,3p⁵→3p⁴4s,lower,9,15,6.265555842368421e-11,4.2147821114273076e-11,-0.5000000000000004,18627266102.53491,3.834384478201991e-11,6.880664977792511e-11,7.159517683292965e-23
14,17,Cl,3p⁵→3p⁴4s,lower,9,16,6.265555842368421e-11,4.2147821114273044e-11,-0.4999999999999997,18627266102.5851,3.829031220058803e-11,6.883645457104235e-11,7.159517683334955e-23
14,17,Cl,3p⁵→3p⁴4s,lower,10,11,9.683823506329196e-11,9.683823506329196e-11,-1.0,63165803816.85565,5.965183605213636e-13,9.679822585868534e-11,8.898031114930111e-22
14,17,Cl,3p⁵→3p⁴4s,lower,10,12,7.135218028642244e-11,4.841911753164598e-11,0.0,13576193898.245733,5.764386073317162e-11,9.16089459223582e-11,1.4305649409712292e-22
14,17,Cl,3p⁵→3p⁴4s,lower,10,13,7.135218028642244e-11,4.841911753164598e-11,0.0,23034937416.34685,2.1012258222990582e-11,7.424925591988813e-11,3.3323542834949905e-22
14,17,Cl,3p⁵→3p⁴4s,lower,10,14,7.278346732177504e-11,4.841911753164598e-11,0.0,11486467871.694141,7.272008725242883e-11,1.0270013141560075e-10,1.1187913641174715e-22
14,17,Cl,3p⁵→3p⁴4s,lower,10,15,7.218114604807781e-11,4.841911753164598e-11,0.0,12216090128.404411,6.695926586953558e-11,9.829947078191282e-11,1.2221346810789356e-22
14,17,Cl,3p⁵→3p⁴4s,lower,10,16,7.218114604807781e-11,4.841911753164598e-11,0.0,15194803215.288588,4.795563601152097e-11,8.648112912934518e-11,1.8289196575679555e-22
14,17,Cl,3p⁵→3p⁴4s,lower,11,12,7.135218028642244e-11,4.841911753164598e-11,0.0,33352392853.470173,7.021018613798549e-12,7.155928808619258e-11,4.470208944540559e-22
14,17,Cl,3p⁵→3p⁴4s,lower,11,13,7.135218028642244e-11,4.841911753164598e-11,0.0,13576193898.245733,5.766056057924735e-11,9.163415731029094e-11,1.4305649409712308e-22
14,17,Cl,3p⁵→3p⁴4s,lower,11,14,7.278346732177504e-11,4.841911753164598e-11,0.0,11702385524.196228,7.086414992426814e-11,1.0138679198677075e-10,1.1594573737855176e-22
14,17,Cl,3p⁵→3p⁴4s,lower,11,15,7.218114604807781e-11,4.841911753164598e-11,0.0,12582929832.339067,6.415488966812432e-11,9.641106025008844e-11,1.2926469490531478e-22
14,17,Cl,3p⁵→3p⁴4s,lower,11,16,7.218114604807781e-11,4.841911753164598e-11,0.0,12216090128.404411,6.693968642907103e-11,9.829391247409296e-11,1.2221346810789359e-22
14,17,Cl,3p⁵→3p⁴4s,lower,12,13,9.077537147953928e-11,7.861377773925041e-11,-0.49999999999999983,25404378276.365314,9.84596765088824e-12,9.127791328524147e-11,7.163385917531012e-22
14,17,Cl,3p⁵→3p⁴4s,lower,12,14,9.245404238766659e-11,7.95800435045938e-11,-0.5000000000000004,20165150091.397774,1.9487038679116153e-11,9.443571972881682e-11,6.420103809756031e-22
14,17,Cl,3p⁵→3p⁴4s,lower,12,15,1.0594148290834152e-10,1.0594148290834151e-10,-1.0,42979226653.10219,1.1439829395481194e-12,1.058843212245175e-10,1.0624657148380894e-21
14,17,Cl,3p⁵→3p⁴4s,lower,12,16,5.2979670503135985e-11,2.5643036285079678e-11,0.49999999999999983,14030252228.588713,6.183313161286316e-11,8.140474447708089e-11,4.7797046077660327e-23
14,17,Cl,3p⁵→3p⁴4s,lower,13,14,9.245404238766656e-11,7.958004350459375e-11,-0.4999999999999997,24816280642.715458,9.996520306381518e-12,9.292303869975942e-11,7.408907613517025e-22
14,17,Cl,3p⁵→3p⁴4s,lower,13,15,5.2979670503135985e-11,2.564303628507967e-11,0.49999999999999983,21428502181.4498,3.31904899324918e-11,6.249003824838007e-11,1.0561308317757775e-22
14,17,Cl,3p⁵→3p⁴4s,lower,13,16,1.0594148290834151e-10,1.0594148290834151e-10,-0.9999999999999999,33898912557.00716,2.2568722389140135e-12,1.0592719152300616e-10,1.0606190331135147e-21
14,17,Cl,3p⁵→3p⁴4s,lower,14,15,5.3941562056218503e-11,2.7575567815766354e-11,0.5000000000000004,29426715892.928978,1.7213648021265822e-11,5.660007421183384e-11,1.8331903940396057e-22
14,17,Cl,3p⁵→3p⁴4s,lower,14,16,5.394156205621854e-11,2.757556781576639e-11,0.4999999999999997,21047551791.544315,3.375817827652743e-11,6.360925958829291e-11,1.0953949382916655e-22
14,17,Cl,3p⁵→3p⁴4s,lower,15,16,9.272065954689804e-11,8.029844662326183e-11,-0.49999999999999983,24871198201.220013,1.024257560576575e-11,9.324019047327847e-11,7.473691338448191e-22
14,17,Cl,3p⁵→3p⁴4s,upper,0,1,6.272001909324995e-12,6.272001909324995e-12,-1.0,427976263803.9095,8.090833542038527e-13,6.165209158133522e-12,3.747250557806344e-24
14,17,Cl,3p⁵→3p⁴4s,upper,0,2,1.1532050920433483e-11,-1.1532050920433483e-11,1.0,68962527232.7377,1.2042894930017582e-11,1.7787990952173866e-11,4.865607103161133e-24
14,17,Cl,3p⁵→3p⁴4s,upper,0,3,1.783022106407718e-11,1.783022106407718e-11,-1.0,68837688893.04611,1.2001322701124996e-11,1.7802007357971542e-11,4.866963052115357e-24
14,17,Cl,3p⁵→3p⁴4s,upper,0,4,1.5635669365010365e-11,3.1359061956284114e-12,0.0,64793505499.09897,1.4048446430598677e-11,1.8227208690532613e-11,2.1985885833662567e-24
14,17,Cl,3p⁵→3p⁴4s,upper,0,5,1.5601222046136823e-11,3.1359061956284114e-12,0.0,64999621396.83287,1.3687856620445949e-11,1.7959290236081782e-11,2.289572979305568e-24
14,17,Cl,3p⁵→3p⁴4s,upper,0,6,1.5601222046136823e-11,3.1359061956284114e-12,0.0,64951464413.260605,1.3789369469424982e-11,1.81824594603502e-11,2.214010029107785e-24
14,17,Cl,3p⁵→3p⁴4s,upper,0,7,1.5530109353999774e-11,3.1359061956284114e-12,0.0,65408281385.4521,1.299070550222231e-11,1.7647236868160855e-11,2.433390313796884e-24
14,17,Cl,3p⁵→3p⁴4s,upper,0,8,1.5668436667777918e-11,3.1359061956284114e-12,0.0,64892864822.57167,1.2788184911616825e-11,1.761045257742589e-11,2.5457143603726015e-24
14,17,Cl,3p⁵→3p⁴4s,upper,0,9,1.5668436667777918e-11,3.1359061956284114e-12,0.0,64717503299.1654,1.3511862255738014e-11,1.8116545807205545e-11,2.2923398440481755e-24
14,17,Cl,3p⁵→3p⁴4s,upper,0,10,4.308792758677631e-11,-4.308792758677631e-11,1.0,21658818245.202045,4.309518643019965e-11,4.935971521507403e-11,4.912707392524224e-24
14,17,Cl,3p⁵→3p⁴4s,upper,0,11,5.0606394492935305e-11,5.0606394492935305e-11,-1.0,21088758658.313236,4.433936566080503e-11,5.060599763034301e-11,4.91292766163044e-24
14,17,Cl,3p⁵→3p⁴4s,upper,0,12,5.098437076174852e-11,3.1359061956284114e-12,0.0,19641747249.06573,4.793046927261245e-11,5.400555418025935e-11,2.455122319679252e-24
14,17,Cl,3p⁵→3p⁴4s,upper,0,13,5.247333029212962e-11,3.1359061956284114e-12,0.0,19082882179.046757,4.9288734131392456e-11,5.542711259493581e-11,2.4553106393533712e-24
14,17,Cl,3p⁵→3p⁴4s,upper,0,14,5.247333029212961e-11,3.1359061956284114e-12,0.0,19082882179.032524,4.9433877939279134e-11,5.5370351868575045e-11,2.4553106391160257e-24
14,17,Cl,3p⁵→3p⁴4s,upper,0,15,5.2933877486809737e-11,3.1359061956284114e-12,0.0,18916412658.05265,4.982660099868707e-11,5.594630114880007e-11,2.4553656801473473e-24
14,17,Cl,3p⁵→3p⁴4s,upper,0,16,1.1495172924447796e-10,-1.1495172924447796e-10,1.0,8469780669.750221,1.149566785676038e-10,1.212188481867036e-10,4.916303605796289e-24
14,17,Cl,3p⁵→3p⁴4s,upper,1,2,1.7804052829758478e-11,1.7804052829758478e-11,-1.0,68964324099.19774,1.1975002083227626e-11,1.7775846606359073e-11,4.867350064975861e-24
14,17,Cl,3p⁵→3p⁴4s,upper,1,3,1.1558219154752184e-11,-1.1558219154752184e-11,1.0,68836100940.64603,1.2068882303124831e-11,1.781453242347541e-11,4.8663893890435226e-24
14,17,Cl,3p⁵→3p⁴4s,upper,1,4,1.5635707376054625e-11,3.1360957136965837e-12,0.0,64773678486.4283,1.409325789344502e-11,1.8301123561311535e-11,2.167574150373407e-24
14,17,Cl,3p⁵→3p⁴4s,upper,1,5,1.5601260141108828e-11,3.1360957136965837e-12,0.0,64966188857.73934,1.367317204931323e-11,1.8127757264975377e-11,2.2368074519254797e-24
14,17,Cl,3p⁵→3p⁴4s,upper,1,6,1.5601260141108828e-11,3.1360957136965837e-12,0.0,65117726468.65417,1.2932992539263612e-11,1.7733672797970803e-11,2.4553423961822543e-24
14,17,Cl,3p⁵→3p⁴4s,upper,1,7,1.5530147623409016e-11,3.1360957136965837e-12,0.0,65234556596.290245,1.3796178427821294e-11,1.8168975468109473e-11,2.1803997493137192e-24
14,17,Cl,3p⁵→3p⁴4s,upper,1,8,1.5668474599330114e-11,3.1360957136965837e-12,0.0,64607821636.925804,1.4300806820615266e-11,1.8412727740449325e-11,2.1256406130863403e-24
14,17,Cl,3p⁵→3p⁴4s,upper,1,9,1.5668474599330114e-11,3.1360957136965837e-12,0.0,64664809479.07045,1.3935720908460962e-11,1.8230152504138393e-11,2.2149009709849434e-24
14,17,Cl,3p⁵→3p⁴4s,upper,1,10,4.935992949610131e-11,4.935992949610131e-11,-1.0,21658821269.696075,4.309253107339309e-11,4.9359533273193846e-11,4.9133006943467184e-24
14,17,Cl,3p⁵→3p⁴4s,upper,1,11,4.433439258361031e-11,-4.433439258361031e-11,1.0,21088761449.97277,4.434163806671226e-11,5.0606559205253616e-11,4.913521016745349e-24
14,17,Cl,3p⁵→3p⁴4s,upper,1,12,5.098438241882629e-11,3.1360957136965837e-12,0.0,19641746125.159145,4.796205300482068e-11,5.390454164503311e-11,2.4554186733706964e-24
14,17,Cl,3p⁵→3p⁴4s,upper,1,13,5.247334161843149e-11,3.1360957136965837e-12,0.0,19082881148.24329,4.939941931803393e-11,5.547074593505598e-11,2.455607038129547e-24
14,17,Cl,3p⁵→3p⁴4s,upper,1,14,5.2473341618431475e-11,3.1360957136965837e-12,0.0,19082881148.25551,4.927727857313349e-11,5.544133952413157e-11,2.4556070383339418e-24
