hostname,pl_name,sy_pnum,pl_orbper,pl_ratdor,pl_orbeccen
"Kepler-1129","Kepler-1129 b",2,24.33978040000,21.500000,0.000000
"Kepler-52","Kepler-52 c",3,16.38500210000,42.600000,0.012000
"Kepler-9","Kepler-9 c",3,38.98530000000,49.800000,0.066910
"Kepler-238","Kepler-238 c",5,6.15555700000,5.680000,0.000000
"Kepler-55","Kepler-55 c",5,42.15164180000,13.220000,0.000000
"Kepler-218","Kepler-218 b",3,3.61933700000,9.140000,0.000000
"Kepler-424","Kepler-424 b",2,3.31186440000,11.209000,0.000000
"EPIC 212737443","EPIC 212737443 c",2,65.55000000000,91.172000,0.200000
"Kepler-1312","Kepler-1312 b",2,5.44832528600,19.020000,0.000000
"Kepler-272","Kepler-272 b",3,2.97135300000,8.410000,0.000000
"K2-136","K2-136 b",3,7.97525000000,22.200000,0.140000
"K2-136","K2-136 c",3,17.30723000000,39.400000,0.047000
"K2-136","K2-136 d",3,25.57500000000,48.300000,0.071000
"TOI-199","TOI-199 b",2,104.85400000000,119.100000,0.090000
"HAT-P-11","HAT-P-11 b",2,4.88800000000,16.718400,0.251000
"Kepler-212","Kepler-212 b",2,16.25758200000,19.450000,0.000000
"Kepler-55","Kepler-55 d",5,2.21109900000,9.819000,0.000000
"Kepler-1143","Kepler-1143 c",2,210.63059100000,156.100000,0.000000
"Kepler-431","Kepler-431 c",3,8.70300000000,6.650000,0.000000
"TIC 279401253","TIC 279401253 b",2,76.80000000000,71.900000,0.448000
"Kepler-253","Kepler-253 c",3,10.28195100000,23.230000,0.000000
"Kepler-60","Kepler-60 b",3,7.13340000000,6.310000,0.000000
"Kepler-1518","Kepler-1518 c",2,9.63102580000,5.250000,0.000000
"Kepler-382","Kepler-382 b",2,5.26215500000,9.000000,0.000000
"Kepler-190","Kepler-190 c",2,3.76302400000,19.310000,0.000000
"Kepler-216","Kepler-216 c",2,17.40666900000,19.807000,0.000000
"Kepler-267","Kepler-267 d",3,28.46451500000,84.560000,0.000000
"K2-396","K2-396 c",2,25.76051000000,39.310000,
"K2-198","K2-198 b",3,17.04286830000,25.860000,
"Kepler-296","Kepler-296 c",5,5.84163660000,23.500000,0.330000
"Kepler-1801","Kepler-1801 b",2,10.44089985000,10.260000,0.000000
"HD 118203","HD 118203 b",2,6.13497790000,7.460000,0.313600
"Kepler-204","Kepler-204 b",2,14.40097400000,14.040000,0.000000
"Kepler-122","Kepler-122 d",5,21.58747500000,37.800000,0.000000
"Kepler-139","Kepler-139 b",5,15.77104400000,24.330000,0.000000
"Kepler-55","Kepler-55 e",5,4.61753400000,12.350000,0.000000
"K2-165","K2-165 b",3,2.35499200000,9.208522,
"Kepler-1987","Kepler-1987 e",4,8.74292005000,26.040000,0.000000
"Kepler-2000","Kepler-2000 c",2,20.61803480000,48.850000,0.000000
"Kepler-111","Kepler-111 b",2,3.34181500000,7.350000,0.000000
"HD 80653","HD 80653 b",2,0.71957300000,2.920000,0.000000
"KOI-351","Kepler-90 i",8,14.44912000000,33.800000,0.000000
"Kepler-307","Kepler-307 c",2,13.07290000000,20.340000,0.000000
"Kepler-436","Kepler-436 c",2,16.79713874000,40.790000,0.000000
"Kepler-135","Kepler-135 c",2,11.44870800000,15.400000,0.000000
"Kepler-250","Kepler-250 b",3,4.14814100000,12.610000,0.000000
"K2-138","K2-138 g",6,41.96797000000,57.700000,0.059000
"Kepler-2001","Kepler-2001 b",2,1.09001100300,4.840000,0.000000
"K2-19","K2-19 b",3,7.91930000000,19.660000,0.100000
"Kepler-395","Kepler-395 c",2,34.98926200000,67.770000,0.000000
"Kepler-281","Kepler-281 b",3,14.64600800000,15.800000,0.000000
"TOI-1288","TOI-1288 b",2,2.69982790000,8.500000,0.000000
"Kepler-266","Kepler-266 c",2,107.72360100000,105.770000,0.000000
"Kepler-32","Kepler-32 e",5,2.89600000000,13.500000,0.000000
"Kepler-387","Kepler-387 c",2,11.83754900000,25.080000,0.000000
"Kepler-175","Kepler-175 b",2,11.90351500000,17.800000,0.000000
"Kepler-375","Kepler-375 c",2,19.98632600000,12.990000,0.000000
"Kepler-1312","Kepler-1312 c",2,1.11611998100,6.360000,0.000000
"K2-264","K2-264 c",2,19.66030200000,51.300000,0.450000
"Kepler-53","Kepler-53 b",3,18.64895250000,33.690000,0.000000
"Kepler-338","Kepler-338 e",4,9.34100000000,8.890000,0.050000
"Kepler-11","Kepler-11 d",6,22.68450000000,31.390000,0.004000
"Kepler-48","Kepler-48 d",5,42.89610000000,59.500000,0.000000
"Kepler-1921","Kepler-1921 b",2,20.03479958000,23.390000,0.000000
"Kepler-100","Kepler-100 d",4,35.33310000000,18.380000,0.380000
"Kepler-351","Kepler-351 d",3,142.54424700000,127.830000,0.000000
"Kepler-311","Kepler-311 d",3,232.04032600000,117.800000,0.000000
"Kepler-309","Kepler-309 b",2,5.92365300000,17.510000,0.000000
"Kepler-176","Kepler-176 d",4,25.75197400000,34.000000,0.000000
"Kepler-277","Kepler-277 c",2,33.00600000000,26.150000,0.000000
"Kepler-150","Kepler-150 f",5,637.20930000000,291.100000,
"Kepler-279","Kepler-279 d",4,54.41400000000,24.990000,0.000000
"Kepler-262","Kepler-262 b",2,13.06085500000,23.810000,0.000000
"Kepler-173","Kepler-173 b",2,4.26374200000,10.700000,0.000000
"Kepler-335","Kepler-335 b",2,6.56233100000,10.600000,0.000000
"Kepler-324","Kepler-324 c",4,51.80561200000,23.100000,0.000000
"Kepler-1530","Kepler-1530 c",3,5.32274060000,9.420000,0.000000
"Kepler-1047","Kepler-1047 c",2,3.18897601000,9.835400,0.000000
"K2-168","EPIC 205950854 c",2,8.05072200000,16.180000,
"Kepler-290","Kepler-290 b",3,14.58934700000,47.440000,0.000000
"Kepler-1311","Kepler-1311 b",3,11.17269940000,14.283000,0.000000
"Kepler-126","Kepler-126 d",3,100.28313400000,37.660000,0.020000
"Kepler-445","Kepler-445 c",3,4.87122900000,30.210000,0.000000
"Kepler-1350","Kepler-1350 b",2,4.49686040000,20.650000,0.000000
"Kepler-865","Kepler-865 c",2,6.20920207000,17.490000,0.000000
"Kepler-605","Kepler-605 b",2,3.38353806600,18.211000,0.000000
"Kepler-234","Kepler-234 b",2,2.71150600000,7.088000,0.000000
"Kepler-360","Kepler-360 b",2,3.28967200000,10.948000,0.000000
"Kepler-172","Kepler-172 e",4,35.11873600000,76.320000,0.000000
"Kepler-275","Kepler-275 d",3,35.67606200000,32.500000,0.000000
"K2-146","K2-146 c",2,4.00498000000,20.064000,0.075000
"K2-384","K2-384 d",5,6.67958200000,27.930000,
"Kepler-157","Kepler-157 b",3,1.73234200000,6.029000,0.000000
"Kepler-388","Kepler-388 c",2,13.29700400000,31.340000,0.000000
"Kepler-33","Kepler-33 b",5,5.66793000000,7.870000,0.000000
"K2-24","K2-24 c",2,42.33910000000,53.000000,0.070000
"Kepler-598","Kepler-598 c",2,86.49450000000,91.600000,0.000000
"Kepler-169","Kepler-169 c",5,6.19546900000,17.440000,0.000000
"Kepler-403","Kepler-403 d",3,13.61159129000,13.956000,0.000000
"Kepler-82","Kepler-82 d",5,2.38296100000,8.340000,0.000000
"Kepler-411","Kepler-411 d",4,58.02035000000,35.690000,0.128000
"Kepler-226","Kepler-226 d",3,8.10904400000,17.460000,0.000000
"Kepler-1001","Kepler-1001 c",2,9.18186000000,5.320000,0.000000
"K2-90","K2-90 b",2,13.73331400000,33.400000,0.070000
"Kepler-215","Kepler-215 c",4,14.66710800000,29.609000,0.000000
"Kepler-326","Kepler-326 d",3,6.76688800000,31.420000,0.000000
"Kepler-219","Kepler-219 d",3,47.90364500000,63.600000,0.000000
"Kepler-53","Kepler-53 c",3,38.55830380000,25.000000,0.000000
"TOI-7510","TOI-7510 b",3,11.53086900000,21.270000,0.057200
"Kepler-967","Kepler-967 c",2,198.71125020000,184.680000,0.000000
"Kepler-271","Kepler-271 c",3,7.41086267000,17.600000,0.000000
"K2-63","K2-63 c",2,25.45560000000,36.500000,
"Kepler-289","Kepler-289 c",4,125.87230000000,108.950000,0.000000
"Kepler-1869","Kepler-1869 c",2,1.71682830400,4.670000,0.000000
"Kepler-732","Kepler-732 b",2,9.46781404800,30.870000,0.000000
"Kepler-149","Kepler-149 b",3,29.19894300000,45.558000,0.000000
"HD 63433","HD 63433 b",3,7.10794750000,16.500000,0.240000
"Kepler-647","Kepler-647 c",2,29.66630000000,27.582000,0.000000
"Kepler-54","Kepler-54 c",3,12.07172490000,21.880000,0.000000
"Kepler-138","Kepler-138 b",4,10.31340000000,30.300000,0.020000
"Kepler-81","Kepler-81 d",3,20.83784600000,26.900000,0.000000
"Kepler-1987","Kepler-1987 c",4,3.64830183000,14.170000,0.000000
"Kepler-314","Kepler-314 b",2,2.46106900000,9.100000,0.000000
"Kepler-23","Kepler-23 b",3,7.10000000000,10.643000,0.017000
"Kepler-370","Kepler-370 c",2,19.02293000000,25.700000,0.000000
"Kepler-302","Kepler-302 c",2,127.28218400000,97.120000,0.000000
"Kepler-120","Kepler-120 b",2,6.31250100000,18.129000,0.000000
"Kepler-1073","Kepler-1073 b",3,8.67888593000,19.452000,0.000000
"Kepler-92","Kepler-92 b",3,13.74900000000,10.620000,0.170000
"Kepler-405","Kepler-405 c",2,29.72668200000,25.000000,0.000000
"Kepler-282","Kepler-282 c",4,13.63872300000,19.330000,0.000000
"Kepler-154","Kepler-154 f",5,9.91935684000,17.510000,0.000000
"Kepler-313","Kepler-313 b",2,14.97041800000,13.000000,0.000000
"Kepler-84","Kepler-84 f",5,44.55216900000,43.000000,0.000000
"TOI-261","TOI-261.01",2,3.36392540000,5.846969,
"Kepler-176","Kepler-176 c",4,12.75971200000,27.650000,0.000000
"Kepler-369","Kepler-369 c",2,14.87157200000,48.500000,0.000000
"Kepler-36","Kepler-36 b",2,13.86825000000,10.111000,0.000000
"Kepler-616","Kepler-616 c",3,90.41135560000,107.200000,0.000000
"K2-389","K2-389 c",2,20.85133700000,28.900000,
"Kepler-362","Kepler-362 c",2,37.86628100000,60.620000,0.000000
"Kepler-260","Kepler-260 c",2,76.05017800000,82.690000,0.000000
"Kepler-211","Kepler-211 b",2,4.13857500000,5.560000,0.000000
"Kepler-197","Kepler-197 b",4,5.59930800000,6.260000,0.020000
"Kepler-113","Kepler-113 c",2,8.92507000000,15.100000,0.000000
"K2-75","K2-75 c",2,18.31100000000,21.419376,
"Kepler-297","Kepler-297 c",3,74.92013700000,78.200000,0.000000
"Kepler-198","Kepler-198 b",3,17.79003700000,31.384000,0.000000
"K2-148","K2-148 d",3,9.75790000000,36.300000,
"Kepler-142","Kepler-142 b",3,2.02415200000,4.880000,0.000000
"Kepler-9","Kepler-9 d",3,1.59285100000,5.540000,0.000000
"Kepler-31","Kepler-31 b",3,20.86130000000,31.855000,0.000000
"Kepler-1086","Kepler-1086 c",2,161.51633450000,196.220000,0.000000
"Kepler-352","Kepler-352 c",3,16.33299500000,61.270000,0.000000
"Kepler-30","Kepler-30 c",3,60.32310500000,61.300000,0.011100
"Kepler-62","Kepler-62 c",5,12.44170000000,31.400000,0.000000
"Kepler-270","Kepler-270 c",2,25.26288700000,20.000000,0.000000
"Kepler-446","Kepler-446 c",3,3.03617900000,22.400000,0.000000
"K2-16","K2-16 c",3,19.07863000000,22.800000,
"K2-270","K2-270 b",2,1.54306900000,6.040000,
"K2-374","K2-374 c",2,16.43445000000,27.110000,
"Kepler-406","Kepler-406 c",2,4.62332000000,10.180000,0.000000
"Kepler-431","Kepler-431 d",3,11.92200000000,4.600000,0.000000
"Kepler-342","Kepler-342 b",4,15.17031800000,11.850000,0.000000
"Kepler-263","Kepler-263 c",2,47.33277300000,129.800000,0.000000
"Kepler-124","Kepler-124 c",3,13.82137500000,13.140000,0.000000
"TOI-1347","TOI-1347 c",2,4.84196200000,14.180000,0.000000
"Kepler-117","Kepler-117 b",2,18.79592280000,19.670000,0.049300
"Kepler-267","Kepler-267 c",3,6.87745000000,22.000000,0.000000
"Kepler-1165","Kepler-1165 c",2,29.96870041000,34.680000,0.000000
"Kepler-102","Kepler-102 b",5,5.28696500000,10.300000,0.100000
"K2-282","K2-282 b",2,4.16978300000,11.000000,
"Kepler-255","Kepler-255 d",3,1.04562265800,4.307000,0.000000
"Kepler-85","Kepler-85 e",4,25.21675100000,15.440000,0.000000
"Kepler-1669","Kepler-1669 d",3,4.72941177000,16.040000,0.000000
"TOI-469","HIP 29442 c",3,3.53795590000,9.720000,
"Kepler-113","Kepler-113 b",2,4.75400000000,14.530000,0.000000
"Kepler-122","Kepler-122 b",5,5.76619300000,11.711000,0.000000
"TOI-7510","TOI-7510 d",3,48.86446800000,55.780000,0.040000
"Kepler-305","Kepler-305 e",4,3.20538000000,11.510000,0.000000
"Kepler-24","Kepler-24 b",4,8.14000000000,16.827300,0.023000
"Kepler-221","Kepler-221 b",4,2.79590600000,10.510000,0.000000
"Kepler-295","Kepler-295 b",3,12.64516400000,4.410000,0.000000
"Kepler-233","Kepler-233 b",2,8.47238200000,24.420000,0.000000
"Kepler-131","Kepler-131 c",2,25.51690000000,33.900000,0.000000
"Kepler-221","Kepler-221 e",4,18.36991700000,64.800000,0.000000
"Kepler-52","Kepler-52 d",3,36.44517100000,71.500000,0.000000
"Kepler-367","Kepler-367 c",2,53.57863700000,45.100000,0.000000
"Kepler-50","Kepler-50 b",2,7.81254000000,10.526300,0.000000
"Kepler-237","Kepler-237 b",2,4.71510600000,15.330000,0.000000
"TOI-201","TOI-201 b",3,52.97860000000,50.900000,0.275000
"Kepler-185","Kepler-185 c",2,20.72904200000,56.850000,0.000000
"TOI-4156","TOI-4156 c",2,12.82282706375,25.577442,
"EPIC 212624936","EPIC 212624936 b",2,0.57865700000,3.000000,
"Kepler-148","Kepler-148 b",3,1.72936600000,7.660000,0.000000
"Kepler-431","Kepler-431 b",3,6.80300000000,4.600000,0.000000
"Kepler-154","Kepler-154 b",5,33.04053200000,75.740000,0.000000
"Kepler-354","Kepler-354 c",3,16.93440200000,32.600000,0.000000
"Kepler-84","Kepler-84 b",5,8.72600000000,5.930000,0.000000
"Kepler-1245","Kepler-1245 b",2,4.35409304000,14.530000,0.000000
"Kepler-1090","Kepler-1090 b",2,198.68017900000,177.300000,0.000000
"K2-285","K2-285 b",4,3.47174500000,10.430000,0.000000
"Kepler-769","Kepler-769 c",2,15.98701740000,18.800000,0.000000
"Kepler-244","Kepler-244 c",3,9.76729200000,21.000000,0.000000
"Kepler-144","Kepler-144 b",2,5.88527300000,23.530000,0.000000
"Kepler-294","Kepler-294 c",2,6.62640000000,16.270000,0.000000
"Kepler-1371","Kepler-1371 c",2,2.00541269000,8.430000,0.000000
"Kepler-963","Kepler-963 b",2,9.97683705000,22.824000,0.000000
"K2-168","K2-168 b",2,15.85230000000,25.420000,
"Kepler-59","Kepler-59 c",2,17.98012350000,11.300000,0.000000
"TOI-1803","TOI-1803 b",2,6.29328700000,18.200000,0.000000
"Kepler-152","Kepler-152 b",2,18.20797300000,34.300000,0.000000
"Kepler-140","Kepler-140 c",2,91.35328200000,81.210000,0.000000
"HD 5278","HD 5278 b",2,14.33915600000,22.400000,0.080000
"Kepler-495","Kepler-495 b",2,3.41303622100,10.540600,0.000000
"Kepler-336","Kepler-336 c",3,9.60000100000,7.390000,0.000000
"Kepler-285","Kepler-285 c",2,6.18667600000,16.460000,0.000000
"Kepler-396","Kepler-396 b",2,42.99400000000,72.950000,0.000000
"Kepler-155","Kepler-155 b",2,5.93119400000,20.690000,0.000000
"Kepler-265","Kepler-265 d",4,43.13061700000,51.000000,0.000000
"Kepler-1669","Kepler-1669 c",3,1.60932004500,8.056000,0.000000
"TOI-237","TOI-237 b",2,5.43609800000,34.700000,0.000000
"Kepler-169","Kepler-169 f",5,87.09019500000,109.500000,0.000000
"Kepler-1321","Kepler-1321 c",3,2.22649108600,10.304000,0.000000
"K2-138","K2-138 b",6,2.35309000000,8.500000,0.048000
"Kepler-273","Kepler-273 b",2,2.93653200000,12.820000,0.000000
"Kepler-341","Kepler-341 c",4,8.01041000000,14.580000,0.000000
"Kepler-26","Kepler-26 c",4,17.25590000000,38.500000,0.013000
"Kepler-393","Kepler-393 b",2,9.18241700000,7.670000,0.000000
"Kepler-209","Kepler-209 c",2,41.74988200000,21.430000,0.000000
"Kepler-142","Kepler-142 c",3,4.76170200000,11.218000,0.000000
"Kepler-1649","Kepler-1649 c",2,19.53527000000,76.800000,0.000000
"Kepler-106","Kepler-106 e",4,43.84450000000,28.200000,0.000000
"Kepler-389","Kepler-389 b",2,3.24410700000,5.900000,0.000000
"Kepler-53","Kepler-53 d",3,9.75196200000,6.000000,0.000000
"Kepler-254","Kepler-254 d",3,18.74647700000,20.100000,0.000000
"Kepler-625","Kepler-625 c",2,4.16536510000,9.750000,0.000000
"Kepler-54","Kepler-54 b",3,8.01094340000,7.660000,0.022000
"Kepler-202","Kepler-202 c",2,16.28249300000,42.020000,0.000000
"Kepler-276","Kepler-276 c",3,31.88400000000,35.420000,0.000000
"Kepler-218","Kepler-218 d",3,124.52446470000,100.861000,0.000000
"Kepler-153","Kepler-153 c",2,46.90232000000,87.100000,0.000000
"Kepler-1894","Kepler-1894 b",2,2.76266002700,11.121000,0.000000
"Kepler-193","Kepler-193 c",2,50.69749400000,65.710000,0.000000
"Kepler-62","Kepler-62 f",5,267.29100000000,243.000000,0.000000
"TOI-4342","TOI-4342 b",2,5.53825920000,18.970000,0.000000
"Kepler-132","Kepler-132 d",4,18.01019900000,17.200000,0.000000
"HD 22946","HD 22946 d",3,47.42489000000,57.000000,
"Kepler-400","Kepler-400 b",2,9.02438900000,23.210000,0.000000
"Kepler-137","Kepler-137 b",2,8.43638700000,13.600000,0.000000
"Kepler-454","Kepler-454 b",3,10.57375340000,18.293000,0.320000
"Kepler-383","Kepler-383 c",2,31.20075100000,42.500000,0.000000
"Kepler-1894","Kepler-1894 c",2,5.05368985000,13.270000,0.000000
"Kepler-58","Kepler-58 b",4,10.21849540000,6.690000,0.040000
"TOI-1064","TOI-1064 b",2,6.44386800000,20.409946,0.047000
"Kepler-250","Kepler-250 d",3,17.64831200000,68.200000,0.000000
"Kepler-397","Kepler-397 c",2,135.49852700000,109.000000,0.000000
"HR 858","HR 858 c",3,5.97386500000,11.770000,0.000000
"Kepler-397","Kepler-397 b",2,22.25094900000,44.000000,0.000000
"Kepler-79","Kepler-79 c",4,27.40290000000,30.900000,0.030000
"Kepler-31","Kepler-31 c",3,42.63180000000,28.700000,0.000000
"Kepler-83","Kepler-83 d",3,5.16979600000,17.800000,0.000000
"TOI-815","TOI-815 c",2,34.97614500000,53.900000,0.220000
"Kepler-265","Kepler-265 b",4,6.84626200000,15.000000,0.000000
"Kepler-449","Kepler-449 b",2,12.58242000000,9.480000,0.030000
"Kepler-1542","Kepler-1542 b",4,3.95116882000,10.630000,0.000000
"Kepler-288","Kepler-288 b",3,6.09732600000,13.768000,0.000000
"K2-165","K2-165 d",3,14.10136100000,27.729097,
"Kepler-336","Kepler-336 d",3,20.67877200000,12.320000,0.000000
"K2-138","K2-138 d",6,5.40479000000,14.700000,0.043000
"Kepler-105","Kepler-105 c",2,7.12592000000,19.270000,0.020000
"Kepler-1322","Kepler-1322 c",2,6.45998001100,28.000000,0.000000
"Kepler-68","Kepler-68 c",4,9.60502700000,15.680000,0.099000
"Kepler-25","Kepler-25 b",3,6.23829700000,13.779500,0.002900
"Kepler-288","Kepler-288 d",3,56.63374200000,20.500000,0.000000
"K2-166","K2-166 b",2,8.52695000000,11.100000,
"Kepler-295","Kepler-295 c",3,21.52625800000,19.860000,0.000000
"Kepler-323","Kepler-323 c",2,3.55382290000,8.872000,0.095000
"Kepler-230","Kepler-230 b",2,32.62555500000,53.950000,0.000000
"K2-219","K2-219 c",3,6.66767000000,10.347938,
"Kepler-149","Kepler-149 d",3,160.01803200000,127.000000,0.000000
"Kepler-94","Kepler-94 b",2,2.50806000000,11.000000,0.000000
"Kepler-730","Kepler-730 c",2,2.85188338000,6.100000,0.000000
"Kepler-539","Kepler-539 b",2,125.63243000000,94.607380,0.390000
"TOI-1798","TOI-1798.01",2,8.02152233100,17.602665,0.000000
"Kepler-289","Kepler-289 e",4,330.07160000000,449.000000,0.000000
"KOI-1783","KOI-1783.02",2,284.21500000000,143.400000,0.000000
"Kepler-243","Kepler-243 c",2,20.02621800000,40.700000,0.000000
"Kepler-80","Kepler-80 d",6,3.07222000000,11.870000,0.004100
"K2-268","K2-268 f",5,26.27057000000,41.410000,
"Kepler-330","Kepler-330 c",2,15.95538700000,31.700000,0.000000
"Kepler-60","Kepler-60 c",3,8.91870000000,7.320000,0.039000
"K2-374","K2-374 b",2,4.52195300000,11.440000,
"Kepler-56","Kepler-56 c",3,21.40239000000,5.660000,0.000000
"Kepler-301","Kepler-301 d",3,13.75124300000,19.400000,0.000000
"K2-199","K2-199 b",2,3.22539930000,12.070000,0.020000
"Kepler-290","Kepler-290 d",3,0.76401755300,4.860000,0.000000
"HD 15906","HD 15906 b",2,10.92470900000,25.350000,0.110000
"K2-240","K2-240 b",2,6.03400000000,21.100000,
"Kepler-306","Kepler-306 c",4,7.24019300000,19.580000,0.000000
"Kepler-83","Kepler-83 b",3,9.77000000000,31.380000,0.000000
"K2-187","K2-187 d",4,7.14958400000,18.000000,
"Kepler-799","Kepler-799 b",2,133.46052350000,73.800000,0.000000
"EPIC 212587672","EPIC 212587672 b",2,15.28078000000,30.750000,
"Kepler-1093","Kepler-1093 c",2,89.72229200000,52.800000,0.000000
"Kepler-1315","Kepler-1315 c",2,6.56606006600,20.490000,0.000000
"Kepler-132","Kepler-132 b",4,6.17819600000,8.400000,0.000000
"Kepler-132","Kepler-132 c",4,6.41491400000,8.600000,0.000000
"Kepler-383","Kepler-383 b",2,12.90453200000,30.580000,0.000000
"Kepler-168","Kepler-168 c",2,13.19324200000,20.594990,0.000000
"TOI-5624","TOI-5624 c",5,7.88538500000,19.320000,0.000000
"TIC 24750448","TIC 24750448 b",2,3.59159193029,11.154449,
"Kepler-1642","Kepler-1642 c",2,6.65138020000,24.450000,0.000000
"Kepler-227","Kepler-227 c",2,54.41869400000,96.990000,0.000000
"K2-187","K2-187 e",4,13.60662900000,28.000000,
"Kepler-656","Kepler-656 c",2,5.25449393000,7.520000,0.000000
"KOI-7892","Kepler-457 d",3,10.69060040000,12.440000,0.000000
"Kepler-1814","Kepler-1814 c",2,0.62628176600,3.547000,0.000000
"K2-368","K2-368 c",3,9.66018600000,25.980000,
"Kepler-332","Kepler-332 b",3,7.62632400000,24.470000,0.000000
"Kepler-222","Kepler-222 b",3,3.93698100000,10.900000,0.000000
"Kepler-357","Kepler-357 b",3,6.47543400000,18.920000,0.000000
"HR 858","HR 858 b",3,3.58528700000,8.370000,0.000000
"Kepler-23","Kepler-23 d",3,15.27000000000,19.240000,0.010000
"K2-198","K2-198 c",3,3.35960550000,8.760000,
"Kepler-33","Kepler-33 e",5,31.78440000000,24.900000,0.000000
"Kepler-386","Kepler-386 b",2,12.31043000000,25.690000,0.000000
"Kepler-990","Kepler-990 c",2,0.53835430800,2.862000,0.000000
"Kepler-223","Kepler-223 b",4,7.38449000000,10.690000,0.078000
"Kepler-207","Kepler-207 b",3,1.61186500000,2.960000,0.000000
"Kepler-191","Kepler-191 d",3,5.94504101700,18.117000,0.000000
"EPIC 212297394","EPIC 212297394 c",2,5.21396500000,14.450000,
"K2-35","K2-35 c",2,5.60835200000,19.100000,0.120000
"Kepler-321","Kepler-321 c",2,13.09392100000,19.500000,0.000000
"Kepler-169","Kepler-169 d",5,8.34812500000,10.900000,0.000000
"Kepler-308","Kepler-308 c",2,15.38231000000,31.470000,0.000000
"Kepler-378","Kepler-378 c",2,28.90600900000,72.800000,0.000000
"TOI-1238","TOI-1238 c",2,3.29473600000,13.730000,0.150000
"Kepler-49","Kepler-49 d",4,2.57654900000,12.787000,0.000000
"TOI-904","TOI-904 c",2,83.99970000000,130.000000,
"Kepler-282","Kepler-282 d",4,24.80600000000,31.527000,0.000000
"Kepler-208","Kepler-208 e",4,16.25945800000,14.100000,0.000000
"Kepler-320","Kepler-320 b",2,8.37155400000,3.100000,0.000000
"Kepler-337","Kepler-337 c",2,9.69320100000,6.600000,0.000000
"Kepler-254","Kepler-254 c",3,12.41218300000,27.590000,0.000000
"Kepler-156","Kepler-156 c",2,15.90680100000,31.300000,0.000000
"K2-58","K2-58 c",3,2.53726000000,7.914045,
"Kepler-350","Kepler-350 d",3,26.13600000000,30.200000,0.000000
"K2-224","K2-224 b",2,4.47904000000,13.200000,
"Kepler-256","Kepler-256 c",4,3.38802000000,8.200000,0.000000
"Kepler-1464","Kepler-1464 b",2,31.77859010000,30.560000,0.000000
"Kepler-82","Kepler-82 e",5,5.90220600000,15.260000,0.000000
"Kepler-953","Kepler-953 b",2,88.40655258000,41.400000,0.000000
"Kepler-212","Kepler-212 c",2,31.80517400000,29.670000,0.000000
"Kepler-825","Kepler-825 c",2,8.18182460000,25.740000,0.000000
"Kepler-319","Kepler-319 c",3,6.94135700000,30.380000,0.000000
"Kepler-251","Kepler-251 b",4,4.79093600000,13.700000,0.000000
"Kepler-1802","Kepler-1802 b",2,15.45020008000,10.880000,0.000000
"Kepler-226","Kepler-226 c",3,5.34955500000,13.801500,0.000000
"Kepler-974","Kepler-974 b",2,4.19449651400,10.740000,0.000000
"Kepler-154","Kepler-154 d",5,20.54981883000,29.250000,0.000000
"Kepler-1090","Kepler-1090 c",2,42.42720032000,28.300000,0.000000
"Kepler-968","KOI-1833 d",3,7.68500000000,17.430000,0.000000
"Kepler-269","Kepler-269 b",2,5.32671800000,5.370000,0.000000
"Kepler-83","Kepler-83 c",3,20.09000000000,43.340000,0.000000
"K2-158","K2-158 c",2,5.90279000000,11.300000,
"Kepler-158","Kepler-158 b",3,16.70918400000,38.200000,0.000000
"Kepler-353","Kepler-353 b",2,5.79527800000,14.270000,0.000000
"K2-117","K2-117 b",2,1.29160000000,7.870000,0.060000
"HD 28109","HD 28109 d",3,84.28990000000,61.300000,0.005400
"Kepler-33","Kepler-33 c",5,13.17562000000,13.800000,0.000000
"Kepler-1471","Kepler-1471 c",2,11.60448810000,26.220000,0.000000
"Kepler-119","Kepler-119 c",2,4.12510300000,8.800000,0.000000
"Kepler-430","Kepler-430 b",2,35.96800000000,102.460000,0.000000
"Kepler-619","Kepler-619 d",3,11.67894236000,31.400000,0.000000
"Kepler-294","Kepler-294 b",2,3.70121200000,11.634000,0.000000
"Kepler-192","Kepler-192 d",3,6.47027579000,15.260000,0.000000
"Kepler-1085","Kepler-1085 b",2,219.32175280000,138.600000,0.000000
"K2-350","K2-350 b",2,4.16387300000,10.680000,
"Kepler-24","Kepler-24 c",4,12.33000000000,22.189000,0.014000
"HD 25463","HD 25463 b",2,7.04914230000,11.600000,0.000000
"Kepler-170","Kepler-170 c",2,16.66586300000,31.284000,0.000000
"Kepler-379","Kepler-379 b",2,20.09838000000,29.820000,0.000000
"Kepler-376","Kepler-376 b",2,4.92019900000,9.110000,0.000000
"Kepler-306","Kepler-306 e",4,44.84097500000,63.900000,0.000000
"Kepler-324","Kepler-324 b",4,4.38531500000,13.470000,0.000000
"Kepler-215","Kepler-215 b",4,9.36067200000,21.948000,0.000000
"Kepler-195","Kepler-195 c",2,34.09686300000,24.600000,0.000000
"Kepler-396","Kepler-396 c",2,88.50500000000,96.100000,0.000000
"Kepler-100","Kepler-100 b",4,6.88734000000,6.180000,0.130000
"K2-240","K2-240 c",2,20.52300000000,48.000000,
"Kepler-225","Kepler-225 c",2,18.79423400000,45.470000,0.000000
"Kepler-194","Kepler-194 c",3,17.30803200000,26.455000,0.000000
"Kepler-176","Kepler-176 e",4,51.16579000000,51.000000,0.000000
"WASP-126","WASP-126 b",2,3.28883000000,7.887000,0.180000
