scale,class,type,id,xi,B,sigmaB
D,triton_bearing,T,Ir193,0.924051,7.13679,6.20346e-06
D,EC_alt,T,Pt190,1.16901,7.14431,3.14668e-06
D,triton_bearing,T,Pt192,1.10959,7.14071,1.20473e-05
D,EC_alt,T,Pt193,1,7.13289,6.29336e-06
D,triton_bearing,T,Pt194,1,7.13482,2.33753e-06
D,triton_bearing,T,Pt195,0.949367,7.12638,2.33753e-06
D,triton_bearing,T,Pt196,0.901235,7.12636,2.33753e-06
D,triton_bearing,T,Pt198,0.811765,7.11523,9.52995e-06
D,triton_bearing,T,Au197,0.974684,7.11658,2.51734e-06
D,EC_alt,T,Hg194,1.22535,7.11563,1.33959e-05
D,EC_alt,T,Hg196,1.10667,7.11543,1.34858e-05
D,triton_bearing,T,Hg198,1.05195,7.1129,2.06782e-06
D,triton_bearing,T,Hg199,1,7.10726,2.42744e-06
D,triton_bearing,T,Hg200,0.950617,7.10781,2.42744e-06
D,triton_bearing,T,Hg201,0.903614,7.10032,3.23659e-06
D,triton_bearing,T,Hg202,0.858824,7.09968,3.14668e-06
D,triton_bearing,T,Hg204,0.775281,7.08951,2.24763e-06
D,triton_bearing,T,Tl203,0.927711,7.08997,5.2145e-06
D,EC_alt,T,Tl204,0.83908,7.08455,5.1246e-06
D,triton_bearing,T,Tl205,0.83908,7.08308,5.39431e-06
D,EC_alt,T,Pb202,1.05063,7.08646,1.69022e-05
D,triton_bearing,T,Pb204,1,7.08447,5.03469e-06
D,EC_alt,T,Pb205,0.905882,7.07943,5.03469e-06
D,triton_bearing,T,Pb206,0.905882,7.08036,5.03469e-06
D,triton_bearing,T,Pb207,0.862069,7.07542,4.94478e-06
D,triton_bearing,T,Pb208,0.820225,7.07325,4.94478e-06
D,triton_bearing,T,Pb210,0.741935,7.04494,6.20346e-06
D,EC_alt,T,Bi207,0.929412,7.06161,1.0429e-05
D,EC_alt,T,Bi208,0.885057,7.05742,9.97947e-06
D,triton_bearing,T,Bi209,0.885057,7.05575,5.84384e-06
D,EC_alt,T,Po208,1,7.04799,7.19241e-06
D,EC_alt,T,Po209,0.952941,7.04424,7.64194e-06
D,triton_bearing,T,Ra226,0.722772,6.8885,7.64194e-06
D,triton_bearing,T,Ra228,0.657143,6.87094,7.91166e-06
D,triton_bearing,T,Ac227,0.777778,6.87838,7.64194e-06
D,triton_bearing,T,Th228,0.835052,6.87332,7.10251e-06
D,triton_bearing,T,Th229,0.79798,6.86395,9.44004e-06
D,triton_bearing,T,Th230,0.762376,6.86066,4.76497e-06
D,EC_alt,T,Th232,0.663551,6.84631,5.48422e-06
D,triton_bearing,T,Pa231,0.818182,6.84936,6.9227e-06
D,triton_bearing,T,U232,0.876289,6.84349,7.0126e-06
D,triton_bearing,T,U233,0.838384,6.83635,8.7208e-06
D,EC_alt,T,U234,0.76699,6.83344,4.31545e-06
D,triton_bearing,T,U235,0.76699,6.82463,4.31545e-06
D,triton_bearing,T,U236,0.733333,6.82064,4.22554e-06
D,triton_bearing,T,U238,0.669725,6.80594,5.66403e-06
D,EC_alt,T,Np235,0.821782,6.82116,5.30441e-06
D,EC_alt,T,Np236,0.786408,6.81411,0.000192037
D,triton_bearing,T,Np237,0.786408,6.81031,4.22554e-06
D,EC_alt,T,Pu236,0.878788,6.81294,6.9227e-06
D,triton_bearing,T,Pu238,0.841584,6.80435,4.31545e-06
D,triton_bearing,T,Pu239,0.805825,6.79712,4.22554e-06
D,triton_bearing,T,Pu240,0.771429,6.79327,4.13564e-06
D,triton_bearing,T,Pu241,0.738318,6.78464,4.13564e-06
D,triton_bearing,T,Pu242,0.706422,6.78004,4.67507e-06
D,triton_bearing,T,Pu244,0.646018,6.7652,8.6309e-06
D,triton_bearing,T,Am241,0.825243,6.7818,4.13564e-06
D,triton_bearing,T,Am243,0.757009,6.77002,5.1246e-06
D,EC_alt,T,Cm243,0.809524,6.7671,5.57412e-06
D,triton_bearing,T,Cm244,0.809524,6.76442,4.04573e-06
D,triton_bearing,T,Cm245,0.775701,6.75706,4.22554e-06
D,triton_bearing,T,Cm246,0.743119,6.7532,5.57412e-06
D,triton_bearing,T,Cm247,0.711712,6.74463,1.38454e-05
D,triton_bearing,T,Cm248,0.681416,6.73995,8.54099e-06
D,triton_bearing,T,Cm250,0.623932,6.72395,3.6951e-05
D,triton_bearing,T,Bk247,0.794393,6.74194,1.88801e-05
D,EC_alt,T,Bk248,0.72973,6.73443,0.000181429
D,triton_bearing,T,Cf249,0.813084,6.72796,4.31545e-06
D,triton_bearing,T,Cf250,0.779817,6.72487,5.57412e-06
D,triton_bearing,T,Cf251,0.747748,6.71637,1.39353e-05
D,triton_bearing,T,Cf252,0.716814,6.71173,8.45109e-06
D,EC_alt,T,Es252,0.765766,6.70445,0.000178552
