scale,class,type,id,xi,B,sigmaB
C,HSB,T,NGC2998@27.440000,0.178573,2.75199,0.051439
C,HSB,T,NGC2998@32.320000,0.141337,2.92449,0.05492
C,HSB,T,NGC2998@37.300000,0.111439,3.21389,0.0905321
C,HSB,F,NGC2998@42.280000,0.0878323,3.26754,0.0965774
C,dwarf,F,NGC3109@0.260000,0.00550878,7.64977,4.01299
C,dwarf,F,NGC3109@0.520000,0.0088794,7.99957,0.999946
C,dwarf,F,NGC3109@0.770000,0.0172163,4.93127,0.992872
C,dwarf,F,NGC3109@1.030000,0.0227746,4.57926,1.05491
C,dwarf,F,NGC3109@1.290000,0.0283194,4.75945,0.352552
C,dwarf,F,NGC3109@1.550000,0.0322727,5.22737,0.666577
C,dwarf,F,NGC3109@1.810000,0.0352157,5.43489,0.507046
C,dwarf,F,NGC3109@2.060000,0.0366742,5.68744,1.0422
C,dwarf,F,NGC3109@2.320000,0.0359241,6.38148,1.68171
C,dwarf,F,NGC3109@2.580000,0.034555,5.90973,0.83826
C,dwarf,F,NGC3109@2.840000,0.0332396,6.97855,1.29833
C,dwarf,F,NGC3109@3.100000,0.0321779,7.17449,1.16422
C,dwarf,F,NGC3109@3.350000,0.031798,7.0774,0.979087
C,dwarf,F,NGC3109@3.610000,0.0312416,7.33378,0.968613
C,dwarf,F,NGC3109@3.870000,0.0286886,7.93546,0.957477
C,dwarf,F,NGC3109@4.130000,0.0263703,8.23816,0.9253
C,dwarf,F,NGC3109@4.380000,0.0256217,8.67502,0.784524
C,dwarf,F,NGC3109@4.640000,0.0250012,8.86569,0.720056
C,dwarf,F,NGC3109@4.900000,0.0246389,9.13487,0.567198
C,dwarf,F,NGC3109@5.160000,0.0242747,9.24165,0.5601
C,dwarf,F,NGC3109@5.420000,0.0243524,9.25226,0.833278
C,dwarf,F,NGC3109@5.670000,0.0244262,9.43034,0.906219
C,dwarf,F,NGC3109@5.930000,0.0234288,9.31622,0.955509
C,dwarf,F,NGC3109@6.190000,0.0220715,9.4452,0.913131
C,dwarf,F,NGC3109@6.450000,0.0208346,9.92438,0.884788
C,HSB,T,NGC3198@0.320000,1.84234,0.297356,0.875007
C,HSB,T,NGC3198@0.640000,1.24816,0.691102,0.520322
C,HSB,T,NGC3198@0.960000,0.956644,0.663771,0.469746
C,HSB,T,NGC3198@1.280000,0.786691,1.00073,0.526878
C,HSB,T,NGC3198@1.610000,0.648627,1.33467,0.295257
C,HSB,T,NGC3198@1.930000,0.527671,1.70982,0.458026
C,HSB,T,NGC3198@2.240000,0.497911,1.77519,0.350276
C,HSB,T,NGC3198@2.570000,0.452748,1.91103,0.334265
C,HSB,T,NGC3198@2.890000,0.403135,2.40752,0.149483
C,HSB,T,NGC3198@3.210000,0.403508,2.27332,0.241426
C,HSB,T,NGC3198@3.540000,0.426093,2.235,0.313736
C,HSB,T,NGC3198@3.850000,0.450439,2.16809,0.280893
C,HSB,T,NGC3198@4.170000,0.471239,2.05122,0.182681
C,HSB,T,NGC3198@4.500000,0.475756,1.94767,0.185601
C,HSB,T,NGC3198@4.820000,0.481788,2.04513,0.173595
C,HSB,T,NGC3198@5.150000,0.480756,2.07221,0.136263
C,HSB,T,NGC3198@5.460000,0.480819,2.01397,0.0709398
C,HSB,T,NGC3198@5.780000,0.477767,2.00131,0.0260024
C,HSB,T,NGC3198@6.100000,0.473398,1.99856,0.0810844
C,HSB,T,NGC3198@6.430000,0.465873,1.98205,0.0245663
C,HSB,T,NGC3198@6.740000,0.448497,2.01987,0.0345061
C,HSB,T,NGC3198@7.060000,0.421148,2.11098,0.0454005
C,HSB,T,NGC3198@8.040000,0.346942,2.28108,0.0931051
C,HSB,T,NGC3198@9.040000,0.29166,2.44622,0.0991712
C,HSB,T,NGC3198@10.040000,0.257077,2.63577,0.0693625
C,HSB,T,NGC3198@11.040000,0.233535,2.74384,0.0708088
C,HSB,T,NGC3198@12.050000,0.212999,2.79191,0.0715874
C,HSB,T,NGC3198@14.050000,0.171119,3.01885,0.0769133
C,HSB,T,NGC3198@16.070000,0.131614,3.25898,0.085202
C,HSB,T,NGC3198@18.130000,0.10616,3.58132,0.0936292
C,HSB,F,NGC3198@20.050000,0.0915364,3.80496,0.0988303
C,HSB,F,NGC3198@22.120000,0.0780871,3.99058,0.104329
C,HSB,F,NGC3198@24.030000,0.067785,4.06736,0.108463
C,HSB,F,NGC3198@26.100000,0.0601062,4.16707,0.111868
C,HSB,F,NGC3198@28.160000,0.0542409,4.22261,0.114125
C,HSB,F,NGC3198@30.080000,0.0484019,4.31105,0.118111
C,HSB,F,NGC3198@32.140000,0.0427832,4.62735,0.125914
C,HSB,F,NGC3198@34.060000,0.0390938,4.84382,0.130914
C,HSB,F,NGC3198@36.120000,0.0363679,4.90993,0.132701
C,HSB,F,NGC3198@38.190000,0.0339457,5.04261,0.135372
C,HSB,F,NGC3198@40.100000,0.0319895,5.16474,0.137726
C,HSB,F,NGC3198@42.170000,0.0306181,5.13119,0.205247
C,HSB,F,NGC3198@44.080000,0.0279744,5.30136,0.213478
C,HSB,S,NGC3521@0.510000,11.0434,1.06909,0.494923
C,HSB,T,NGC3521@0.690000,9.70275,1.12594,0.211113
C,HSB,T,NGC3521@0.860000,8.93545,1.21407,0.108038
C,HSB,T,NGC3521@1.030000,8.37692,1.20618,0.102782
C,HSB,T,NGC3521@1.200000,7.34625,1.16803,0.100313
C,HSB,T,NGC3521@1.380000,6.548,1.23908,0.0711676
C,HSB,T,NGC3521@1.550000,6.00254,1.25331,0.0947222
C,HSB,T,NGC3521@1.710000,5.73013,1.23837,0.0838185
C,HSB,T,NGC3521@1.890000,5.36942,1.2313,0.110219
C,HSB,T,NGC3521@2.060000,5.20562,1.22248,0.13905
C,HSB,T,NGC3521@2.230000,4.9834,1.27079,0.154352
C,HSB,T,NGC3521@2.410000,4.66906,1.22089,0.111915
C,HSB,T,NGC3521@2.580000,4.28858,1.21874,0.119596
C,HSB,T,NGC3521@2.750000,4.00778,1.21211,0.0954889
C,HSB,T,NGC3521@2.920000,3.76476,1.18123,0.149623
C,HSB,T,NGC3521@3.090000,3.59722,1.21316,0.0756244
C,HSB,T,NGC3521@3.260000,3.43984,1.1913,0.111635
C,HSB,T,NGC3521@3.430000,3.32399,1.16074,0.122644
C,HSB,T,NGC3521@3.610000,3.17438,1.18776,0.100656
C,HSB,T,NGC3521@3.780000,3.07743,1.19195,0.110956
C,HSB,T,NGC3521@3.950000,2.96726,1.2049,0.0885797
C,HSB,T,NGC3521@4.120000,2.86829,1.20599,0.0908877
C,HSB,T,NGC3521@4.290000,2.7342,1.19301,0.0921571
C,HSB,T,NGC3521@4.460000,2.60268,1.22774,0.108376
C,HSB,T,NGC3521@4.640000,2.44103,1.25826,0.229919
C,HSB,T,NGC3521@4.810000,2.29314,1.24552,0.271016
C,HSB,T,NGC3521@4.980000,2.14909,1.33161,0.176742
C,HSB,T,NGC3521@5.150000,2.02409,1.34243,0.150254
C,HSB,T,NGC3521@5.320000,1.90606,1.31744,0.285754
C,HSB,T,NGC3521@5.490000,1.79998,1.37738,0.271632
C,HSB,T,NGC3521@5.670000,1.69843,1.42657,0.241725
C,HSB,T,NGC3521@5.840000,1.61228,1.35298,0.412399
C,HSB,T,NGC3521@6.010000,1.53295,1.43643,0.342847
C,HSB,T,NGC3521@6.190000,1.45848,1.47974,0.330683
C,HSB,T,NGC3521@6.350000,1.39629,1.54944,0.281195
C,HSB,T,NGC3521@6.640000,1.28938,1.51672,0.361124
C,HSB,T,NGC3521@8.820000,0.77451,1.90091,0.193711
C,HSB,T,NGC3521@11.070000,0.520506,2.25363,0.229656
C,HSB,T,NGC3521@13.320000,0.373745,2.50999,0.152305
C,HSB,T,NGC3521@15.490000,0.280389,2.877,0.174575
C,HSB,T,NGC3521@17.740000,0.209866,3.35627,0.348661
C,HSB,T,NGC3726@3.500000,0.803756,1.08899,0.14947
C,HSB,T,NGC3726@5.240000,0.755598,1.16202,0.113414
C,HSB,T,NGC3726@6.980000,0.671163,1.32151,0.0893158
C,HSB,T,NGC3726@8.720000,0.582853,1.55822,0.0741106
C,HSB,T,NGC3726@10.470000,0.451442,1.63493,0.0968847
C,HSB,T,NGC3726@12.190000,0.368048,1.68016,0.100809
C,HSB,T,NGC3726@13.940000,0.313958,1.63731,0.100758
C,HSB,T,NGC3726@16.030000,0.253055,1.5473,0.1028
C,HSB,T,NGC3726@22.300000,0.132497,2.48784,0.154309
C,HSB,F,NGC3726@27.520000,0.0836268,3.61112,0.455689
C,HSB,F,NGC3726@30.080000,0.0689707,4.05367,0.508508
C,HSB,F,NGC3726@32.520000,0.0586272,4.30725,0.784075
C,dwarf,F,NGC3741@0.230000,0.0938188,2.34176,0.78297
C,dwarf,F,NGC3741@0.470000,0.0744841,2.51738,0.695552
C,dwarf,F,NGC3741@0.700000,0.0545936,4.29143,0.803734
C,dwarf,F,NGC3741@0.930000,0.0417942,5.20021,0.877287
C,dwarf,F,NGC3741@1.170000,0.0323387,5.84266,0.955296
C,dwarf,F,NGC3741@1.400000,0.0263715,5.77111,0.956846
C,dwarf,F,NGC3741@1.640000,0.0223909,6.0201,0.971125
C,dwarf,F,NGC3741@1.870000,0.0193016,7.83982,1.11275
C,dwarf,F,NGC3741@2.100000,0.0169772,8.72365,1.17568
C,dwarf,F,NGC3741@2.330000,0.0161315,8.53131,1.13234
C,dwarf,F,NGC3741@2.570000,0.0157385,9.69856,1.16914
C,dwarf,F,NGC3741@2.800000,0.015685,10.1455,1.15278
C,dwarf,F,NGC3741@3.260000,0.0146925,10.5876,1.12765
C,dwarf,F,NGC3741@3.730000,0.0134401,10.7093,1.10353
C,dwarf,F,NGC3741@4.210000,0.0130808,10.6836,1.06119
C,dwarf,F,NGC3741@4.670000,0.0123933,11.0955,1.06441
C,dwarf,F,NGC3741@5.140000,0.0116758,11.5413,1.08036
C,dwarf,F,NGC3741@5.610000,0.0106454,12.3263,1.14388
C,dwarf,F,NGC3741@6.070000,0.00966502,12.6483,1.2094
C,dwarf,F,NGC3741@6.540000,0.00868074,13.0184,1.33562
C,dwarf,F,NGC3741@7.000000,0.00784616,14.2745,1.79261
C,HSB,T,NGC3769@1.740000,1.37199,0.94435,0.2029
C,HSB,T,NGC3769@3.500000,0.821374,1.15085,0.154171
C,HSB,T,NGC3769@5.240000,0.477919,1.58215,0.144576
C,HSB,T,NGC3769@6.980000,0.305922,2.15463,0.196502
C,HSB,T,NGC3769@8.720000,0.210339,2.54873,0.178006
C,HSB,T,NGC3769@10.470000,0.151453,2.80933,0.200992
C,HSB,T,NGC3769@12.310000,0.111472,2.98784,0.23295
C,HSB,F,NGC3769@14.520000,0.082508,3.2505,0.361795
C,HSB,F,NGC3769@17.070000,0.0635383,4.0408,1.00689
C,HSB,F,NGC3769@31.820000,0.0223933,6.05021,1.02003
C,HSB,F,NGC3769@34.610000,0.0190188,6.22869,1.09794
C,HSB,F,NGC3769@37.160000,0.0165567,6.11119,1.13571
C,HSB,T,NGC3877@0.870000,1.75615,0.275373,0.13113
C,HSB,T,NGC3877@1.740000,1.11862,0.970623,0.218117
C,HSB,T,NGC3877@2.610000,0.839589,1.96735,0.276404
C,HSB,T,NGC3877@3.500000,0.747488,2.26946,0.233338
C,HSB,T,NGC3877@4.370000,0.712072,2.21511,0.179525
C,HSB,T,NGC3877@5.240000,0.737285,1.95115,0.129264
C,HSB,T,NGC3877@6.110000,0.816158,1.54964,0.101396
C,HSB,T,NGC3877@6.980000,0.816928,1.44016,0.0776135
C,HSB,T,NGC3877@7.850000,0.760885,1.408,0.0883123
C,HSB,T,NGC3877@8.720000,0.708084,1.39447,0.0799168
C,HSB,T,NGC3877@9.600000,0.650847,1.37803,0.078975
C,HSB,T,NGC3877@10.470000,0.56076,1.44941,0.0971958
C,HSB,T,NGC3877@11.350000,0.490828,1.50961,0.125057
C,HSB,T,NGC3893@1.740000,3.51219,1.01304,0.0950161
C,HSB,T,NGC3893@3.500000,1.88929,1.34819,0.105376
C,HSB,T,NGC3893@5.240000,1.29938,1.62762,0.107389
C,HSB,T,NGC3893@6.980000,0.821552,1.85368,0.107318
C,HSB,T,NGC3893@8.810000,0.575116,2.01054,0.125388
C,HSB,T,NGC3893@10.900000,0.406037,2.35148,0.17511
C,HSB,T,NGC3893@13.120000,0.28828,2.7224,0.247491
C,HSB,T,NGC3893@15.330000,0.210623,2.92196,0.41136
C,HSB,T,NGC3893@17.300000,0.167682,3.1442,0.418036
C,HSB,T,NGC3893@19.050000,0.140617,3.06561,0.495637
C,HSB,T,NGC3917@0.870000,0.214953,0.929752,0.298439
C,HSB,T,NGC3917@1.740000,0.19123,2.17708,0.342364
C,HSB,T,NGC3917@2.610000,0.206266,2.96282,0.41866
C,HSB,T,NGC3917@3.500000,0.233189,3.6803,0.32066
C,HSB,T,NGC3917@4.370000,0.255612,3.01803,0.197441
C,HSB,T,NGC3917@5.240000,0.271428,2.73796,0.166659
C,HSB,T,NGC3917@6.110000,0.269479,2.70558,0.171574
C,HSB,T,NGC3917@6.980000,0.257911,2.76426,0.165856
C,HSB,T,NGC3917@7.850000,0.241057,2.79408,0.145959
C,HSB,T,NGC3917@8.720000,0.215204,2.90221,0.16645
C,HSB,T,NGC3917@9.600000,0.201031,2.86368,0.167222
C,HSB,T,NGC3917@10.470000,0.182672,2.84759,0.146567
C,HSB,T,NGC3917@11.350000,0.165354,2.94474,0.150461
C,HSB,T,NGC3917@12.190000,0.14828,3.05754,0.156224
C,HSB,T,NGC3917@13.120000,0.126728,3.32394,0.242623
C,HSB,T,NGC3917@13.940000,0.113068,3.55772,0.257806
C,HSB,F,NGC3917@14.860000,0.0974139,3.81785,0.418013
C,HSB,T,NGC3949@1.740000,2.18094,1.17391,0.104984
C,HSB,T,NGC3949@2.610000,1.95257,1.2148,0.0921576
C,HSB,T,NGC3949@3.500000,1.72738,1.12525,0.0917966
C,HSB,T,NGC3949@4.370000,1.26546,1.31246,0.110347
C,HSB,T,NGC3949@5.240000,0.976294,1.49196,0.163096
C,HSB,T,NGC3949@6.110000,0.750116,1.7491,0.237454
C,HSB,T,NGC3949@7.070000,0.5921,2.00899,0.606262
C,HSB,T,NGC3953@3.500000,1.75263,1.57259,0.130325
C,HSB,T,NGC3953@5.240000,1.34669,1.71954,0.110118
C,HSB,T,NGC3953@6.980000,1.10718,1.77766,0.0921751
C,HSB,T,NGC3953@8.720000,1.01028,1.66215,0.0909339
C,HSB,T,NGC3953@10.470000,0.87144,1.61931,0.0809653
C,HSB,T,NGC3953@12.190000,0.732383,1.64016,0.0897305
C,HSB,T,NGC3953@13.940000,0.60294,1.75783,0.0957388
C,HSB,T,NGC3953@15.680000,0.47575,1.82461,0.164639
C,HSB,T,NGC3972@0.870000,0.39299,1.35054,0.334224
C,HSB,T,NGC3972@1.740000,0.322761,2.79404,0.398055
C,HSB,T,NGC3972@2.610000,0.316846,2.84579,0.420184
C,HSB,T,NGC3972@3.500000,0.308973,2.83289,0.294398
C,HSB,T,NGC3972@4.370000,0.280759,2.90394,0.232316
C,HSB,T,NGC3972@5.240000,0.30184,2.5051,0.190042
C,HSB,T,NGC3972@6.110000,0.30235,2.41144,0.172526
C,HSB,T,NGC3972@6.980000,0.255919,2.78577,0.167146
C,HSB,T,NGC3972@7.850000,0.211953,3.17774,0.289316
C,HSB,T,NGC3972@8.720000,0.174714,3.47042,0.253807
C,HSB,T,NGC3992@9.190000,0.762119,2.58572,0.145968
C,HSB,T,NGC3992@13.790000,0.650378,2.2882,0.11441
C,HSB,T,NGC3992@18.350000,0.490382,2.42095,0.101466
C,HSB,T,NGC3992@22.940000,0.372627,2.52981,0.10642
C,HSB,T,NGC3992@27.520000,0.258401,2.8859,0.115873
C,HSB,T,NGC3992@32.110000,0.183089,2.93323,0.179387
C,HSB,T,NGC3992@36.700000,0.137939,3.46292,0.150438
C,HSB,T,NGC3992@41.440000,0.106807,3.86395,0.198809
C,HSB,F,NGC3992@46.020000,0.0860027,4.17884,0.303274
C,HSB,T,NGC4010@0.870000,0.181506,2.88,0.967328
C,HSB,T,NGC4010@1.740000,0.357368,1.41168,0.289576
C,HSB,T,NGC4010@2.610000,0.409862,1.18093,0.241594
C,HSB,T,NGC4010@3.500000,0.390685,1.51582,0.187896
C,HSB,T,NGC4010@4.370000,0.346801,1.72774,0.230854
C,HSB,T,NGC4010@5.240000,0.298582,2.03558,0.223131
C,HSB,T,NGC4010@6.110000,0.266346,2.3929,0.21224
C,HSB,T,NGC4010@6.980000,0.244058,2.78789,0.22391
C,HSB,T,NGC4010@7.850000,0.226179,2.75978,0.218215
C,HSB,T,NGC4010@8.720000,0.202777,2.68591,0.215718
C,HSB,T,NGC4010@9.600000,0.172543,2.73334,0.224839
C,HSB,T,NGC4010@10.470000,0.146455,2.85816,0.182735
C,bulge,T,NGC4013@5.490000,1.37488,1.52937,0.154481
C,bulge,T,NGC4013@6.170000,1.28707,1.40994,0.0723044
C,bulge,T,NGC4013@6.920000,1.17652,1.36118,0.0561311
C,bulge,T,NGC4013@7.690000,1.06469,1.36753,0.0420778
C,bulge,T,NGC4013@8.360000,0.96528,1.38748,0.0426917
C,bulge,T,NGC4013@9.120000,0.854248,1.43717,0.0442206
C,bulge,T,NGC4013@9.880000,0.735485,1.49379,0.108922
C,bulge,T,NGC4013@10.560000,0.626443,1.57321,0.133891
C,bulge,T,NGC4013@11.310000,0.531082,1.69597,0.127654
C,bulge,T,NGC4013@12.080000,0.455146,1.85279,0.119535
C,bulge,T,NGC4013@12.770000,0.401503,1.98684,0.106819
C,bulge,T,NGC4013@13.470000,0.358257,2.08833,0.135459
C,bulge,T,NGC4013@14.170000,0.321976,2.09107,0.232341
C,bulge,T,NGC4013@14.980000,0.286524,1.82272,0.178917
C,bulge,T,NGC4013@15.680000,0.259482,1.8993,0.140689
C,bulge,T,NGC4013@16.370000,0.235969,2.05023,0.125014
C,bulge,T,NGC4013@17.190000,0.21193,2.22723,0.13417
C,bulge,T,NGC4013@17.880000,0.194145,2.33743,0.140809
C,bulge,T,NGC4013@18.580000,0.178432,2.44746,0.147437
C,bulge,T,NGC4013@19.390000,0.162976,2.56763,0.154677
C,bulge,T,NGC4013@20.090000,0.151122,2.73733,0.162936
C,bulge,T,NGC4013@20.790000,0.140364,2.98513,0.173554
C,bulge,T,NGC4013@21.480000,0.131107,3.12932,0.180886
C,bulge,T,NGC4013@22.300000,0.12169,3.17285,0.185547
C,bulge,T,NGC4013@22.990000,0.11473,3.22627,0.18978
C,bulge,T,NGC4013@23.690000,0.108583,3.38647,0.196888
C,bulge,T,NGC4013@24.390000,0.10367,3.48535,0.201465
C,bulge,F,NGC4013@25.200000,0.0981364,3.68818,0.209556
C,bulge,F,NGC4013@25.900000,0.0929139,3.87683,0.2178
C,bulge,F,NGC4013@26.590000,0.088078,4.07358,0.271572
C,bulge,F,NGC4013@27.410000,0.0827159,4.20789,0.374035
C,bulge,F,NGC4013@28.100000,0.0784455,4.32801,0.240445
C,bulge,F,NGC4013@28.800000,0.0745522,4.44334,0.246852
C,bulge,F,NGC4013@29.610000,0.0704305,4.47361,0.251326
C,bulge,F,NGC4013@30.310000,0.0673317,4.36828,0.251051
C,bulge,F,NGC4013@31.010000,0.0637237,4.30638,0.506633
C,HSB,T,NGC4051@1.740000,2.41664,1.02524,0.250804
C,HSB,T,NGC4051@3.500000,0.809697,1.39811,0.188022
C,HSB,T,NGC4051@5.240000,0.646201,1.70441,0.170441
C,HSB,T,NGC4051@6.980000,0.706645,1.52827,0.126082
C,HSB,T,NGC4051@8.720000,0.674757,1.29719,0.0837939
C,HSB,T,NGC4051@10.470000,0.497674,1.34019,0.128798
C,HSB,T,NGC4051@12.190000,0.381991,1.48028,0.189631
C,HSB,T,NGC4085@0.870000,1.52084,0.396313,0.137113
C,HSB,T,NGC4085@1.740000,1.43733,0.751631,0.111004
C,HSB,T,NGC4085@2.710000,1.12114,1.2157,0.134595
C,HSB,T,NGC4085@3.580000,0.938591,1.4134,0.109066
C,HSB,T,NGC4085@4.450000,0.833566,1.34154,0.101132
C,HSB,T,NGC4085@5.320000,0.655999,1.49247,0.100994
C,HSB,T,NGC4085@6.200000,0.489542,1.79438,0.19527
C,HSB,T,NGC4088@1.740000,1.59089,0.766732,0.204101
C,HSB,T,NGC4088@3.500000,1.36699,1.13831,0.165725
C,HSB,T,NGC4088@5.240000,1.64716,0.895323,0.088427
C,HSB,T,NGC4088@6.980000,1.51368,0.892964,0.0648521
C,HSB,T,NGC4088@8.720000,1.06174,1.05348,0.0706178
C,HSB,T,NGC4088@10.470000,0.812409,1.10918,0.0867515
C,HSB,T,NGC4088@12.190000,0.649207,1.12649,0.0802789
C,HSB,T,NGC4088@13.940000,0.48217,1.28099,0.107873
C,HSB,T,NGC4088@15.680000,0.374577,1.41497,0.102754
C,HSB,T,NGC4088@17.420000,0.301614,1.52576,0.103567
C,HSB,T,NGC4088@19.280000,0.244028,1.83005,0.184075
C,HSB,T,NGC4088@21.480000,0.193849,2.141,0.18703
C,HSB,T,NGC4100@2.610000,0.901785,1.80151,0.315264
C,HSB,T,NGC4100@3.500000,0.775468,2.37634,0.240845
C,HSB,T,NGC4100@4.370000,0.795369,2.39103,0.176481
C,HSB,T,NGC4100@5.240000,0.905094,2.05653,0.137855
C,HSB,T,NGC4100@6.110000,0.951734,1.82796,0.100057
C,HSB,T,NGC4100@6.980000,0.923854,1.71855,0.100987
C,HSB,T,NGC4100@7.850000,0.762401,1.87083,0.117047
C,HSB,T,NGC4100@8.720000,0.637755,1.97225,0.0981014
C,HSB,T,NGC4100@9.600000,0.517498,2.18494,0.0887633
C,HSB,T,NGC4100@10.470000,0.423217,2.44968,0.0893113
C,HSB,T,NGC4100@11.350000,0.359087,2.63565,0.121433
C,HSB,T,NGC4100@12.190000,0.318166,2.71196,0.13775
C,HSB,T,NGC4100@13.120000,0.280722,2.73622,0.156778
C,HSB,T,NGC4100@13.940000,0.249442,2.80497,0.138707
C,HSB,T,NGC4100@14.860000,0.220422,2.88038,0.212408
C,HSB,T,NGC4100@15.680000,0.199446,2.91656,0.205485
C,HSB,T,NGC4100@16.610000,0.179803,2.98503,0.22645
C,HSB,T,NGC4100@17.420000,0.164417,3.25733,0.318413
C,HSB,T,NGC4100@18.350000,0.147708,3.40348,0.238436
C,HSB,T,NGC4100@19.160000,0.134204,3.27062,0.228363
C,HSB,T,NGC4100@20.090000,0.120795,3.02901,0.241554
C,HSB,T,NGC4100@21.020000,0.109213,3.20203,0.308043
C,HSB,F,NGC4100@21.950000,0.0992493,3.37419,0.38013
C,HSB,F,NGC4100@22.760000,0.0912817,3.58307,0.405631
C,bulge,T,NGC4138@2.610000,3.31369,1.09087,0.17917
C,bulge,T,NGC4138@5.240000,1.18133,1.80877,0.12615
C,bulge,T,NGC4138@7.850000,0.555666,2.21152,0.23948
C,bulge,T,NGC4138@10.650000,0.298493,2.43088,0.612223
C,bulge,T,NGC4138@13.470000,0.184605,2.48967,0.329667
C,bulge,T,NGC4138@16.030000,0.130894,3.03249,0.738524
C,bulge,F,NGC4138@18.580000,0.0980136,3.63804,1.01865
C,bulge,T,NGC4157@1.740000,2.02553,0.776397,0.194905
C,bulge,T,NGC4157@3.500000,2.15356,0.962925,0.128799
C,bulge,T,NGC4157@5.240000,1.67756,1.23484,0.108049
C,bulge,T,NGC4157@6.980000,1.34079,1.27114,0.0872724
C,bulge,T,NGC4157@8.720000,1.11881,1.21937,0.0885715
C,bulge,T,NGC4157@10.470000,0.814348,1.29976,0.0857575
C,bulge,T,NGC4157@12.190000,0.601807,1.44898,0.0915148
C,bulge,T,NGC4157@13.940000,0.454841,1.60665,0.110565
C,bulge,T,NGC4157@15.680000,0.353041,1.80087,0.125278
C,bulge,T,NGC4157@17.420000,0.293761,1.90598,0.152897
C,bulge,T,NGC4157@19.160000,0.241015,2.08898,0.152345
C,bulge,T,NGC4157@20.900000,0.1983,2.37931,0.169022
C,bulge,T,NGC4157@22.650000,0.175672,2.53274,0.177977
C,bulge,T,NGC4157@24.390000,0.150068,2.78319,0.272333
C,bulge,T,NGC4157@26.130000,0.12856,3.03249,0.371725
C,bulge,T,NGC4157@27.870000,0.111377,3.21158,0.474756
C,bulge,F,NGC4157@29.610000,0.0978325,3.47888,0.511489
C,HSB,T,NGC4183@0.870000,0.261625,2.86986,0.999272
C,HSB,T,NGC4183@1.740000,0.20699,3.55051,0.711179
C,HSB,T,NGC4183@2.610000,0.197466,3.30867,0.486953
C,HSB,T,NGC4183@3.500000,0.165125,3.74196,0.489031
C,HSB,T,NGC4183@4.370000,0.165753,3.79341,0.4084
C,HSB,T,NGC4183@5.240000,0.162344,3.41311,0.357465
C,HSB,T,NGC4183@6.110000,0.157278,3.25074,0.32823
C,HSB,T,NGC4183@6.980000,0.152856,3.15972,0.307113
C,HSB,T,NGC4183@7.850000,0.152045,3.03963,0.284794
C,HSB,T,NGC4183@8.720000,0.151494,2.89677,0.310006
C,HSB,T,NGC4183@9.600000,0.135744,2.98828,0.317018
C,HSB,T,NGC4183@10.470000,0.118777,2.91733,0.294361
C,HSB,T,NGC4183@11.350000,0.110501,2.84081,0.289246
C,HSB,F,NGC4183@12.310000,0.0925844,3.18323,0.298248
C,HSB,F,NGC4183@13.120000,0.0801037,3.32877,0.293176
C,HSB,F,NGC4183@14.050000,0.0707436,3.45542,0.281553
C,HSB,F,NGC4183@14.980000,0.065106,3.58705,0.342251
C,HSB,F,NGC4183@16.030000,0.057594,3.92964,0.375263
C,HSB,F,NGC4183@16.950000,0.0506452,4.15045,0.369767
C,HSB,F,NGC4183@17.880000,0.0475074,4.11852,0.370289
C,HSB,F,NGC4183@18.930000,0.0427832,4.39925,0.423928
C,HSB,F,NGC4183@19.970000,0.0381776,4.8447,0.882428
C,HSB,F,NGC4183@21.020000,0.0349245,5.12167,1.04246
C,HSB,T,NGC4214@0.210000,0.772469,5.59117,1.4527
C,HSB,T,NGC4214@0.630000,0.722487,2.58393,0.426839
C,HSB,T,NGC4214@1.040000,0.542842,2.31345,0.553699
C,HSB,T,NGC4214@1.460000,0.384382,2.60783,0.341793
C,HSB,T,NGC4214@1.880000,0.269677,3.36344,0.414574
C,HSB,T,NGC4214@2.300000,0.185155,4.29346,0.492549
C,HSB,T,NGC4214@2.710000,0.136531,5.10602,0.847816
C,HSB,T,NGC4214@3.140000,0.101235,5.94322,0.931921
C,HSB,F,NGC4214@3.550000,0.0781358,6.81089,0.865604
C,HSB,F,NGC4214@3.960000,0.0630874,7.61889,1.02343
C,HSB,F,NGC4214@4.380000,0.0520511,8.28663,1.56836
C,HSB,F,NGC4214@4.800000,0.0439742,9.0176,1.99643
C,HSB,F,NGC4214@5.220000,0.0377047,9.719,2.25973
C,HSB,F,NGC4214@5.630000,0.0340318,9.98376,2.32129
C,bulge,T,NGC4217@0.870000,5.66582,0.136487,0.0468282
C,bulge,T,NGC4217@1.740000,5.77047,0.286847,0.0475661
C,bulge,T,NGC4217@2.610000,5.50027,0.437219,0.0461176
C,bulge,T,NGC4217@3.500000,4.62635,0.489101,0.0381737
C,bulge,T,NGC4217@4.370000,3.30996,0.616327,0.0421511
C,bulge,T,NGC4217@5.240000,2.43264,0.707432,0.0485096
C,bulge,T,NGC4217@6.110000,1.88156,0.867149,0.0603234
C,bulge,T,NGC4217@6.980000,1.50158,0.96152,0.0665268
C,bulge,T,NGC4217@7.850000,1.25306,1.05802,0.074849
C,bulge,T,NGC4217@8.720000,1.01691,1.19874,0.0927445
C,bulge,T,NGC4217@9.600000,0.833859,1.3419,0.0899284
C,bulge,T,NGC4217@10.470000,0.702049,1.4614,0.0849297
C,bulge,T,NGC4217@11.350000,0.600257,1.54386,0.0972061
C,bulge,T,NGC4217@12.190000,0.520479,1.6056,0.118262
