hostname,hd_name,hip_name,sy_pnum
"KMT-2018-BLG-1025L",,,1
"OGLE-2019-BLG-1470L A",,,1
"OGLE-2018-BLG-1212L",,,1
"KMT-2018-BLG-0885L",,,1
"KMT-2021-BLG-0320L",,,1
"KMT-2021-BLG-1554L",,,1
"OGLE-2019-BLG-0468L",,,2
"KMT-2022-BLG-0303L",,,1
"K2-194",,,1
"Kepler-156",,,2
"Kepler-241",,,2
"Kepler-295",,,3
"HD 33283","HD 33283","HIP 23889",1
"Kepler-714",,,1
"Kepler-1195",,,1
"Kepler-275",,,3
"Kepler-1573",,,1
"Kepler-1425",,,1
"XO-2 N",,,4
"Kepler-1427",,,1
"Kepler-992",,,1
"Kepler-201",,,2
"Kepler-1181",,,2
"Kepler-82",,,5
"HD 192263","HD 192263","HIP 99711",1
"BD+15 2940",,"HIP 78407",1
"HAT-P-65",,,1
"DMPP-4","HD 184960","HIP 96258",1
"Kepler-1481",,,1
"Kepler-1639",,,1
"HD 92788","HD 92788","HIP 52409",2
"HATS-71",,,1
"Kepler-1407",,,1
"Kepler-240",,,2
"Kepler-1042",,,1
"Kepler-729",,,1
"Kepler-395",,,2
"Kepler-554",,,1
"HD 108863","HD 108863","HIP 61020",1
"TIC 46432937",,,1
"WASP-59",,,1
"Kepler-350",,,3
"HD 63454","HD 63454","HIP 37284",1
"Kepler-1633",,,1
"HD 136352","HD 136352","HIP 75181",3
"Kepler-1509",,,1
"Kepler-1791",,,1
"Kepler-560",,,1
"Kepler-377",,,2
"Kepler-746",,,1
"Kepler-113",,,2
"Kepler-49",,,4
"HIP 70849 B",,"HIP 70849 B",1
"K2-3",,,3
"Kepler-234",,,2
"K2-172",,,2
"Kepler-675",,,1
"HD 155918","HD 155918","HIP 84988",2
"Kepler-1483",,,1
"Kepler-1693",,,2
"Kepler-205",,,2
"Kepler-1180",,,1
"HD 170469","HD 170469","HIP 90593",1
"HD 141004","HD 141004","HIP 77257",1
"Kepler-319",,,3
"Kepler-1272",,,1
"Kepler-239",,,2
"TOI-2193 A",,,1
"Kepler-359",,,3
"alf Ari","HD 12929","HIP 9884",1
"GJ 849",,"HIP 109388",2
"HD 62549","HD 62549",,1
"WASP-66",,,1
"Kepler-1774",,,1
"Kepler-1250",,,1
"Kepler-1850",,,1
"K2-179",,,1
"LHS 1903",,"HIP 34730",4
"Kepler-1055",,,1
"Kepler-1140",,,1
"HATS-29",,,1
"Kepler-206",,,3
"Kepler-1826",,,1
"Kepler-42",,,3
"Kepler-794",,,1
"Kepler-211",,,2
"K2-270",,,2
"Kepler-80",,,6
"Kepler-1384",,,1
"WASP-197",,,1
"Kepler-614",,,1
"Kepler-56",,,3
"Kepler-1702",,,1
"11 UMi","HD 136726","HIP 74793",1
"Kepler-819",,,1
"V830 Tau",,,1
"K2-168",,,2
"Kepler-130",,,3
"Kepler-1266",,,2
"Kepler-1559",,,1
"HD 39194","HD 39194","HIP 27080",3
"HD 60532","HD 60532","HIP 36795",2
"K2-381",,,3
"HD 20782","HD 20782","HIP 15527",5
"Kepler-339",,,3
"EPIC 220674823",,,2
"TOI-2545",,,1
"Kepler-1018",,,1
"Kepler-1606",,,1
"HD 162020","HD 162020","HIP 87330",1
"Kepler-828",,,1
"Kepler-1032",,,1
"Kepler-232",,,2
"HAT-P-36",,,1
"TOI-1694",,,2
"Kepler-181",,,2
"Kepler-1667",,,1
"Kepler-344",,,2
"GJ 536","HD 122303","HIP 68469",2
"Kepler-1844",,,1
"TOI-1249",,,1
"K2-176",,,1
"Kepler-265",,,4
"Kepler-960",,,1
"HD 108341","HD 108341","HIP 60788",1
"K2-122",,,1
"Kepler-1145",,,1
"Kepler-1164",,,1
"Kepler-683",,,1
"Kepler-199",,,2
"Kepler-531",,,1
"Kepler-1779",,,1
"Kepler-324",,,4
"Kepler-1299",,,1
"Kepler-843",,,1
"TIC 87422071",,,1
"HD 86264","HD 86264","HIP 48780",1
"HD 153950","HD 153950","HIP 83547",1
"Kepler-689",,,1
"Kepler-2001",,,2
"HD 219077","HD 219077","HIP 114699",1
"Kepler-593",,,1
"KELT-1",,,1
"Kepler-38",,,1
"Kepler-1986",,,1
"HD 217786","HD 217786","HIP 113834",2
"Kepler-1894",,,2
"Kepler-62",,,5
"Kepler-1512",,,1
"Kepler-1177",,,1
"TIC 260969020",,,1
"Kepler-1215",,,1
"Kepler-624",,,1
"Kepler-39",,,1
"K2-32",,,4
"K2-75",,,2
"Kepler-845",,,1
"HAT-P-24",,,1
"K2-138",,,6
"TOI-1062",,,2
"Kepler-274",,,2
"HD 2039","HD 2039","HIP 1931",1
"TOI-406",,,2
"TOI-1516",,,1
"Kepler-263",,,2
"HD 210702","HD 210702","HIP 109577",1
"LHS 4","HD 1326 B",,2
"Kepler-120",,,2
"Kepler-829",,,1
"Kepler-77",,,1
"HD 80883","HD 80883",,1
"Kepler-163",,,2
"Kepler-1828",,,1
"HD 216435","HD 216435","HIP 113044",1
"Kepler-548",,,1
"Kepler-948",,,1
"Kepler-1203",,,1
"Kepler-1804",,,1
"HD 43691","HD 43691","HIP 30057",1
"GJ 1132",,,2
"GJ 486",,"HIP 62452",1
"GJ 9827",,"HIP 115752",3
"HD 207496","HD 207496","HIP 108162 A",1
"HD 63935","HD 63935","HIP 38374",2
"Kepler-170",,,2
"GJ 1214",,,1
"GJ 341","HD 304636","HIP 45908",1
"TOI-500",,,4
"WASP-80",,,1
"KOBE-1",,"HIP 5957",2
"WASP-25",,,1
"Kepler-51",,,4
"TOI-1803",,,2
"WASP-19",,,1
"TOI-125",,,3
"HD 192699","HD 192699","HIP 99894",1
"Kepler-347",,,3
"Kepler-1920",,,1
"Kepler-19",,,3
"KOI-351",,,8
"Kepler-358",,,2
"HIP 78530","HD 143567","HIP 78530",1
"Kepler-1687",,,1
"16 Cyg B","HD 186427","HIP 96901",1
"K2-14",,,1
"Kepler-897",,,1
"Kepler-1712",,,1
"Kepler-1771",,,1
"KELT-18",,,1
"HD 4208","HD 4208","HIP 3479",1
"Kepler-866",,,1
"HAT-P-40",,,1
"HD 80606","HD 80606","HIP 45982",1
"TOI-561",,,4
"Kepler-1244",,,1
"Kepler-1409",,,1
"HAT-P-68",,,1
"Kepler-1332",,,1
"Kepler-407",,,2
"Kepler-972",,,1
"Kepler-1587",,,1
"HATS-8",,,1
"NGC 2682 Sand 978",,,1
"K2-350",,,2
"Kepler-1035",,,1
"HATS-10",,,1
"WASP-4",,,1
"HAT-P-33",,,1
"Kepler-362",,,2
"Kepler-1288",,,1
"Kepler-944",,,1
"Kepler-26",,,4
"Kepler-725",,,2
"GJ 86","HD 13445","HIP 10138",1
"Kepler-1710",,,1
"HD 164595","HD 164595","HIP 88194",1
"NGTS-20",,,1
"Kepler-773",,,1
"Kepler-1526",,,1
"Kepler-1417",,,1
"Kepler-975",,,2
"Kepler-651",,,1
"Kepler-647",,,2
"Kepler-1200",,,1
"TrES-3",,,1
"Kepler-1537",,,1
"Kepler-499",,,1
"Gliese 12",,,1
"NGC 2682 YBP 1194",,,1
"Kepler-1811",,,1
"Kepler-1346",,,1
"Kepler-252",,,2
"HIP 79098 AB","HD 144844","HIP 79098 AB",1
"Kepler-1112",,,1
"HD 33844","HD 33844","HIP 24275",2
"Kepler-1930",,,1
"WASP-62",,,1
"HD 155358","HD 155358","HIP 83949",2
"Kepler-471",,,1
"Kepler-810",,,1
"TOI-3894",,,1
"Kepler-1668",,,1
"HATS-14",,,1
"HAT-P-2","HD 147506","HIP 80076",2
"K2-123",,,1
"HD 185269","HD 185269","HIP 96507",1
"Kepler-1895",,,1
"Kepler-1094",,,1
"K2-200",,,1
"Kepler-1907",,,2
"Kepler-334",,,3
"HATS-16",,,1
"Kepler-572",,,1
"Kepler-1283",,,1
"Kepler-537",,,1
"Kepler-1360",,,1
"Kepler-1173",,,1
"Kepler-1748",,,1
"TOI-1759",,,1
"TOI-1346",,,2
"HAT-P-27",,,1
"Kepler-1799",,,1
"Kepler-1536",,,1
"Kepler-998",,,1
"K2-166",,,2
"HD 171028","HD 171028",,1
"Kepler-1362",,,1
"KOI-4978",,,1
"Kepler-1640",,,1
"Kepler-569",,,1
"TOI-1728",,,1
"Kepler-599",,,1
"Kepler-671",,,1
"Kepler-882",,,1
"Kepler-1141",,,1
"Kepler-1226",,,1
"HD 117618","HD 117618","HIP 66047",1
"TOI-2200",,,1
"HD 66141","HD 66141","HIP 39311",1
"HD 70573","HD 70573",,1
"TOI-1695",,,1
"HD 202206","HD 202206","HIP 104903",1
"Kepler-1375",,,1
"TOI-521",,,1
"K2-136 B",,,3
"K2-104",,,1
"Kepler-1230",,,1
"Kepler-1241",,,1
"6 Lyn","HD 45410","HIP 31039",1
"K2-29",,,1
"Kepler-921",,,1
"Kepler-467",,,1
"HD 216520","HD 216520","HIP 112527",2
"MASCARA-1","HD 201585","HIP 104513",1
"HD 177565","HD 177565","HIP 93858",1
"HD 220197","HD 220197","HIP 115359",1
"TOI-3288",,,1
"TOI-558",,,1
"TOI-2337",,,1
"KELT-24","HD 93148","HIP 52796",1
"HD 167677","HD 167677","HIP 89583",1
"UCAC3 113-933",,,1
"WASP-68","HD 193334",,1
"Kepler-1522",,,1
"K2-250",,,1
"K2-6",,,1
"K2-161",,,1
"Kepler-1564",,,1
"TIC 2010985858",,,1
"HIP 75092","HD 136295","HIP 75092",1
"HD 190007","HD 190007","HIP 98698",1
"TOI-469","HD 42813","HIP 29442",3
"TOI-669",,,1
"HD 109833","HD 109833","HIP 61723",2
"TIC 150070085",,,1
"TOI-1226",,,1
"Kepler-1819",,,1
"TOI-3023",,,1
"TOI-2346",,,1
"TOI-1288",,,2
"TOI-1883",,,1
"75 Cet","HD 15779","HIP 11791",2
"TOI-1758",,,1
"TOI-1772",,,1
"TOI-2088",,,1
"GJ 480",,"HIP 61706",1
"Kepler-421",,,1
"TOI-2345",,,2
"TOI-2587 A",,,1
"TOI-5322",,,1
"TOI-5422",,,1
"TOI-5218",,,1
"Kepler-423",,,1
"TOI-4504",,,3
"K2-353",,,1
"Kepler-388",,,2
"TOI-5704",,,1
"HD 188641","HD 188641",,1
"TOI-3464",,,1
"TIC 198190129",,,1
"HD 42618","HD 42618","HIP 29432",1
"Kepler-1162",,,2
"HD 20003","HD 20003","HIP 14530",2
"14 Her","HD 145675","HIP 79248",2
"HD 191806","HD 191806","HIP 99306",1
"Kepler-1928",,,1
"Kepler-1050",,,2
"Kepler-1349",,,1
"K2-140",,,1
"K2-254",,,2
"HD 183579","HD 183579","HIP 96160",1
"TOI-2267 A",,,3
"K2-174",,,1
"2MASS J05154048+1616394",,,1
"Kepler-1484",,,1
"K2-216",,,1
"TOI-791",,,2
"LHS 3844",,,1
"HD 15337","HD 15337","HIP 11433",2
"HIP 96895","HD 186408","HIP 96895",1
"YZ Cet",,"HIP 5643",3
"Kepler-98",,,1
"GQ Lup",,,1
"GJ 724",,"HIP 91608",1
"TOI-4495",,,2
"Gl 51",,,1
"Kepler-1498",,,1
"HD 126525","HD 126525","HIP 70695",1
"KELT-8","HD 343246",,1
"Kepler-1627",,,1
"HATS-27",,,1
"HD 2685","HD 2685",,1
"HD 116029","HD 116029","HIP 65117",2
"Kepler-515 B",,,1
"Kepler-25 B",,,3
"HD 285968","HD 285968","HIP 21932",1
"WD 1856+534",,,1
"K2-44",,,1
"GJ 163",,"HIP 19394",3
"Kepler-895",,,1
"TOI-2416",,,1
"KELT-7","HD 33643","HIP 24323",1
"HD 135344 B","HD 135344 B",,1
"TOI-905",,,1
"TOI-3807",,,1
"HD 4732 B","HD 4732 B",,2
"TOI-6303",,,1
"Kepler-1953",,,1
"HD 73256","HD 73256","HIP 42214",1
"WASP-36",,,1
"K2-405",,,1
"HD 144899","HD 144899",,1
"Kepler-1021",,,1
"2MASS J03220140+1714465",,,1
"Kepler-1983",,,1
"TOI-238",,,2
"WASP-23",,,1
"HD 154345","HD 154345","HIP 83389",1
"TOI-2328",,,1
"HAT-P-6",,,1
"KELT-21","HD 332124",,1
"WASP-65",,,1
"TOI-907",,,1
"Kepler-136",,,2
"Kepler-812",,,1
"TOI-615",,,1
"K2-280",,,1
"TOI-6699",,,1
"WASP-192",,,1
"CoRoT-25",,,1
"Barnard's star",,"HIP 87937",4
"Kepler-908",,,1
"HIP 48714",,"HIP 48714",1
"TOI-6002",,,1
"Kepler-1172",,,1
"HD 86950","HD 86950","HIP 49129",1
"HD 222155","HD 222155","HIP 116616",1
"PDS 70",,,2
"WASP-90",,,1
"Kepler-1340",,,1
"K2-348",,,2
"K2-403",,,1
"AB Aur",,,1
"HD 31253","HD 31253","HIP 22826",1
"HD 106252","HD 106252","HIP 59610",1
"TOI-1448",,,1
"WASP-181",,,1
"WASP-162",,,1
"Kepler-1634",,,1
"HIP 10090",,"HIP 10090",2
"TOI-332",,,1
"K2-156",,,1
"TOI-1634",,,2
"K2-227",,,1
"HD 11977","HD 11977","HIP 8928",1
"Kepler-1234",,,1
"HD 10697","HD 10697","HIP 8159",1
"TOI-5916",,,1
"Gl 686",,"HIP 86287",1
"HD 211403","HD 211403","HIP 109876",1
"HD 77946","HD 77946","HIP 44746",1
"Kepler-793",,,1
"TOI-7333",,,1
"HD 13724","HD 13724",,1
"TOI-1422",,,2
"Kepler-789",,,1
"Kepler-778",,,1
"Kepler-1947",,,1
"Kepler-1892",,,1
"HD 196068","HD 196068",,2
"KELT-2 A","HD 42176","HIP 29301",1
"LP 544-12",,,2
"NLTT 37349",,,1
"TIC 245076932",,,1
"Kepler-1601",,,1
"Kepler-1082",,,1
"Kepler-1878",,,1
"TOI-1898",,"HIP 47288",1
"HD 126614","HD 126614","HIP 70623",1
"Kepler-1985",,,1
"Kepler-1718",,,1
"HD 197037 B","HD 197037 B",,1
"Kepler-1418",,,1
"Kepler-755 B",,,2
"TOI-6000",,,1
"GJ 238",,"HIP 31300",1
"Kepler-1473",,,1
"TrES-5",,,1
"K2-173",,,1
"HD 89744 B","HD 89744 B",,1
"OGLE-2017-BLG-0448L",,,1
"KMT-2019-BLG-1552L",,,1
"Kepler-1015",,,1
"HD 19994 C","HD 19994 C",,1
"Kepler-1628",,,1
"WASP-88",,,1
"BD-14 3065 C",,,1
"2MASS J16262774-2527247",,,1
"OGLE-2018-BLG-0799L",,,1
"TOI-2202",,,2
"TOI-697",,,1
"HD 98736 B","HD 98736 B",,1
"Kepler-1626",,,1
"WASP-54 B",,,1
"OGLE-2018-BLG-0506L",,,1
"TIC 77319217",,,1
"Kepler-368",,,2
"HAT-P-57",,,1
"TOI-4666",,,1
"TOI-1294",,,2
"HD 224538","HD 224538","HIP 118228",1
"HD 19615","HD 19615",,1
"KELT-18 B",,,1
"TOI-6080",,,1
"WASP-70 A","HD 358155",,1
"GSC 06214-00210",,,1
"K2-351",,,1
"K2-59",,,2
"WASP-24 Bb",,,1
"TOI-3984 A",,,1
"nu Oct B",,,1
"TOI-5110",,,1
"HIP 45983","HD 80607","HIP 45983",1
"Kepler-1959",,,1
"HIP 79098 B",,"HIP 79098 B",1
"TOI-2447",,,1
"KOI-984",,,2
"WASP-154",,,1
"NGTS-15",,,1
"2MASS J11011926-7732383",,,1
"K2-415",,,1
"HD 96167 B","HD 96167 B",,1
"HAT-P-8 C",,,1
"HD 38529 B","HD 38529 B",,2
"Kepler-1966",,,1
"EPIC 206032309",,,1
"HD 185269 Bb","HD 185269 Bb",,1
"KIC 10525077",,,1
"HATS-49",,,1
"HAT-P-57 B",,,1
"CoRoT-23",,,1
"K2-152",,,1
"TOI-6041",,,2
"K2-398",,,2
"Kepler-365",,,2
"TOI-757",,,1
"HD 40956","HD 40956","HIP 28951",1
"G 229-20 B",,,1
"18 Del B",,,1
"KMT-2023-BLG-1866L",,,1
"Kepler-411 B",,,4
"TOI-1438",,,2
"TOI-2285",,,1
"OGLE-2018-BLG-1119L",,,1
"b Cen B",,,1
"HD 20329","HD 20329","HIP 15249",1
"G 192-15",,,2
"OGLE-2019-BLG-0304L B",,,1
"KOI-7913 B",,,1
"WISE J033605.05-014350.4",,,1
"HIP 81208 C",,"HIP 81208 C",1
"2MASS J0249-0557 B",,,1
"WASP-2 B",,,1
"WASP-58 B",,,1
"TOI-5786 B",,,1
"TOI-3160 B",,,1
"TOI-5386 B",,,1
"WISPIT 1 B",,,2
"Kepler-34 B",,,1
"2MASS J01033563-5515561 B",,,1
"TOI-5153",,,1
"TOI-3682",,,1
"TOI-954",,,1
"KELT-15 B",,,1
"BD+60 1417",,,1
"HD 217958","HD 217958",,1
"EPIC 212499991",,,1
"WASP-132",,,3
"TIC 423703298",,,1
"NGTS-16",,,1
"PSR B1620-26",,,1
"WISEP J121756.91+162640.2 A",,,1
"TOI-2031 B",,,1
"TYC 3318-01333-1",,,1
"TOI-4463 A",,,1
"HD 9174","HD 9174","HIP 6993",1
"HD 284149 A","HD 284149 A","HIP 19176",1
"WASP-145 B",,,1
"Kepler-1699",,,1
"TOI-5720",,,1
"TOI-5605",,,1
"Kepler-89 B",,,4
"TOI-1011",,"HIP 36964",1
"TIC 102840237",,,2
"TIC 188624430",,,1
"HD 125612 B","HD 125612 B",,3
"ome Ser B",,,1
"HD 80869","HD 80869","HIP 46022",1
"TIC 270471727",,,1
"HD 142022 A","HD 142022 A","HIP 79242",1
"TOI-2152 C",,,1
"TOI-756",,,2
"BD+45 564",,,1
"TOI-1259 B",,,1
"WASP-87 B",,,1
"TOI-564",,,1
"HD 75289 B","HD 75289 B",,1
"K2-290",,,2
"K2-253",,,1
"HD 109749 B","HD 109749 B",,1
"HD 8535 B","HD 8535 B",,1
"Kepler-1540 B",,,1
"Kepler-130 B",,,3
"HR 858 B",,,3
"2MASS J03590986+2009361",,,1
"TOI-6677",,,1
"HD 360","HD 360",,1
"HU Aqr",,,2
"TIC 147027702",,,1
"TOI-2886",,,1
"Kepler-390 B",,,2
"TOI-1937 A",,,1
"EPIC 220194953",,,3
"Kepler-517 B",,,1
"UCAC4 328-061594",,,1
"Kepler-1620",,,1
"K2-288 B",,,1
"GJ 896 B",,,1
"MOA-2011-BLG-028L",,,1
"MOA-2010-BLG-353L",,,1
"OGLE-2016-BLG-0263L",,,1
"OGLE-2013-BLG-0132L",,,1
"OGLE-2017-BLG-0173L",,,1
"OGLE-2017-BLG-1434L",,,1
"KMT-2017-BLG-1146L",,,1
"OGLE-2005-BLG-169L",,,1
"MOA-2010-BLG-477L",,,1
"MOA-2010-BLG-073L",,,1
"MOA-2011-BLG-293L",,,1
"OGLE-2012-BLG-0358L",,,1
"OGLE-2018-BLG-1700L",,,1
"KMT-2024-BLG-0404L",,,2
"OGLE-2018-BLG-1269L",,,1
"OGLE-2017-BLG-1049L",,,1
"KMT-2024-BLG-1281L",,,1
"KMT-2016-BLG-2605L",,,1
"OGLE-2019-BLG-0304L",,,1
"KMT-2021-BLG-0712L",,,1
"KMT-2021-BLG-0171L",,,1
"KMT-2018-BLG-1988L",,,1
"AT2021ueyL",,,1
"TOI-2267 B",,,3
"KMT-2021-BLG-0119L",,,1
"OGLE-2017-BLG-1237L",,,1
"KMT-2019-BLG-1806L",,,1
"KMT-2019-BLG-1367L",,,1
"KMT-2021-BLG-2609L",,,1
"KMT-2023-BLG-1743L",,,1
"K2-126",,,1
"Kepler-246",,,2
"Kepler-1689",,,1
"NGTS-21",,,1
"HIP 70849",,"HIP 70849",1
"K2-336",,,1
"Kepler-1049",,,1
"Kepler-1232",,,1
"Kepler-318",,,2
"HD 149026","HD 149026","HIP 80838",1
"HIP 56998","HD 101581","HIP 56998",2
"Kepler-781",,,1
"HD 63433","HD 63433","HIP 38228",3
"Kepler-297",,,3
"Kepler-261",,,2
"Kepler-204",,,2
"Kepler-60",,,3
"Kepler-1312",,,2
"Kepler-1279",,,1
"Kepler-1548",,,1
"Kepler-173",,,2
"Kepler-654",,,1
"Kepler-166",,,3
"Kepler-990",,,2
"HD 10647","HD 10647","HIP 7978",1
"HD 154391","HD 154391","HIP 83289",1
"Kepler-6",,,1
"OGLE-TR-132",,,1
"Kepler-1147",,,1
"Kepler-1208",,,1
"Kepler-109",,,2
"Kepler-954",,,1
"Kepler-1044",,,1
"Kepler-247",,,3
"Kepler-1896",,,1
"Kepler-787",,,1
"HD 179949","HD 179949","HIP 94645",1
"Kepler-387",,,2
"Kepler-1713",,,1
"WASP-16",,,1
"EPIC 212297394",,,2
"Kepler-527",,,1
"OGLE-TR-182",,,1
"TOI-1760",,,1
"Kepler-1285",,,1
"Kepler-859",,,1
"HD 10180","HD 10180","HIP 7599",6
"DMPP-3 A","HD 42936","HIP 28941",1
"Kepler-511",,,2
"HD 148427","HD 148427","HIP 80687",1
"Kepler-1073",,,3
"K2-73",,,2
"Kepler-522",,,1
"Kepler-1229",,,1
"Kepler-283",,,2
"PH1",,,1
"Kepler-602",,,1
"Kepler-687",,,1
"HAT-P-7",,,1
"Kepler-287",,,2
"GJ 900 B",,"HIP 116384 B",1
"Kepler-967",,,2
"Kepler-1209",,,1
"Kepler-823",,,1
"HD 214823","HD 214823","HIP 111928",1
"HD 129445","HD 129445","HIP 72203",1
"NGTS-38",,,1
"Kepler-698",,,1
"Kepler-677",,,1
"WASP-34",,,1
"Kepler-1902",,,1
"WASP-100",,,1
"Kepler-1595",,,1
"Kepler-997",,,1
"Kepler-155",,,2
"HD 238914","HD 238914","HIP 91388",1
"Kepler-435",,,1
"Kepler-1897",,,1
"Kepler-1127",,,1
"K2-195",,,2
"Kepler-1741",,,1
"Kepler-316",,,2
"Kepler-1531",,,1
"Kepler-953",,,2
"Kepler-500",,,1
"K2-255",,,1
"TOI-5238",,,1
"Kepler-46",,,3
"Kepler-800",,,1
"Kepler-977",,,1
"Kepler-927",,,1
"Qatar-6",,,1
"Kepler-702",,,1
"Kepler-529",,,3
"K2-387",,,1
"Kepler-446",,,3
"TOI-5728",,,1
"Kepler-1551",,,1
"Kepler-1387",,,1
"Kepler-168",,,2
"Kepler-1077",,,1
"Kepler-1289",,,1
"Kepler-1529",,,1
"HD 93083","HD 93083","HIP 52521",2
"Kepler-1129",,,2
"Kepler-639",,,1
"HIP 67537","HD 120457","HIP 67537",1
"HD 191939","HD 191939","HIP 99175",6
"Kepler-1963",,,1
"Kepler-1130",,,3
"Kepler-902",,,1
"Kepler-951",,,1
"HATS-1",,,1
"Kepler-744",,,1
"Kepler-914",,,1
"Kepler-1958",,,1
"Kepler-111",,,2
"Kepler-765",,,1
"Kepler-184",,,3
"Kepler-1501",,,1
"Kepler-133",,,2
"HAT-P-22","HD 233731",,1
"Kepler-164",,,4
"GJ 674",,"HIP 85523",1
"Kepler-1764",,,1
"WASP-175",,,1
"Kepler-1454",,,1
"HD 147873 B","HD 147873 B",,2
"K2-45",,,1
"TOI-4940",,,1
"Kepler-1087",,,1
"Kepler-1400",,,1
"WASP-180 B",,,1
"Kepler-916",,,1
"Kepler-1271",,,1
"Kepler-29",,,2
"HD 208897","HD 208897","HIP 108513",1
"Kepler-662",,,1
"Kepler-1174",,,1
"Kepler-1420",,,1
"Kepler-360",,,2
"Kepler-1911",,,1
"Kepler-521",,,1
"WASP-21",,,1
"Kepler-1085",,,2
"K2-71",,,1
"Kepler-260",,,2
"Kepler-1607",,,1
"Kepler-117",,,2
"Kepler-1998",,,1
"Kepler-53",,,3
"Kepler-214",,,2
"Kepler-1176",,,1
"HD 125390","HD 125390","HIP 69888",1
"Kepler-296",,,5
"Kepler-666",,,1
"Kepler-1091",,,1
"Kepler-63",,,1
"Kepler-465",,,1
"HD 5278","HD 5278","HIP 3911",2
"HAT-P-8",,,1
"Kepler-1143",,,2
"Kepler-905",,,1
"Kepler-1429",,,1
"Kepler-952",,,1
"TOI-1659",,,1
"Kepler-858",,,1
"Kepler-852",,,1
"Kepler-277",,,2
"HD 59686 A","HD 59686 A","HIP 36616",1
"Kepler-708",,,1
"NGTS-32",,,1
"Kepler-31",,,3
"Kepler-1553",,,1
"Kepler-79",,,4
"Kepler-509",,,1
"Kepler-41",,,1
"Kepler-1465",,,1
"Kepler-147",,,2
"HATS-62",,,1
"K2-53",,,1
"Kepler-1282",,,1
"Kepler-1222",,,1
"HD 89345","HD 89345","HIP 50496",1
"TrES-4",,,1
"Kepler-12",,,1
"V1298 Tau",,,4
"HAT-P-26",,,1
"NGTS-11",,,1
"LP 729-55",,,2
"TOI-1173",,,1
"LHS 1140",,,2
"Kepler-236",,,2
"KELT-4 A",,"HIP 51260",1
"HD 195689 B","HD 195689 B",,1
"TOI-2445",,,1
"TOI-824",,,1
"TOI-2076",,,4
"WASP-96",,,1
"LTT 9779",,"HIP 117883",1
"WASP-18 B",,,1
"Kepler-1280",,,1
"K2-287",,,1
"TOI-1416",,"HIP 70705",1
"Kepler-1514",,,2
"Kepler-982",,,1
"Kepler-898",,,1
"CD-35 2722",,,1
"WASP-75",,,1
"WASP-5",,,1
"Kepler-1565",,,1
"Kepler-892",,,1
"K2-269",,,1
"Kepler-817",,,1
"Kepler-766",,,1
"Kepler-50",,,2
"Kepler-1053",,,1
"HAT-P-32",,,1
"WASP-151",,,1
"TOI-5143",,,1
"Kepler-517",,,1
"Kepler-627",,,1
"TOI-849",,,1
"Kepler-792",,,1
"xi Aql","HD 188310","HIP 97938",1
"WASP-166",,,1
"Kepler-445",,,3
"Kepler-142",,,3
"Kepler-1161",,,1
"HIP 116454",,"HIP 116454",1
"Kepler-300",,,2
"Kepler-679",,,1
"K2-171",,,1
"HD 142","HD 142","HIP 522",3
"TOI-4994",,,1
"HD 4308","HD 4308","HIP 3497",1
"Kepler-575",,,1
"TOI-1203",,"HIP 54779",4
"HAT-P-27 B",,,1
"K2-127",,,1
"Kepler-1128",,,1
"Kepler-1773",,,1
"Kepler-906",,,1
"WASP-79",,,1
"HIP 8541","HD 11343","HIP 8541",2
"Kepler-1508",,,1
"Kepler-1070",,,1
"Kepler-138",,,4
"Kepler-1000",,,1
"Kepler-980",,,1
"K2-151",,,1
"Kepler-4",,,1
"Kepler-1615",,,1
"Kepler-1890",,,1
"TOI-7008",,,1
"WISPIT 2",,,2
"Kepler-1352",,,1
"K2-291","HD 285181",,1
"HD 125612","HD 125612","HIP 70123",3
"Kepler-320",,,2
"Kepler-1632",,,1
"Kepler-22",,,1
"Kepler-507",,,1
"HIP 109384",,"HIP 109384",1
"K2-211",,,1
"Kepler-485",,,1
"K2-26",,,1
"Kepler-887",,,2
"BD+49 828",,,1
"HD 82943","HD 82943","HIP 47007",2
"HD 113337","HD 113337","HIP 63584",2
"WASP-3",,,1
"HAT-P-5",,,1
"Kepler-821",,,1
"Kepler-353 B",,,2
"Kepler-1480 B",,,1
"HD 211810","HD 211810","HIP 110094",1
"HD 215152","HD 215152","HIP 112190",4
"HD 187085","HD 187085","HIP 97546",1
"KELT-3 B",,,1
"TOI-4603","HD 245134",,1
"TOI-4329",,,1
"Kepler-1825",,,1
"Kepler-1270",,,1
"HD 2638","HD 2638","HIP 2350",1
"Kepler-1497",,,1
"Kepler-1101",,,1
"Kepler-1277",,,1
"HD 82886","HD 82886","HIP 47087",1
"NGTS-13",,,1
"HD 93963 A","HD 93963 A",,2
"TOI-2193 B",,,1
"Kepler-1914",,,1
"Kepler-114",,,3
"Kepler-1157",,,1
"Kepler-208",,,4
"TOI-715",,,1
"Kepler-1673",,,1
"TOI-2005",,,1
"Kepler-1343",,,1
"Kepler-534",,,2
"HATS-22",,,1
"HD 111232","HD 111232","HIP 62534",2
"TOI-2406",,,1
"Kepler-756",,,1
"Kepler-440",,,1
"HD 16760","HD 16760","HIP 12638",1
"TOI-2518",,,1
"HD 37605","HD 37605","HIP 26664",2
"Kepler-1486",,,1
"Kepler-1833",,,1
"Kepler-473",,,1
"Kepler-1545",,,1
"HD 93351","HD 93351",,2
"Kepler-1074",,,1
"Kepler-1080",,,1
"Kepler-367",,,2
