Cassini SCE1 resume/fetch started
[2026-08-08T19:56:40.7924721+10:00] SKIP 1173 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\document\docinfo.txt
[2026-08-08T19:56:40.8076059+10:00] SKIP 9834 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\document\dors_002_020501.txt
[2026-08-08T19:56:40.8365981+10:00] SKIP 1463 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\document\rol_021101.txt
[2026-08-08T19:56:40.8555061+10:00] SKIP 4689 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\document\rsrlog_021101.txt
[2026-08-08T19:56:40.8694319+10:00] SKIP 18962 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\document\spk_mm_sis_000525.txt
[2026-08-08T19:56:40.8894083+10:00] SKIP 26581 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\document\trk_2_21_950831.txt
[2026-08-08T19:56:40.9077888+10:00] SKIP 25915 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\document\trk_2_23_000531.txt
[2026-08-08T19:56:41.2600287+10:00] SKIP 703 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\spk\c32easc2002_160_2002_186.lbl
[2026-08-08T19:56:41.2654512+10:00] SKIP 365947 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\spk\c32easc2002_160_2002_186.spk
[2026-08-08T19:56:41.5999286+10:00] SKIP 29875 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\eop\c32easc2001_244_2002_245.eop
[2026-08-08T19:56:41.6039271+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\eop\c32easc2001_244_2002_245.lbl
[2026-08-08T19:56:41.9507566+10:00] SKIP 22320 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\ion\c32easc2002_182_2002_213.ion
[2026-08-08T19:56:41.9540471+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\ion\c32easc2002_182_2002_213.lbl
[2026-08-08T19:56:42.2996715+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\tro\c32easc2002_182_2002_189.lbl
[2026-08-08T19:56:42.3046697+10:00] SKIP 24528 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\tro\c32easc2002_182_2002_189.tro
[2026-08-08T19:56:42.6342810+10:00] SKIP 45315061 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\ckf\c32easc2002_182_2002_189.ckf
[2026-08-08T19:56:42.6425842+10:00] SKIP 697 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\ckf\c32easc2002_182_2002_189.lbl
[2026-08-08T19:56:43.0377324+10:00] SKIP 1796 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\CATINFO.TXT
[2026-08-08T19:56:43.0447326+10:00] SKIP 32999 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\DATASET.CAT
[2026-08-08T19:56:43.0655546+10:00] SKIP 83358 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\INST.CAT
[2026-08-08T19:56:43.0817188+10:00] SKIP 40155 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\INSTHOST.CAT
[2026-08-08T19:56:43.1108943+10:00] SKIP 50105 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\MISSION.CAT
[2026-08-08T19:56:43.1332362+10:00] SKIP 5472 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\PERSON.CAT
[2026-08-08T19:56:43.1550692+10:00] SKIP 834 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\PROJREF.CAT
[2026-08-08T19:56:43.1820713+10:00] SKIP 135747 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\REF.CAT
[2026-08-08T19:56:43.5412098+10:00] SKIP 309479 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\casrssis.txt
[2026-08-08T19:56:43.5472086+10:00] SKIP 8169 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\ck_mm_sis_000614.txt
[2026-08-08T19:56:43.5635949+10:00] SKIP 1173 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\docinfo.txt
[2026-08-08T19:56:43.5849011+10:00] SKIP 9834 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\dors_002_020501.txt
[2026-08-08T19:56:43.6024082+10:00] SKIP 1463 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\rol_021101.txt
[2026-08-08T19:56:43.6222386+10:00] SKIP 4689 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\rsrlog_021101.txt
[2026-08-08T19:56:43.6398057+10:00] SKIP 18962 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\spk_mm_sis_000525.txt
[2026-08-08T19:56:43.6647593+10:00] SKIP 26581 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\trk_2_21_950831.txt
[2026-08-08T19:56:43.6758702+10:00] SKIP 25915 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\trk_2_23_000531.txt
[2026-08-08T19:56:43.8898757+10:00] Unique product jobs: 641
[2026-08-08T19:56:43.9431446+10:00] SKIP 4445 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\515\c32easc2002_157_0630_142954.lbl
[2026-08-08T19:56:43.9496828+10:00] SKIP 26904555 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\515\c32easc2002_157_0630_142954.515
[2026-08-08T19:56:43.9711228+10:00] SKIP 4443 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\515\c32easc2002_157_1415_025025.lbl
[2026-08-08T19:56:43.9854223+10:00] SKIP 7855520 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\515\c32easc2002_157_1415_025025.515
[2026-08-08T19:56:43.9964153+10:00] SKIP 54675 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\odf\c32easc2002_157_0000k252v0.lbl
[2026-08-08T19:56:44.0127896+10:00] SKIP 274176 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\odf\c32easc2002_157_0000k252v0.odf
[2026-08-08T19:56:44.0277664+10:00] SKIP 63902 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\odf\c32easc2002_157_0000xmmmv0.lbl
[2026-08-08T19:56:44.0429249+10:00] SKIP 3040128 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\odf\c32easc2002_157_0000xmmmv0.odf
[2026-08-08T19:56:44.0625267+10:00] SKIP 712 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\pd1\c32easc2002_157_1415_024825.lbl
[2026-08-08T19:56:44.0775324+10:00] SKIP 112295 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\pd1\c32easc2002_157_1415_024825.pd1
[2026-08-08T19:56:44.0925721+10:00] SKIP 712 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\pd2\c32easc2002_157_1415_024825.lbl
[2026-08-08T19:56:44.1139608+10:00] SKIP 112295 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\pd2\c32easc2002_157_1415_024825.pd2
[2026-08-08T19:56:44.1199636+10:00] SKIP 90851 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\tdf\c32easc2002_157_0000k252v0.lbl
[2026-08-08T19:56:44.1375154+10:00] SKIP 18668160 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\tdf\c32easc2002_157_0000k252v0.tdf
[2026-08-08T19:56:44.1458979+10:00] SKIP 90857 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\tdf\c32easc2002_157_0000xmmmv0.lbl
[2026-08-08T19:56:44.1663818+10:00] SKIP 39287808 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_157\tdf\c32easc2002_157_0000xmmmv0.tdf
[2026-08-08T19:56:44.1828695+10:00] SKIP 4444 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\158\c32easc2002_158_1425_024525.lbl
[2026-08-08T19:56:44.1981072+10:00] SKIP 12731026 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\158\c32easc2002_158_1425_024525.158
[2026-08-08T19:56:44.2164057+10:00] SKIP 4443 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\515\c32easc2002_158_0230_065545.lbl
[2026-08-08T19:56:44.2324898+10:00] SKIP 1113600 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\515\c32easc2002_158_0230_065545.515
[2026-08-08T19:56:44.2495153+10:00] SKIP 4443 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\515\c32easc2002_158_0630_144565.lbl
[2026-08-08T19:56:44.2669823+10:00] SKIP 1387360 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\515\c32easc2002_158_0630_144565.515
[2026-08-08T19:56:44.2834870+10:00] SKIP 4443 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\515\c32easc2002_158_1425_024025.lbl
[2026-08-08T19:56:44.2937459+10:00] SKIP 1026368 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\515\c32easc2002_158_1425_024025.515
[2026-08-08T19:56:44.3087378+10:00] SKIP 54685 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\odf\c32easc2002_158_0000k252v0.lbl
[2026-08-08T19:56:44.3260374+10:00] SKIP 749952 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\odf\c32easc2002_158_0000k252v0.odf
[2026-08-08T19:56:44.3414800+10:00] SKIP 63903 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\odf\c32easc2002_158_0000xmmmv0.lbl
[2026-08-08T19:56:44.3565686+10:00] SKIP 3120768 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\odf\c32easc2002_158_0000xmmmv0.odf
[2026-08-08T19:56:44.3697393+10:00] SKIP 712 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\pd1\c32easc2002_158_1425_024325.lbl
[2026-08-08T19:56:44.3886538+10:00] SKIP 110092 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\pd1\c32easc2002_158_1425_024325.pd1
[2026-08-08T19:56:44.4036481+10:00] SKIP 712 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\pd2\c32easc2002_158_1425_024325.lbl
[2026-08-08T19:56:44.4196492+10:00] SKIP 110105 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\pd2\c32easc2002_158_1425_024325.pd2
[2026-08-08T19:56:44.4336738+10:00] SKIP 90852 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\tdf\c32easc2002_158_0000k252v0.lbl
[2026-08-08T19:56:44.4495950+10:00] SKIP 24127488 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\tdf\c32easc2002_158_0000k252v0.tdf
[2026-08-08T19:56:44.4595987+10:00] SKIP 90854 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\tdf\c32easc2002_158_0000xmmmv0.lbl
[2026-08-08T19:56:44.4758224+10:00] SKIP 40916736 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_158\tdf\c32easc2002_158_0000xmmmv0.tdf
[2026-08-08T19:56:44.4923712+10:00] SKIP 4444 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\158\c32easc2002_159_1420_024025.lbl
[2026-08-08T19:56:44.5080794+10:00] SKIP 12757360 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\158\c32easc2002_159_1420_024025.158
[2026-08-08T19:56:44.5250778+10:00] SKIP 4445 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\515\c32easc2002_159_0225_064545.lbl
[2026-08-08T19:56:44.5396813+10:00] SKIP 14446350 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\515\c32easc2002_159_0225_064545.515
[2026-08-08T19:56:44.5571055+10:00] SKIP 4445 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\515\c32easc2002_159_0630_143565.lbl
[2026-08-08T19:56:44.5671059+10:00] SKIP 26095360 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\515\c32easc2002_159_0630_143565.515
[2026-08-08T19:56:44.5816151+10:00] SKIP 4445 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\515\c32easc2002_159_1420_023525.lbl
[2026-08-08T19:56:44.6017555+10:00] SKIP 40327470 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\515\c32easc2002_159_1420_023525.515
[2026-08-08T19:56:44.6107603+10:00] SKIP 54686 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\odf\c32easc2002_159_0000k252v0.lbl
[2026-08-08T19:56:44.6254569+10:00] SKIP 628992 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\odf\c32easc2002_159_0000k252v0.odf
[2026-08-08T19:56:44.6414535+10:00] SKIP 63902 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\odf\c32easc2002_159_0000xmmmv0.lbl
[2026-08-08T19:56:44.6604597+10:00] SKIP 3346560 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\odf\c32easc2002_159_0000xmmmv0.odf
[2026-08-08T19:56:44.6754965+10:00] SKIP 712 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\pd1\c32easc2002_159_1420_023825.lbl
[2026-08-08T19:56:44.6917057+10:00] SKIP 110032 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\pd1\c32easc2002_159_1420_023825.pd1
[2026-08-08T19:56:44.7012193+10:00] SKIP 712 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\pd2\c32easc2002_159_1420_023825.lbl
[2026-08-08T19:56:44.7163927+10:00] SKIP 110105 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\pd2\c32easc2002_159_1420_023825.pd2
[2026-08-08T19:56:44.7356896+10:00] SKIP 90851 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\tdf\c32easc2002_159_0000k252v0.lbl
[2026-08-08T19:56:44.7496906+10:00] SKIP 21998592 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\tdf\c32easc2002_159_0000k252v0.tdf
[2026-08-08T19:56:44.7669275+10:00] SKIP 90855 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\tdf\c32easc2002_159_0000xmmmv0.lbl
[2026-08-08T19:56:44.7856426+10:00] SKIP 43247232 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_159\tdf\c32easc2002_159_0000xmmmv0.tdf
[2026-08-08T19:56:44.8006431+10:00] SKIP 4439 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\158\c32easc2002_160_0220_024545.lbl
[2026-08-08T19:56:44.8196508+10:00] SKIP 423035 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\158\c32easc2002_160_0220_024545.158
[2026-08-08T19:56:44.8383886+10:00] SKIP 4444 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\158\c32easc2002_160_1420_025025.lbl
[2026-08-08T19:56:44.8644147+10:00] SKIP 13139203 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\158\c32easc2002_160_1420_025025.158
[2026-08-08T19:56:44.8814163+10:00] SKIP 4443 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\515\c32easc2002_160_0220_023545.lbl
[2026-08-08T19:56:44.8955286+10:00] SKIP 824760 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\515\c32easc2002_160_0220_023545.515
[2026-08-08T19:56:44.9159142+10:00] SKIP 4445 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\515\c32easc2002_160_0625_143565.lbl
[2026-08-08T19:56:44.9319163+10:00] SKIP 26383040 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\515\c32easc2002_160_0625_143565.515
[2026-08-08T19:56:44.9540653+10:00] SKIP 4445 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\515\c32easc2002_160_1420_024525.lbl
[2026-08-08T19:56:44.9709725+10:00] SKIP 39576600 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\515\c32easc2002_160_1420_024525.515
[2026-08-08T19:56:44.9839800+10:00] SKIP 54685 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\odf\c32easc2002_160_0000k252v0.lbl
[2026-08-08T19:56:45.0029777+10:00] SKIP 1298304 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\odf\c32easc2002_160_0000k252v0.odf
[2026-08-08T19:56:45.0148258+10:00] SKIP 63914 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\odf\c32easc2002_160_0000xmmmv0.lbl
[2026-08-08T19:56:45.0270180+10:00] SKIP 3830400 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\odf\c32easc2002_160_0000xmmmv0.odf
[2026-08-08T19:56:45.0420418+10:00] SKIP 712 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\pd1\c32easc2002_160_1420_024825.lbl
[2026-08-08T19:56:45.0643001+10:00] SKIP 111565 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\pd1\c32easc2002_160_1420_024825.pd1
[2026-08-08T19:56:45.0825396+10:00] SKIP 712 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\pd2\c32easc2002_160_1420_024825.lbl
[2026-08-08T19:56:45.1025445+10:00] SKIP 111565 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\pd2\c32easc2002_160_1420_024825.pd2
[2026-08-08T19:56:45.1187358+10:00] SKIP 90855 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\tdf\c32easc2002_160_0000k252v0.lbl
[2026-08-08T19:56:45.1373397+10:00] SKIP 24234 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\tdf\c32easc2002_160_0000k252v0.tdf
[2026-08-08T19:56:46.4508957+10:00] OK 90855 be7110f23aaab21537c7c872bd469833d9bf8fd65a83afb32572db8f93e38268 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\tdf\c32easc2002_160_0000xmmmv0.lbl
[2026-08-08T19:59:26.1689581+10:00] OK 48327552 75bca351d486de303b9a3d4ff3f207ccacf8f7988555571189ce09a42550b433 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0021\sce1_160\tdf\c32easc2002_160_0000xmmmv0.tdf
[2026-08-08T19:59:26.5280852+10:00] OK 4444 4588f84c4a6296f209d99186295f7c47bbf0eb143ce91f04e415f816ab74b590 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0022\sce1_161\158\c32easc2002_161_1400_023525.lbl
[2026-08-08T20:00:50.1455369+10:00] OK 13228446 6d1b4b6bde65a63c4fa339494ce0dbe76a30c78cc6121bc00fe5bf06f66fd9a1 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0022\sce1_161\158\c32easc2002_161_1400_023525.158
[2026-08-08T20:00:50.4835444+10:00] OK 4445 be23c1e88ae9d71ea4783f989549c5c8dc0e1e6f97def14c5768a739c73abfe7 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0022\sce1_161\515\c32easc2002_161_0230_063045.lbl
