Cassini SCE1 resume/fetch started
[2026-08-08T23:09:01.4168536+10:00] OK 90854 710405aed3262c5f980251539199f46d378bc6bc3c09622eb74abf93b7b3e9c0 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\sce1_180\tdf\c32easc2002_180_0000xmmmv0.lbl
[2026-08-08T23:12:08.4856722+10:00] OK 45972864 f0337081eb43309f52c104ad009b385a114cd964c900d45dd17c66dab091ff7a C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\sce1_180\tdf\c32easc2002_180_0000xmmmv0.tdf
[2026-08-08T23:12:08.8422546+10:00] OK 4444 09b08401233ee54ad61e197b242e26f3f4ac04cdcd270b167786badf9e31ebe6 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\158\c32easc2002_181_1255_012825.lbl
[2026-08-08T23:13:38.6834892+10:00] OK 12622764 2f4a29d8bc971b52755f010cb29059860731456a3f1d8a8a1e8bb86f64154028 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\158\c32easc2002_181_1255_012825.158
[2026-08-08T23:13:39.6463843+10:00] OK 4445 34762d6b7c2ca603a8a4cee5bfcc5b09783d2e33e3d6d106739366831f989113 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\515\c32easc2002_181_0120_053045.lbl
[2026-08-08T23:14:31.7923404+10:00] OK 14047020 68bd6aef4d79870dbaf323e331810a1a38d0a487e21698b791a791a3dae3e6f6 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\515\c32easc2002_181_0120_053045.515
[2026-08-08T23:14:32.1319765+10:00] OK 4445 0271adedbb8b038eff231844e8a998f210ca20fc0a24bcc8a022a3713d2b29f4 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\515\c32easc2002_181_0510_132065.lbl
[2026-08-08T23:16:53.7933474+10:00] OK 27195040 1921af5b386ea89b8e63d8992dea7cdd8fd12a634f6c1599802fe1c6664515d5 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\515\c32easc2002_181_0510_132065.515
[2026-08-08T23:16:54.1603856+10:00] OK 4445 221e1d4cd2ff70fe7ed2fb7a639abda2cb982724ea4cd620b220a29cb55d0670 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\515\c32easc2002_181_1255_013025.lbl
[2026-08-08T23:20:58.4565372+10:00] OK 41852800 d7a275f8b81c31f6f4148fc17172b179b06ea863c757f46d834cadb8bfeda3f7 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\515\c32easc2002_181_1255_013025.515
[2026-08-08T23:20:59.4163439+10:00] OK 54685 709271f204fc4cc3db1fe28494269f72dd8a8842b94a3895b7d69ea2853179c7 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\odf\c32easc2002_181_0000k252v0.lbl
[2026-08-08T23:21:06.4565855+10:00] OK 1298304 f39059890ef71a18de92167b435762fc7f34e887d7ae184928319cd0992e0c31 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\odf\c32easc2002_181_0000k252v0.odf
[2026-08-08T23:21:07.5962676+10:00] OK 63903 432b45116dcc48b4a014a576ca72d5410369b7b6a6ef42e77d54e09909cdd76b C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\odf\c32easc2002_181_0000xmmmv0.lbl
[2026-08-08T23:21:24.2760572+10:00] OK 3322368 2c83e3b0b0ec25e8c48d51df427da5101f1ea1992b06c9691a8d318684a02999 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\odf\c32easc2002_181_0000xmmmv0.odf
[2026-08-08T23:21:24.6433000+10:00] OK 712 a1b8fa8f0e12127b1dd38588b6e50c39e21b3d117f7f489fb5e1aab76d00ec94 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\pd1\c32easc2002_181_1255_012825.lbl
[2026-08-08T23:21:27.0499160+10:00] OK 112295 1a975612f755d1ff5f66acd1175a39c2417bf5153ec60145138676412e04eb7d C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\pd1\c32easc2002_181_1255_012825.pd1
[2026-08-08T23:21:27.4248500+10:00] OK 712 80fc9c58de08b6e5c011e6f2dd83344103ca1b4162a635b8977dea3ef1189f6f C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\pd2\c32easc2002_181_1255_012825.lbl
[2026-08-08T23:21:29.5112741+10:00] OK 112295 45ff27c541e138599b50de6bcece59a765e89ee0df6fdcc6b8441371bfac15aa C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\pd2\c32easc2002_181_1255_012825.pd2
[2026-08-08T23:21:31.3095576+10:00] OK 90855 358d327b769aa92e47d29da0974189b8088b1ec23c08798ddadc04b4fa9395e7 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\tdf\c32easc2002_181_0000k252v0.lbl
[2026-08-08T23:23:33.7426427+10:00] OK 29070720 df4211aaa499897a2696d8357bba71e8c90f7cafffe98f7e929808a189397993 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\tdf\c32easc2002_181_0000k252v0.tdf
[2026-08-08T23:23:35.9590400+10:00] OK 90855 d87573b302ba35ecfdec0598ba2bdd289f00a8477cfa338afff4283d5e8cdced C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\tdf\c32easc2002_181_0000xmmmv0.lbl
[2026-08-08T23:28:39.3051434+10:00] OK 45827712 dd913d06c37fec476e4a9816cf5a0ae042fd27f11794520491d4300b87859bab C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_181\tdf\c32easc2002_181_0000xmmmv0.tdf
[2026-08-08T23:28:41.0265165+10:00] OK 4441 d605ad1a3075f69435c903ee64ce8ecdb611141b0ab7c1761740a1b27088c107 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_182\158\c32easc2002_182_1755_214325.lbl
[2026-08-08T23:28:57.3420857+10:00] OK 3694968 49662de6be81718f923afa7f1651e514b5c74b26bef84765d2f6ccbc296b1ac0 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_182\158\c32easc2002_182_1755_214325.158
[2026-08-08T23:28:57.8529593+10:00] OK 4445 da97244383149bf8290f17b72e00b0a8728f6424be9c80096ae14f595b99952d C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_182\515\c32easc2002_182_0110_052545.lbl
[2026-08-08T23:30:12.4042928+10:00] OK 14152000 9a1fae17bdcf3c2a5adda72c17c660e4f77a9c85291ad9f24e9c858224576de6 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_182\515\c32easc2002_182_0110_052545.515
[2026-08-08T23:30:12.7713421+10:00] OK 4445 f685cbe2cf3962d5695c0b440d0fcb7bb82a8c75c458649b413d039e854268a8 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_182\515\c32easc2002_182_0520_142565.lbl
[2026-08-08T23:33:43.8362869+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/cors_0027/sce1_182/515/c32easc2002_182_0520_142565.515 :: Unable to read data from the transport connection: An existing connection was forcibly closed by the remote host.
[2026-08-08T23:34:30.5436502+10:00] OK 4443 f41ccff0dc2d22ed1684614ecb2ea8fb3816d5249ca705857bdf14fae24e89d3 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_182\515\c32easc2002_182_1755_013525.lbl
[2026-08-08T23:37:02.3309737+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/cors_0027/sce1_182/515/c32easc2002_182_1755_013525.515 :: Unable to read data from the transport connection: An existing connection was forcibly closed by the remote host.
[2026-08-08T23:39:14.1634824+10:00] OK 63902 e84c641a6e8bc277266d4388e09ea86555eb330e1ddbf8d50713fe97fbc8e71d C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_182\odf\c32easc2002_182_0000xmmmv0.lbl
[2026-08-08T23:39:26.5040054+10:00] OK 2346624 32f1ece8036eff4513e05788c9e63966344bb8b84b506950b88e2ad65597f8df C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_182\odf\c32easc2002_182_0000xmmmv0.odf
[2026-08-08T23:39:26.9220552+10:00] OK 712 a0e0b1b6e975f7c2921241533a25c284ba5a87a52fbc75044c16be5ca5703a24 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_182\pd1\c32easc2002_182_1755_013325.lbl
[2026-08-08T23:39:28.4051861+10:00] OK 66365 0e359df210734965da9f17cc833165d13bd6a09842468bc103e3c11d441f040d C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_182\pd1\c32easc2002_182_1755_013325.pd1
[2026-08-08T23:39:28.8043746+10:00] OK 712 e5da5c3528e218e201f4833f2463fb4162b89ef77dcc40fa2ab865b66b664253 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_182\pd2\c32easc2002_182_1755_013325.lbl
[2026-08-08T23:39:30.0395854+10:00] OK 66378 2a6fe19313fa40b23ac77d3d1ba990791b17ecf84141f8cc5af4d9b15716e269 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_182\pd2\c32easc2002_182_1755_013325.pd2
[2026-08-08T23:39:31.5552613+10:00] OK 90857 307cc0b74bae9b902f149f3980b07d32bc77481a78133a38088f5ebab01fb349 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_182\tdf\c32easc2002_182_0000xmmmv0.lbl
[2026-08-08T23:42:17.1684368+10:00] OK 31022208 5abc0c6103816cec18157ebd86137f797cbdaba9038022b4769807a5cb6832a6 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_182\tdf\c32easc2002_182_0000xmmmv0.tdf
[2026-08-08T23:42:18.2356779+10:00] OK 4444 c5112f375843e2f6fe9cd0a0e6d6c16d811e3b10b3d6dff6856dfabab2ca2dc4 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\158\c32easc2002_183_1245_231025.lbl
[2026-08-08T23:43:15.7943068+10:00] OK 10210277 9e2dc2c39765da0681b056291b5452350dafb13c76a06950a5d9037e7c4c97b9 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\158\c32easc2002_183_1245_231025.158
[2026-08-08T23:43:16.7838615+10:00] OK 4445 6c10c7cb85dadc33a4abaa52f653f4e410116c9ea68366e7e5b4a3c4e5a0e947 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\515\c32easc2002_183_0115_053045.lbl
[2026-08-08T23:44:29.7586394+10:00] OK 13511448 da4e2825ffff71af2f57b2a3e0c174f165557d222a4ca59decc0ab5f2203f478 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\515\c32easc2002_183_0115_053045.515
[2026-08-08T23:44:30.1751905+10:00] OK 4445 5601c3dcc490b2ed118cf30c3dc079554890e75a3fc34171ed57fddeefa6a453 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\515\c32easc2002_183_0500_130154.lbl
[2026-08-08T23:47:02.7513712+10:00] OK 25322220 860e05694e3a32f0fecb8e687e38b4dea584685f704120f8631e5ff9bdf938ea C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\515\c32easc2002_183_0500_130154.515
[2026-08-08T23:47:03.1752728+10:00] OK 4445 b6784d1f8728d0d3550b9d37d759b5c3d45379c950705a734b7519014b87187d C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\515\c32easc2002_183_1245_231025.lbl
[2026-08-08T23:50:35.0826387+10:00] OK 34182648 eea4642ee1d9fd00d241fd497d60c7a3659f46abc13fa5acbc19fb49962539da C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\515\c32easc2002_183_1245_231025.515
[2026-08-08T23:50:35.5807310+10:00] OK 4445 de0b7c3f37a8857fe08537abec5bdad749c80a06c62c21ac1ac842187c948f9d C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\515\c32easc2002_183_2255_052045.lbl
[2026-08-08T23:52:23.5110841+10:00] OK 20513440 a06265a6a47af506007a768e504d84d6cece6e41d6fc45e2bb5d1ae6f011efab C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\515\c32easc2002_183_2255_052045.515
[2026-08-08T23:52:24.5333503+10:00] OK 52057 9e8427dc07b88a933c5395f1ca7c929c17493d36cd93cde4466ab1837dd5b15b C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\odf\c32easc2002_183_0000k252v0.lbl
[2026-08-08T23:52:32.2956862+10:00] OK 1032192 07c325fb67eef96eaa36b32c8a23661b6f32a61eb7e0bdba783b4cac24b76e88 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\odf\c32easc2002_183_0000k252v0.odf
[2026-08-08T23:52:33.8118260+10:00] OK 63901 e83b3d2b88af0fbcbc2da168b06f57f0d7c4e33210d5072117cc1d2b07e4951c C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\odf\c32easc2002_183_0000xmmmv0.lbl
[2026-08-08T23:52:52.8494196+10:00] OK 3201408 5578d1250283b5ff5dca9c70c425604252b864ebfec6d1c66a1a222d6c3aa349 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\odf\c32easc2002_183_0000xmmmv0.odf
[2026-08-08T23:52:53.2498106+10:00] OK 712 a4bccf750297f1fca63ed4fe9f4fa080240283c0cd6501a16ed5113be1f374c0 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\pd1\c32easc2002_183_1245_231325.lbl
[2026-08-08T23:52:54.9830725+10:00] OK 94045 ad7048047ccbddafb54f676e136ff113a4a3be5da3785389dc1a422ee73d2796 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\pd1\c32easc2002_183_1245_231325.pd1
[2026-08-08T23:52:55.3833489+10:00] OK 712 27c12e0cb78da0114f0ca8a1a02ee7e5ec79c856e40f21bd56c094a9ecfc7463 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\pd2\c32easc2002_183_1245_231325.lbl
[2026-08-08T23:52:57.0986919+10:00] OK 94045 04eca53c858d18e10ef461ea8607ae77f3b6672a63ba70c3830e09b7547b122c C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\pd2\c32easc2002_183_1245_231325.pd2
[2026-08-08T23:52:58.7000699+10:00] OK 90851 ba8581edbc31e1be965a443caf43a3e5e25a132e0fc4d85a11ff441ea15b7073 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\tdf\c32easc2002_183_0000k252v0.lbl
[2026-08-08T23:55:26.3432702+10:00] OK 24885504 c3dc19688cd101e9004de5c1ee206bfcadb7e7393e05bac31592d00dda920b9f C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\tdf\c32easc2002_183_0000k252v0.tdf
[2026-08-08T23:55:28.6270687+10:00] OK 90855 179b4139e13dab229c63ac0fe0843bd40765bb94268e220255c85908fbf03a23 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\tdf\c32easc2002_183_0000xmmmv0.lbl
[2026-08-08T23:59:35.9221933+10:00] OK 42844032 783586af6fbe0fa8f387ddbedef2fd5796bf0495f543b6dc72ae524281385fb7 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_183\tdf\c32easc2002_183_0000xmmmv0.tdf
[2026-08-08T23:59:37.1215035+10:00] OK 52057 4fbb53dec3a98ef41c28bdf8073c8a8b93dd352c510b8a68d616daacbe85b247 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_184\odf\c32easc2002_184_0000k252v0.lbl
[2026-08-08T23:59:44.9719225+10:00] OK 459648 78573fc5dc91b86a64b73c61be3b9e285039ada53b84c275d4009f92aba01ae0 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_184\odf\c32easc2002_184_0000k252v0.odf
[2026-08-08T23:59:47.1747404+10:00] OK 71139 8848ed885d0c1705319dc28cff1f84fdc99d4da372deb34ca1f5c23d829bf03b C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_184\odf\c32easc2002_184_0000xmmmv0.lbl
[2026-08-09T00:00:08.6453353+10:00] OK 3411072 6d812fd37430ec38a4e44193deccb6c7010d09c6ac4f446cd113e335a09a3be4 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_184\odf\c32easc2002_184_0000xmmmv0.odf
[2026-08-09T00:00:09.0580234+10:00] OK 712 145add6c213be579b6a17899c74efd8d2c5ee61eb3bf43d9f6723a7d8688ec6e C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_184\pd1\c32easc2002_184_1915_012325.lbl
[2026-08-09T00:00:10.1114405+10:00] OK 56090 3c2fdccce4fe53214a72149a69689859a9a9aa6ace11a2c21e25cc604b2be719 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_184\pd1\c32easc2002_184_1915_012325.pd1
[2026-08-09T00:00:10.5894621+10:00] OK 712 502bd53c5a91f6861ff47835ff4082e597272ea7615cd5965b401b24bbd399e7 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_184\pd2\c32easc2002_184_1915_012325.lbl
[2026-08-09T00:00:11.6283471+10:00] OK 56090 fa1f7ee018e2bbbc89a82e73708dda8609969d78c5111fcce62c9fd67fed6a84 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_184\pd2\c32easc2002_184_1915_012325.pd2
[2026-08-09T00:00:13.3228884+10:00] OK 90849 5c52e34ea3b5447411fab3532bcac4c42cbff3d869e43ea183ac1405da5cb017 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_184\tdf\c32easc2002_184_0000k252v0.lbl
[2026-08-09T00:01:49.7675240+10:00] OK 15394176 f6462fe8960f084d4cf569aacfcbf889bebf65bfbba46b480c4b7916b168c688 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_184\tdf\c32easc2002_184_0000k252v0.tdf
[2026-08-09T00:01:51.3832821+10:00] OK 90857 575e465ec449ac4c596fe02efa5ecfe5419fa7409453afd0a45e7e78b63a39e4 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_184\tdf\c32easc2002_184_0000xmmmv0.lbl
[2026-08-09T00:05:32.6188207+10:00] OK 39505536 07f4e433be9ac493314c227ae25ed57fcfb56080ba934841c727cf63ce43ca04 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_184\tdf\c32easc2002_184_0000xmmmv0.tdf
[2026-08-09T00:05:33.9133344+10:00] OK 4444 84581b336e7153fac7d078aab621b4b77f7b6a80ea9c7a98d8b7811a508d7165 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_185\158\c32easc2002_185_1245_012525.lbl
[2026-08-09T00:06:39.7647406+10:00] OK 12438426 c517b58cc86774dd00680f8e903861e6e2c3443fefca578c2e374f6d60a374c1 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_185\158\c32easc2002_185_1245_012525.158
[2026-08-09T00:06:40.1642052+10:00] OK 4445 5ff5053b8be99d5557d6fee849f8a55b7d253cee96a297472eafe1a571656282 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_185\515\c32easc2002_185_0104_052034.lbl
[2026-08-09T00:07:55.8354203+10:00] OK 14267826 72b68b19b94c236c66ac02c7b4e3cdaf5f0d375597e47cc757fddd09b42ac862 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_185\515\c32easc2002_185_0104_052034.515
[2026-08-09T00:07:58.6448040+10:00] OK 4445 bbf03c32138e2a67f156bb36f5b4ea1f54c4cade5e7246e2b8b79277c32703df C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_185\515\c32easc2002_185_0645_130565.lbl
[2026-08-09T00:09:56.6710899+10:00] OK 20910960 f2170ca432e350ceb0bd362cf61dab7f609a0b1e0a04779765283c0eaa27a4c3 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_185\515\c32easc2002_185_0645_130565.515
[2026-08-09T00:09:57.7171137+10:00] OK 4445 d467f7ce18386e89e58aeb9e31ea9a22d08a42153f0efb88bbf5c33e403a718e C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_185\515\c32easc2002_185_1245_012525.lbl
[2026-08-09T00:13:44.0780654+10:00] OK 42488064 3f470aed4c94ba1f6a995de3573f60d1be54087e0e4af2519589c8843cf04f9b C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_185\515\c32easc2002_185_1245_012525.515
[2026-08-09T00:13:45.7251536+10:00] OK 54684 c04794a867815450c25bd11d5e5863b2cc46376d469a198c33e12edc8e8db974 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_185\odf\c32easc2002_185_0000k252v0.lbl
[2026-08-09T00:13:53.0335213+10:00] OK 1282176 68af065696b8ce8e175b032dcbf8f632d4512ca03a26dd1d4a503e57efdc4c73 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_185\odf\c32easc2002_185_0000k252v0.odf
[2026-08-09T00:13:53.9924731+10:00] OK 71138 0ad37e0c3caf0b817b373c99ac45e8bea6db02c842671f4d145c314aa246ac40 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_185\odf\c32easc2002_185_0000xmmmv0.lbl
[2026-08-09T00:14:19.8313872+10:00] OK 3032064 41ee9fd66a7774041998a27a2458b268c792eb6de457bb73b4cb43bae9deb7a1 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_185\odf\c32easc2002_185_0000xmmmv0.odf
[2026-08-09T00:14:20.6457303+10:00] OK 712 359419f01c1ae4f6a110056c39ed42657ad435f0b415497aae67fa9041c3458a C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_185\pd1\c32easc2002_185_1245_012325.lbl
[2026-08-09T00:14:22.0194312+10:00] OK 113025 3132ec2ede84403bd4ea7731381ef019ff0d3cd3ce974f27fb0c33c29e833bcb C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_185\pd1\c32easc2002_185_1245_012325.pd1
