Cassini SCE1 full retrieval started
[2026-08-07T18:52:05.9354628+10:00] OK 26581 8b601c4aec9ecf86ab2f59d5d962fb3fd065ead44169af9ed1a55ab5b8e0dd93 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\document\trk_2_21_950831.txt
[2026-08-07T18:52:06.6042670+10:00] OK 25915 e2f8617eb454b0b057c3277806aaab339ff937bc3410495f2d0f0bac5b23ca22 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\document\trk_2_23_000531.txt
[2026-08-07T18:52:07.0868051+10:00] OK 16189 c90ce316b64d3245d26279b1e371351e3042e7f34f76648d3b934388e976cc15 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\aareadme.txt
[2026-08-07T18:52:07.8186457+10:00] OK 1919 1b8e03824fdc5335789bbec056447a2dcad151655ab6919898bb975ac7055b82 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\errata.txt
[2026-08-07T18:52:08.1088540+10:00] OK 1688 1a956d348ccc97ebfe2aff84e76c33a456f28efbd14cf6c2c58ad2e86d19a3fb c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\voldesc.cat
[2026-08-07T18:52:08.6164179+10:00] OK 703 a5e42636d2d455905596247ca8c71680353b22137b9b62a9ffcf0ac4857d7f0d c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\spk\c32easc2002_160_2002_186.lbl
[2026-08-07T18:52:09.7615555+10:00] OK 365947 2d9a079363e2b68df395995581731888ac52e524a2ab8c0a491cc140045c9d93 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\spk\c32easc2002_160_2002_186.spk
[2026-08-07T18:52:10.4315501+10:00] OK 29875 cdf8880a1ad8fca08680ff59f497fee420ccb8dae7b6da269e9aed8674140914 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\eop\c32easc2001_244_2002_245.eop
[2026-08-07T18:52:10.7299713+10:00] OK 702 7f6f64df207d50521843acb68ae2bee56c63d73acd82827fbdaea32071169142 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\eop\c32easc2001_244_2002_245.lbl
[2026-08-07T18:52:11.3104056+10:00] OK 22320 8bdfd1fe16bd227dfe2e81315e7b6276b3e9e281be46f11f7bb82abee176dbf6 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\ion\c32easc2002_182_2002_213.ion
[2026-08-07T18:52:11.5590366+10:00] OK 702 fa6d9f04102e4277b61a67baf6f4565f90aa4a17e0d1b46c08439f1c04468185 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\ion\c32easc2002_182_2002_213.lbl
[2026-08-07T18:52:12.0777289+10:00] OK 702 98a339fdbc8631c0743163cadd05ab3ddc11c5221b9b670bdbaee9c0b4fdc3bf c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\tro\c32easc2002_182_2002_189.lbl
[2026-08-07T18:52:12.3983731+10:00] OK 24528 fa00f2db0d43f6cf78870e217505d2f0c17ae3af37e2243e3f65270607ec4333 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\tro\c32easc2002_182_2002_189.tro
[2026-08-07T18:54:55.4404207+10:00] OK 45315061 da1cdcbf4dc7cbc58016738010a11e377c28f4d49d6af2ae7f770b4e3c7d1cfb c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\ckf\c32easc2002_182_2002_189.ckf
[2026-08-07T18:54:55.6824106+10:00] OK 697 5cdb8633f681ef95dcf8dc8861ef9b869ae2375931c3857a2f7eb6e6a5cb63f2 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\sce1_ancillary\ckf\c32easc2002_182_2002_189.lbl
[2026-08-07T18:54:56.1930099+10:00] OK 1796 f4a1b6b25a32dd4fa1ef37b968ca1a8699f8c36d886f4fe90370beb3f21c22ee c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\CATINFO.TXT
[2026-08-07T18:54:56.8861678+10:00] OK 32999 aeac42799269a120dfe704e6422b4da86cc59888628b014f8ac0ab6002b1858b c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\DATASET.CAT
[2026-08-07T18:54:58.2049108+10:00] OK 83358 cd36b2402a4fb53cb0d71c8abcc2e6a170aea0fb7672d63d7e2ec57df63ffd4f c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\INST.CAT
[2026-08-07T18:54:59.0317686+10:00] OK 40155 016dd8ebf6702291b30c05112c0d5c9783c59cc12fbf8f7165b96e77614b08f0 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\INSTHOST.CAT
[2026-08-07T18:54:59.9134368+10:00] OK 50105 784725e42f7b7b1dcf1e02efdb0529060fc4cfb6695cf79ba29fc80c1e0ec86d c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\MISSION.CAT
[2026-08-07T18:55:00.1797192+10:00] OK 5472 9bfc9b5888f64274160bf6c81c1d4c0a60336e2641a41cdce7b75649d8fcddde c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\PERSON.CAT
[2026-08-07T18:55:00.4498747+10:00] OK 834 d5f956f10acee783be7a83926841a0dbb89780aa939000fbff8bed8fdc351b11 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\PROJREF.CAT
[2026-08-07T18:55:02.0084933+10:00] OK 135747 a15bfd64a3c6c5ef5c9e41c84bfc8a2cdf3f805e1044a7a5e5323dd04ac47bfa c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\catalog\REF.CAT
[2026-08-07T18:55:06.7438415+10:00] OK 309479 daa759b2338fc4ca53d7474d7c17f83a1068470c0c5a00bcc17cf2d17e5ad84b c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\casrssis.txt
[2026-08-07T18:55:07.0192663+10:00] OK 8169 cf9207ea1700dbf67fed22e61ea2945077367ca5b1268e017e6558577cc72476 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\ck_mm_sis_000614.txt
[2026-08-07T18:55:07.2529426+10:00] OK 1173 7b87dba2f1fe65d16e9de52b2eed2dcbbbc0375a9b4670c4570384d92aac69ee c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\docinfo.txt
[2026-08-07T18:55:07.5419331+10:00] OK 9834 b62f4d8e8c67ffe63f7279fc98112b7e94f966a0cf88a93677e2064133a2cdca c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\dors_002_020501.txt
[2026-08-07T18:55:07.7789370+10:00] OK 1463 9b5cf20a1b36d380b7e64a222001ab629d54c6abcf53428cc39f2cca4afc8711 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\rol_021101.txt
[2026-08-07T18:55:08.0378195+10:00] OK 4689 30765169c3d58c1d5bcb6e822a0b55df90b0f7b214efbb37faf3c1bfae4ece0b c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\rsrlog_021101.txt
[2026-08-07T18:55:08.6356771+10:00] OK 18962 93e4744b93afb733861c42998f36ad87d6696082759dd7eb8263b9421da654ba c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\spk_mm_sis_000525.txt
[2026-08-07T18:55:09.3154046+10:00] OK 26581 8b601c4aec9ecf86ab2f59d5d962fb3fd065ead44169af9ed1a55ab5b8e0dd93 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\trk_2_21_950831.txt
[2026-08-07T18:55:09.8130906+10:00] OK 25915 e2f8617eb454b0b057c3277806aaab339ff937bc3410495f2d0f0bac5b23ca22 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\document\trk_2_23_000531.txt
[2026-08-07T18:55:10.2897264+10:00] OK 16189 c90ce316b64d3245d26279b1e371351e3042e7f34f76648d3b934388e976cc15 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\aareadme.txt
[2026-08-07T18:55:10.5495538+10:00] OK 1922 2f50e3c98edfd5bc8873f76b68fc7549edd05f4420dc97fe833d730e97f88407 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\errata.txt
[2026-08-07T18:55:10.8058105+10:00] OK 1688 e8a4452294e37666c318ae97eda73da8595dd072ed570b8ebf96bba255b2b768 c:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0028\voldesc.cat
[2026-08-07T18:55:11.0463856+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/515/c32easc2002_157_0630_142954.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:11.2675386+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/515/c32easc2002_157_0630_142954.515 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:11.4905139+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/515/c32easc2002_157_1415_025025.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:11.7102589+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/515/c32easc2002_157_1415_025025.515 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:11.9322423+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/odf/c32easc2002_157_0000k252v0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:12.1693491+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/odf/c32easc2002_157_0000k252v0.odf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:12.3941600+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/odf/c32easc2002_157_0000xmmmv0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:12.6205151+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/odf/c32easc2002_157_0000xmmmv0.odf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:12.8612773+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/pd1/c32easc2002_157_1415_024825.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:13.0791566+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/pd1/c32easc2002_157_1415_024825.pd1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:13.2992905+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/pd2/c32easc2002_157_1415_024825.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:13.5171762+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/pd2/c32easc2002_157_1415_024825.pd2 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:13.7312245+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/rsr/c32easc2002_157_0639nnnx54d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:13.9514174+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/rsr/c32easc2002_157_0639nnnx54d.2b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:14.1673689+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/rsr/c32easc2002_157_1424x54x25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:14.3843386+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/rsr/c32easc2002_157_1424x54x25d.1a1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:14.6022755+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/rsr/c32easc2002_157_1426x54k25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:14.8182759+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/rsr/c32easc2002_157_1426x54k25d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:15.0483004+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/rsr/c32easc2002_157_1652x25k25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:15.2662247+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/rsr/c32easc2002_157_1652x25k25d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:15.4852769+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/rsr/c32easc2002_157_1652x25x25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:15.7053800+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/rsr/c32easc2002_157_1652x25x25d.1a1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:15.9213797+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/rsr/c32easc2002_157_2046k25k25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:16.1519765+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/rsr/c32easc2002_157_2046k25k25d.3a1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:16.3712261+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/tdf/c32easc2002_157_0000k252v0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:16.5969572+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/tdf/c32easc2002_157_0000k252v0.tdf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:16.8123646+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/tdf/c32easc2002_157_0000xmmmv0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:17.0494012+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/tdf/c32easc2002_157_0000xmmmv0.tdf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:17.3492207+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/tlm/c32easc2002_157_0630_1430.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:17.5722620+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/tlm/c32easc2002_157_0630_1430.tlm :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:17.7938580+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/tlm/c32easc2002_157_1415_0249.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:18.0110015+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_157/tlm/c32easc2002_157_1415_0249.tlm :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:18.2388213+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/158/c32easc2002_158_1425_024525.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:18.4578752+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/158/c32easc2002_158_1425_024525.158 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:18.6770188+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/515/c32easc2002_158_0230_065545.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:18.8925062+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/515/c32easc2002_158_0230_065545.515 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:19.1168679+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/515/c32easc2002_158_0630_144565.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:19.3459183+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/515/c32easc2002_158_0630_144565.515 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:19.5622844+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/515/c32easc2002_158_1425_024025.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:19.7758076+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/515/c32easc2002_158_1425_024025.515 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:19.9938802+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/odf/c32easc2002_158_0000k252v0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:20.2152003+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/odf/c32easc2002_158_0000k252v0.odf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:20.4322171+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/odf/c32easc2002_158_0000xmmmv0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:20.6465247+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/odf/c32easc2002_158_0000xmmmv0.odf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:20.8712257+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/pd1/c32easc2002_158_1425_024325.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:21.0944045+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/pd1/c32easc2002_158_1425_024325.pd1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:21.3171836+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/pd2/c32easc2002_158_1425_024325.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:21.5327366+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/pd2/c32easc2002_158_1425_024325.pd2 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:21.7565101+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/rsr/c32easc2002_158_0227x25x45d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:21.9775915+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/rsr/c32easc2002_158_0227x25x45d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:22.1988302+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/rsr/c32easc2002_158_0603x45x45d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:22.4171554+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/rsr/c32easc2002_158_0603x45x45d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:22.6344645+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/rsr/c32easc2002_158_1425x65k25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:22.8653994+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/rsr/c32easc2002_158_1425x65k25d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:23.0822859+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/rsr/c32easc2002_158_1425x65x25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:23.3042270+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/rsr/c32easc2002_158_1425x65x25d.1a1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:23.5232072+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/rsr/c32easc2002_158_2225k25k25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:23.7471194+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/rsr/c32easc2002_158_2225k25k25d.3a1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:24.0342572+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/tdf/c32easc2002_158_0000k252v0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:24.2692163+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/tdf/c32easc2002_158_0000k252v0.tdf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:24.4869972+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/tdf/c32easc2002_158_0000xmmmv0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:24.7082065+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/tdf/c32easc2002_158_0000xmmmv0.tdf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:25.3987249+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/tlm/c32easc2002_158_0230_0655.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:25.6157897+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/tlm/c32easc2002_158_0230_0655.tlm :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:25.8392567+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/tlm/c32easc2002_158_0630_1444.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:26.0641879+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/tlm/c32easc2002_158_0630_1444.tlm :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:26.2840131+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_158/tlm/c32easc2002_158_1425_0244.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:26.8118539+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_159/158/c32easc2002_159_1420_024025.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:27.0371530+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_159/158/c32easc2002_159_1420_024025.158 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:27.2628015+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_159/515/c32easc2002_159_0225_064545.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:27.4929997+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_159/515/c32easc2002_159_0225_064545.515 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:27.7978911+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_159/515/c32easc2002_159_0630_143565.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:55:28.0200432+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_159/515/c32easc2002_159_0630_143565.515 :: The remote server returned an error: (404) Not Found.
