Cassini SCE1 full retrieval started
[2026-08-07T18:59:44.5836516+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/515/c32easc2002_160_1420_024525.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:44.8173042+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/515/c32easc2002_160_1420_024525.515 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:45.0424887+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/odf/c32easc2002_160_0000k252v0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:45.2605258+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/odf/c32easc2002_160_0000k252v0.odf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:45.4815074+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/odf/c32easc2002_160_0000xmmmv0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:45.7002448+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/odf/c32easc2002_160_0000xmmmv0.odf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:45.9196994+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/pd1/c32easc2002_160_1420_024825.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:46.1400935+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/pd1/c32easc2002_160_1420_024825.pd1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:46.3540359+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/pd2/c32easc2002_160_1420_024825.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:46.5714523+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/pd2/c32easc2002_160_1420_024825.pd2 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:46.7893735+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_1420x65x25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:47.0083774+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_1420x65x25d.1a1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:47.2254590+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_1651x25x25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:47.4437158+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_1651x25x25d.1a1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:47.6633359+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_0219x25x45d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:47.8779547+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_0219x25x45d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:48.0945216+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_0449x45x45d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:48.3331210+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_0449x45x45d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:48.5660998+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_0625x45x65d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:48.7853624+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_0625x45x65d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:49.0027274+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_0910x65x65d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:49.2353598+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_0910x65x65d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:49.4605818+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_1420x65k25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:49.6794120+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_1420x65k25d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:49.8936286+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_1651x25k25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:50.1081768+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_1651x25k25d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:50.3343083+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_1652k25k25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:50.5853948+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/rsr/c32easc2002_160_1652k25k25d.3a1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:50.8033967+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/tdf/c32easc2002_160_0000k252v0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:51.0238809+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/tdf/c32easc2002_160_0000k252v0.tdf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:51.2444547+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/tdf/c32easc2002_160_0000xmmmv0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:51.4570307+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/tdf/c32easc2002_160_0000xmmmv0.tdf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:51.6753545+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/tlm/c32easc2002_160_0220_0644.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:51.8974088+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/tlm/c32easc2002_160_0220_0644.tlm :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:52.1131393+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/tlm/c32easc2002_160_0625_1439.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:52.3285494+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/tlm/c32easc2002_160_0625_1439.tlm :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:52.5453713+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/tlm/c32easc2002_160_1420_0250.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:52.7602601+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_160/tlm/c32easc2002_160_1420_0250.tlm :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:52.9794171+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_ancillary/ckf/c32easc2002_155_2002_158.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:53.1963433+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_ancillary/ckf/c32easc2002_155_2002_158.ckf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:53.4133373+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_ancillary/ckf/c32easc2002_158_2002_162.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:53.6293646+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_ancillary/ckf/c32easc2002_158_2002_162.ckf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:53.8650556+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_ancillary/eop/c32easc2001_244_2002_245.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:54.0942653+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_ancillary/eop/c32easc2001_244_2002_245.eop :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:54.3303911+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_ancillary/ion/c32easc2002_152_2002_182.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:54.5458618+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_ancillary/ion/c32easc2002_152_2002_182.ion :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:54.7653004+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_ancillary/spk/c32easc2002_160_2002_186.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:54.9853735+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_ancillary/spk/c32easc2002_160_2002_186.spk :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:55.2033891+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_ancillary/tro/c32easc2002_152_2002_182.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:55.4444014+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_ancillary/tro/c32easc2002_152_2002_182.tro :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:55.6749495+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/158/c32easc2002_161_1400_023525.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:55.9034112+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/158/c32easc2002_161_1400_023525.158 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:56.1246778+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/515/c32easc2002_161_0230_063045.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:56.3543586+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/515/c32easc2002_161_0230_063045.515 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:56.5742459+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/515/c32easc2002_161_0615_141565.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:56.7877820+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/515/c32easc2002_161_0615_141565.515 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:57.0160409+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/515/c32easc2002_161_1400_142425.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:57.2353545+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/515/c32easc2002_161_1400_142425.515 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:57.4543488+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/odf/c32easc2002_161_0000k252v0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:57.6736962+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/odf/c32easc2002_161_0000k252v0.odf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:57.8943867+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/odf/c32easc2002_161_0000xmmmv0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:58.1122688+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/odf/c32easc2002_161_0000xmmmv0.odf :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:58.3354588+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/pd1/c32easc2002_161_1400_023325.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:58.5550002+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/pd1/c32easc2002_161_1400_023325.pd1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:58.7757156+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/pd2/c32easc2002_161_1400_023325.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:58.9879285+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/pd2/c32easc2002_161_1400_023325.pd2 :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:59.2052784+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_0228x25x45d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T18:59:59.4212185+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_0228x25x45d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:00.0786992+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_0459x45x45d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:00.2917718+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_0459x45x45d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:00.5072995+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_0942x65x65d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:00.7268695+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_0942x65x65d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:00.9443152+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_1400x65k25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:01.1593008+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_1400x65k25d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:01.3723331+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_1400x65x25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:01.5871684+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_1400x65x25d.1a1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:01.8122527+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_1636x25k25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:02.0388840+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_1636x25k25d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:02.2588342+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_1636x25x25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:02.4792978+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_1636x25x25d.1a1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:02.6980228+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_1638k25k25d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:02.9113960+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/rsr/c32easc2002_161_1638k25k25d.3a1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:03.1289659+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/tdf/c32easc2002_161_0000k252v0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:03.3476142+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/tdf/c32easc2002_161_0000k252v0.tdf :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:03.5621234+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/tdf/c32easc2002_161_0000xmmmv0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:03.7830189+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/tdf/c32easc2002_161_0000xmmmv0.tdf :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:03.9992951+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/tlm/c32easc2002_161_0230_0635.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:04.2142778+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/tlm/c32easc2002_161_0230_0635.tlm :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:04.4415989+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/tlm/c32easc2002_161_0615_1420.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:04.6722877+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/tlm/c32easc2002_161_0615_1420.tlm :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:04.8902766+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/tlm/c32easc2002_161_1400_0235.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:05.1164655+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_161/tlm/c32easc2002_161_1400_0235.tlm :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:05.3393280+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/158/c32easc2002_162_2230_023025.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:05.5593096+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/158/c32easc2002_162_2230_023025.158 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:05.7762939+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/515/c32easc2002_162_1400_224515.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:05.9929355+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/515/c32easc2002_162_1400_224515.515 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:06.2132738+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/515/c32easc2002_162_2230_023025.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:06.4301388+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/515/c32easc2002_162_2230_023025.515 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:06.6601916+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/odf/c32easc2002_162_0000k252v0.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:06.8972902+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/odf/c32easc2002_162_0000k252v0.odf :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:07.3497396+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/odf/c32easc2002_162_0000xmmmv0.odf :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:07.5782141+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/pd1/c32easc2002_162_2230_022825.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:07.7922094+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/pd1/c32easc2002_162_2230_022825.pd1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:08.0099122+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/pd2/c32easc2002_162_2230_022825.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:08.2312684+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/pd2/c32easc2002_162_2230_022825.pd2 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:08.4547120+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/rsr/c32easc2002_162_0214x25x45d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:08.6692752+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/rsr/c32easc2002_162_0214x25x45d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:08.8891101+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/rsr/c32easc2002_162_0444x45x45d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:09.1042680+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/rsr/c32easc2002_162_0444x45x45d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:09.3233836+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/rsr/c32easc2002_162_0611x45x54d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:09.5422204+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/rsr/c32easc2002_162_0611x45x54d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:09.7594464+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/rsr/c32easc2002_162_1400x54x15d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:09.9792391+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/rsr/c32easc2002_162_1400x54x15d.3a1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:10.1988333+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/rsr/c32easc2002_162_1630x15x15d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:10.4571463+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/rsr/c32easc2002_162_1630x15x15d.3a1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:10.6734017+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/rsr/c32easc2002_162_0900x54x54d.lbl :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:10.8876355+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/rsr/c32easc2002_162_0900x54x54d.1b1 :: The remote server returned an error: (404) Not Found.
[2026-08-07T19:00:11.1091271+10:00] FAIL https://atmos.nmsu.edu/pdsd/archive/data/co-ss-rss-1-sce1-v10/index/sce1_162/rsr/c32easc2002_162_2331x15x25d.lbl :: The remote server returned an error: (404) Not Found.
